,I-0_FA_AA,I-0_FD_AA,I-0_FR_AA,I-0_FS_AA,I-0_MA_AA,I-0_MD_AA,I-0_MR_AA,I-0_MS_AA,I-1_FA_AA,I-1_FD_AA,I-1_FR_AA,I-1_FS_AA,I-1_MA_AA,I-1_MD_AA,I-1_MR_AA,I-1_MS_AA,I-2_FA_AA,I-2_FD_AA,I-2_FR_AA,I-2_FS_AA,I-2_MA_AA,I-2_MD_AA,I-2_MR_AA,I-2_MS_AA,I-3_FA_AA,I-3_FD_AA,I-3_FR_AA,I-3_FS_AA,I-3_MA_AA,I-3_MD_AA,I-3_MR_AA,I-3_MS_AA,I-4_FA_AA,I-4_FD_AA,I-4_FR_AA,I-4_FS_AA,I-4_MA_AA,I-4_MD_AA,I-4_MR_AA,I-4_MS_AA,I-5_FA_AA,I-5_FD_AA,I-5_FR_AA,I-5_FS_AA,I-5_MA_AA,I-5_MD_AA,I-5_MR_AA,I-5_MS_AA,I-6_FA_AA,I-6_FD_AA,I-6_FR_AA,I-6_FS_AA,I-6_MA_AA,I-6_MD_AA,I-6_MR_AA,I-6_MS_AA,S-0_FA_AA,S-0_FD_AA,S-0_FR_AA,S-0_FS_AA,S-0_MA_AA,S-0_MD_AA,S-0_MR_AA,S-0_MS_AA,S-1_FA_AA,S-1_FD_AA,S-1_FR_AA,S-1_FS_AA,S-1_MA_AA,S-1_MD_AA,S-1_MR_AA,S-1_MS_AA,S-2_FA_AA,S-2_FD_AA,S-2_FR_AA,S-2_FS_AA,S-2_MA_AA,S-2_MD_AA,S-2_MR_AA,S-2_MS_AA,S-3_FA_AA,S-3_FD_AA,S-3_FR_AA,S-3_FS_AA,S-3_MA_AA,S-3_MD_AA,S-3_MR_AA,S-3_MS_AA,S-4_FA_AA,S-4_FD_AA,S-4_FR_AA,S-4_FS_AA,S-4_MA_AA,S-4_MD_AA,S-4_MR_AA,S-4_MS_AA,S-5_FA_AA,S-5_FD_AA,S-5_FR_AA,S-5_FS_AA,S-5_MA_AA,S-5_MD_AA,S-5_MR_AA,S-5_MS_AA,S-6_FA_AA,S-6_FD_AA,S-6_FR_AA,S-6_FS_AA,S-6_MA_AA,S-6_MD_AA,S-6_MR_AA,S-6_MS_AA,T-0_FA_AA,T-0_FD_AA,T-0_FR_AA,T-0_FS_AA,T-0_MA_AA,T-0_MD_AA,T-0_MR_AA,T-0_MS_AA,T-1_FA_AA,T-1_FD_AA,T-1_FR_AA,T-1_FS_AA,T-1_MA_AA,T-1_MD_AA,T-1_MR_AA,T-1_MS_AA,T-2_FA_AA,T-2_FD_AA,T-2_FR_AA,T-2_FS_AA,T-2_MA_AA,T-2_MD_AA,T-2_MR_AA,T-2_MS_AA,T-3_FA_AA,T-3_FD_AA,T-3_FR_AA,T-3_FS_AA,T-3_MA_AA,T-3_MD_AA,T-3_MR_AA,T-3_MS_AA,T-4_FA_AA,T-4_FD_AA,T-4_FR_AA,T-4_FS_AA,T-4_MA_AA,T-4_MD_AA,T-4_MR_AA,T-4_MS_AA,T-5_FA_AA,T-5_FD_AA,T-5_FR_AA,T-5_FS_AA,T-5_MA_AA,T-5_MD_AA,T-5_MR_AA,T-5_MS_AA,T-6_FA_AA,T-6_FD_AA,T-6_FR_AA,T-6_FS_AA,T-6_MA_AA,T-6_MD_AA,T-6_MR_AA,T-6_MS_AA,Z-0_FA_AA,Z-0_FD_AA,Z-0_FR_AA,Z-0_FS_AA,Z-0_MA_AA,Z-0_MD_AA,Z-0_MR_AA,Z-0_MS_AA,Z-1_FA_AA,Z-1_FD_AA,Z-1_FR_AA,Z-1_FS_AA,Z-1_MA_AA,Z-1_MD_AA,Z-1_MR_AA,Z-1_MS_AA,Z-2_FA_AA,Z-2_FD_AA,Z-2_FR_AA,Z-2_FS_AA,Z-2_MA_AA,Z-2_MD_AA,Z-2_MR_AA,Z-2_MS_AA,Z-3_FA_AA,Z-3_FD_AA,Z-3_FR_AA,Z-3_FS_AA,Z-3_MA_AA,Z-3_MD_AA,Z-3_MR_AA,Z-3_MS_AA,Z-4_FA_AA,Z-4_FD_AA,Z-4_FR_AA,Z-4_FS_AA,Z-4_MA_AA,Z-4_MD_AA,Z-4_MR_AA,Z-4_MS_AA,Z-5_FA_AA,Z-5_FD_AA,Z-5_FR_AA,Z-5_FS_AA,Z-5_MA_AA,Z-5_MD_AA,Z-5_MR_AA,Z-5_MS_AA,Z-6_FA_AA,Z-6_FD_AA,Z-6_FR_AA,Z-6_FS_AA,Z-6_MA_AA,Z-6_MD_AA,Z-6_MR_AA,Z-6_MS_AA,chi-0_FA_AA,chi-0_FD_AA,chi-0_FR_AA,chi-0_FS_AA,chi-0_MA_AA,chi-0_MD_AA,chi-0_MR_AA,chi-0_MS_AA,chi-1_FA_AA,chi-1_FD_AA,chi-1_FR_AA,chi-1_FS_AA,chi-1_MA_AA,chi-1_MD_AA,chi-1_MR_AA,chi-1_MS_AA,chi-2_FA_AA,chi-2_FD_AA,chi-2_FR_AA,chi-2_FS_AA,chi-2_MA_AA,chi-2_MD_AA,chi-2_MR_AA,chi-2_MS_AA,chi-3_FA_AA,chi-3_FD_AA,chi-3_FR_AA,chi-3_FS_AA,chi-3_MA_AA,chi-3_MD_AA,chi-3_MR_AA,chi-3_MS_AA,chi-4_FA_AA,chi-4_FD_AA,chi-4_FR_AA,chi-4_FS_AA,chi-4_MA_AA,chi-4_MD_AA,chi-4_MR_AA,chi-4_MS_AA,chi-5_FA_AA,chi-5_FD_AA,chi-5_FR_AA,chi-5_FS_AA,chi-5_MA_AA,chi-5_MD_AA,chi-5_MR_AA,chi-5_MS_AA,chi-6_FA_AA,chi-6_FD_AA,chi-6_FR_AA,chi-6_FS_AA,chi-6_MA_AA,chi-6_MD_AA,chi-6_MR_AA,chi-6_MS_AA,id
0,34.0,0.0,34.0,68.0,1.0,0.0,1.0,2.0,66.0,0.0,66.0,132.0,4.0,0.0,4.0,8.0,124.0,0.0,124.0,248.0,7.0,0.0,7.0,14.0,158.0,0.0,158.0,316.0,19.0,0.0,19.0,38.0,258.0,0.0,258.0,516.0,3.0,0.0,3.0,6.0,174.0,0.0,174.0,348.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,468.0,0.0,0.0,0.0,0.0,12.104,0.0,34.0,35.26,1.988,0.0,1.0,2.82,31.921,0.0,83.967,90.1,5.485,1.75,5.949,9.53,50.381,0.0,161.123,155.54,7.177,4.78,13.575,14.96,64.636,0.0,240.718,218.02,8.897,20.48,83.802,33.1,64.898,0.0,340.79,266.54,1.311,3.3,13.645,5.16,44.636,-0.0,244.408,191.1,0.0,0.0,0.0,0.0,31.862,0.0,262.062,175.32,0.0,0.0,0.0,0.0,190.0,0.0,34.0,132.0,16.0,0.0,1.0,8.0,472.0,0.0,116.5,380.0,44.0,5.0,8.0,27.0,698.0,0.0,173.0,564.0,104.0,2.0,8.0,54.0,848.0,0.0,299.0,832.0,88.0,54.0,73.0,98.0,840.0,0.0,319.5,864.0,12.0,9.0,12.0,15.0,750.0,0.0,318.0,816.0,0.0,0.0,0.0,0.0,450.0,0.0,315.0,684.0,0.0,0.0,0.0,0.0,7026.0,0.0,34.0,400.0,5929.0,0.0,1.0,154.0,9662.0,0.0,179.3,1320.0,4081.0,255.0,27.6,361.0,9784.0,0.0,452.2,2358.0,3311.0,496.0,88.0,582.0,7558.0,0.0,1696.2,4328.0,1848.0,1439.0,1398.8,1487.0,3654.0,0.0,1067.4,2662.0,231.0,228.0,231.0,234.0,1614.0,0.0,615.1,1488.0,0.0,0.0,0.0,0.0,594.0,0.0,384.0,828.0,0.0,0.0,0.0,0.0,187.319,0.0,34.0,158.76,4.84,0.0,1.0,4.4,378.038,0.0,66.814,316.52,22.198,-1.29,3.568,18.89,664.315,0.0,124.918,573.7,40.348,-2.94,5.9,33.74,910.623,-0.0,159.508,758.32,92.73,-0.35,18.863,83.95,1425.963,0.0,261.058,1212.86,14.52,0.0,3.0,13.2,1024.206,-0.0,177.476,847.68,0.0,0.0,0.0,0.0,1188.0,0.0,234.786,1054.8,0.0,0.0,0.0,0.0,ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_chloride_1_smi1_1_s_1
1,38.0,0.0,38.0,76.0,1.0,0.0,1.0,2.0,78.0,0.0,78.0,156.0,4.0,0.0,4.0,8.0,136.0,0.0,136.0,272.0,5.0,0.0,5.0,10.0,146.0,0.0,146.0,292.0,9.0,0.0,9.0,18.0,192.0,0.0,192.0,384.0,19.0,0.0,19.0,38.0,218.0,0.0,218.0,436.0,0.0,0.0,0.0,0.0,204.0,0.0,204.0,408.0,0.0,0.0,0.0,0.0,13.054,0.0,38.0,40.36,1.988,0.0,1.0,2.82,33.027,0.0,95.047,102.48,3.892,2.88,8.268,8.4,48.78,0.0,155.565,158.6,5.006,3.5,9.93,10.6,59.336,-0.0,180.486,186.76,9.264,6.12,17.384,19.26,68.312,0.0,266.346,242.52,8.305,20.9,86.419,32.68,60.676,0.0,264.265,232.96,0.0,0.0,0.0,0.0,55.451,0.0,247.617,214.8,0.0,0.0,0.0,0.0,214.0,0.0,38.0,156.0,16.0,0.0,1.0,8.0,516.0,0.0,120.8,428.0,36.0,7.0,8.7,25.0,720.0,0.0,169.7,604.0,56.0,6.0,7.3,34.0,860.0,0.0,207.0,716.0,128.0,4.0,10.3,68.0,928.0,0.0,296.2,892.0,76.0,57.0,76.0,95.0,898.0,0.0,286.0,868.0,0.0,0.0,0.0,0.0,980.0,0.0,271.7,864.0,0.0,0.0,0.0,0.0,6706.0,0.0,38.0,424.0,5929.0,0.0,1.0,154.0,5706.0,0.0,196.9,1348.0,2079.0,281.0,47.1,335.0,7742.0,0.0,296.4,1894.0,2695.0,350.0,55.0,420.0,10890.0,0.0,411.3,2676.0,4158.0,639.0,115.5,747.0,6506.0,0.0,1747.1,4402.0,1463.0,1444.0,1463.0,1482.0,3318.0,0.0,562.1,1856.0,0.0,0.0,0.0,0.0,2604.0,0.0,512.6,1608.0,0.0,0.0,0.0,0.0,236.878,0.0,38.0,187.56,4.84,0.0,1.0,4.4,507.418,0.0,79.276,398.28,25.586,-2.83,3.141,20.43,879.06,0.0,139.348,692.94,33.44,-4.2,3.618,26.2,956.612,0.0,148.182,745.04,50.49,-3.15,7.765,42.75,1230.76,0.0,195.429,969.38,91.96,0.0,19.0,83.6,1444.0,0.0,226.834,1128.48,0.0,0.0,0.0,0.0,1288.92,0.0,210.33,1032.0,0.0,0.0,0.0,0.0,ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1
2,33.0,0.0,33.0,66.0,1.0,0.0,1.0,2.0,64.0,0.0,64.0,128.0,4.0,0.0,4.0,8.0,116.0,0.0,116.0,232.0,8.0,0.0,8.0,16.0,160.0,0.0,160.0,320.0,20.0,0.0,20.0,40.0,272.0,0.0,272.0,544.0,0.0,0.0,0.0,0.0,208.0,0.0,208.0,416.0,0.0,0.0,0.0,0.0,236.0,0.0,236.0,472.0,0.0,0.0,0.0,0.0,12.108,0.0,33.0,35.02,1.988,0.0,1.0,2.82,29.934,0.0,81.083,86.92,4.709,2.3,7.088,8.98,47.011,-0.0,146.795,145.04,8.206,5.46,15.506,17.1,64.347,-0.0,242.001,219.24,9.785,21.26,87.762,35.14,67.436,0.0,328.414,269.08,0.0,0.0,0.0,0.0,54.368,-0.0,283.622,225.92,0.0,0.0,0.0,0.0,31.397,0.0,267.964,174.44,0.0,0.0,0.0,0.0,180.0,0.0,33.0,128.0,16.0,0.0,1.0,8.0,456.0,0.0,106.5,360.0,48.0,4.0,6.0,28.0,708.0,0.0,160.5,552.0,112.0,4.0,10.0,60.0,912.0,0.0,294.0,864.0,80.0,60.0,80.0,100.0,924.0,0.0,346.5,960.0,0.0,0.0,0.0,0.0,680.0,0.0,375.5,888.0,0.0,0.0,0.0,0.0,236.0,0.0,236.0,472.0,0.0,0.0,0.0,0.0,7728.0,0.0,33.0,428.0,5929.0,0.0,1.0,154.0,10192.0,0.0,186.2,1398.0,4081.0,255.0,37.2,361.0,10556.0,0.0,541.5,2680.0,3773.0,567.0,100.8,665.0,9408.0,0.0,1756.2,4530.0,2695.0,1505.0,1467.8,1575.0,4530.0,0.0,808.9,2342.0,0.0,0.0,0.0,0.0,2576.0,0.0,636.7,1704.0,0.0,0.0,0.0,0.0,806.0,0.0,503.2,1042.0,0.0,0.0,0.0,0.0,187.954,0.0,33.0,156.56,4.84,0.0,1.0,4.4,386.932,0.0,64.96,315.24,23.782,-2.01,3.319,19.61,664.922,-0.0,117.567,555.34,45.958,-3.29,6.763,38.49,939.96,0.0,161.331,774.56,97.636,-0.38,19.853,88.38,1552.2,0.0,275.726,1300.0,0.0,0.0,0.0,0.0,1221.782,0.0,211.652,1011.94,0.0,0.0,0.0,0.0,1174.008,0.0,236.483,1052.84,0.0,0.0,0.0,0.0,ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
3,51.0,0.0,51.0,102.0,1.0,0.0,1.0,2.0,108.0,0.0,108.0,216.0,4.0,0.0,4.0,8.0,178.0,0.0,178.0,356.0,6.0,0.0,6.0,12.0,236.0,0.0,236.0,472.0,11.0,0.0,11.0,22.0,272.0,0.0,272.0,544.0,17.0,0.0,17.0,34.0,348.0,0.0,348.0,696.0,9.0,0.0,9.0,18.0,426.0,0.0,426.0,852.0,3.0,0.0,3.0,6.0,20.057,0.0,51.0,58.48,1.988,0.0,1.0,2.82,51.056,0.0,126.666,147.62,4.977,2.11,6.618,9.17,78.614,0.0,213.784,235.82,6.148,4.1,11.643,12.82,100.342,-0.0,289.924,306.4,10.11,8.34,26.535,22.68,120.151,-0.0,346.828,368.34,10.984,16.18,61.621,31.76,138.524,-0.0,445.086,452.14,5.71,8.64,33.085,16.74,139.789,-0.0,537.805,500.7,1.311,3.3,13.645,5.16,286.0,0.0,51.0,216.0,16.0,0.0,1.0,8.0,728.0,0.0,143.7,572.0,40.0,6.0,8.3,26.0,1080.0,0.0,236.9,884.0,68.0,7.0,8.7,41.0,1304.0,0.0,316.2,1108.0,120.0,14.0,19.7,74.0,1536.0,0.0,367.8,1306.0,116.0,39.0,52.0,97.0,1860.0,0.0,463.5,1624.0,60.0,21.0,28.0,51.0,1998.0,0.0,590.4,1884.0,12.0,9.0,12.0,15.0,7440.0,0.0,51.0,580.0,5929.0,0.0,1.0,154.0,9608.0,0.0,229.6,1754.0,3465.0,263.0,33.5,353.0,10710.0,0.0,428.3,2776.0,2849.0,425.0,75.2,499.0,14616.0,0.0,749.2,4028.0,4389.0,790.0,267.7,904.0,14660.0,0.0,1433.8,5402.0,3619.0,1262.0,924.0,1356.0,11774.0,0.0,1373.4,5050.0,1848.0,669.0,500.5,717.0,7870.0,0.0,1263.2,4256.0,231.0,228.0,231.0,234.0,303.384,0.0,51.0,247.44,4.84,0.0,1.0,4.4,670.758,0.0,109.079,538.78,24.068,-2.14,3.287,19.74,1091.411,-0.0,180.243,882.58,34.738,-2.59,5.037,28.99,1397.585,-0.0,238.046,1147.9,61.248,-3.64,9.626,52.04,1649.314,0.0,274.028,1337.34,86.9,-2.1,16.176,76.9,2179.511,0.0,352.549,1743.3,45.87,-1.05,8.588,40.65,2589.1,-0.0,431.243,2103.08,14.52,0.0,3.0,13.2,ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1
4,37.0,0.0,37.0,74.0,1.0,0.0,1.0,2.0,76.0,0.0,76.0,152.0,4.0,0.0,4.0,8.0,130.0,0.0,130.0,260.0,6.0,0.0,6.0,12.0,152.0,0.0,152.0,304.0,10.0,0.0,10.0,20.0,188.0,0.0,188.0,376.0,16.0,0.0,16.0,32.0,220.0,0.0,220.0,440.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,436.0,0.0,0.0,0.0,0.0,14.144,0.0,37.0,41.5,1.988,0.0,1.0,2.82,34.022,0.0,91.272,102.16,4.061,2.76,7.835,8.52,49.932,0.0,151.573,157.72,6.091,4.14,11.752,12.78,62.023,-0.0,187.637,193.8,9.56,7.32,23.96,20.88,70.606,0.0,250.298,238.8,7.558,17.2,70.212,27.92,70.151,0.0,264.947,249.2,0.0,0.0,0.0,0.0,65.512,-0.0,278.048,244.76,0.0,0.0,0.0,0.0,206.0,0.0,37.0,152.0,16.0,0.0,1.0,8.0,504.0,0.0,113.4,412.0,40.0,6.0,6.7,26.0,714.0,0.0,166.7,596.0,64.0,8.0,9.3,40.0,856.0,0.0,212.9,730.0,116.0,11.0,19.7,69.0,928.0,0.0,272.9,868.0,68.0,47.0,62.0,81.0,940.0,0.0,290.5,906.0,0.0,0.0,0.0,0.0,886.0,0.0,317.1,900.0,0.0,0.0,0.0,0.0,6928.0,0.0,37.0,448.0,5929.0,0.0,1.0,154.0,5708.0,0.0,188.2,1360.0,2002.0,282.0,47.7,334.0,8342.0,0.0,311.7,2032.0,3003.0,423.0,71.5,501.0,11766.0,0.0,535.3,2834.0,4620.0,710.0,248.6,830.0,7176.0,0.0,1441.7,3968.0,1694.0,1210.0,1166.0,1254.0,4358.0,0.0,503.6,1976.0,0.0,0.0,0.0,0.0,3732.0,0.0,579.1,1924.0,0.0,0.0,0.0,0.0,227.256,0.0,37.0,182.04,4.84,0.0,1.0,4.4,493.657,0.0,77.029,387.66,24.596,-2.38,3.173,19.98,835.163,0.0,132.687,660.26,36.894,-3.57,4.759,29.97,960.744,0.0,153.86,763.36,54.626,-2.83,8.892,46.83,1163.677,0.0,190.02,933.78,79.288,-0.84,15.724,71.24,1400.803,-0.0,224.648,1113.34,0.0,0.0,0.0,0.0,1321.446,0.0,221.518,1075.66,0.0,0.0,0.0,0.0,ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
5,57.0,0.0,57.0,114.0,1.0,0.0,1.0,2.0,118.0,0.0,118.0,236.0,4.0,0.0,4.0,8.0,200.0,0.0,200.0,400.0,8.0,0.0,8.0,16.0,274.0,0.0,274.0,548.0,17.0,0.0,17.0,34.0,374.0,0.0,374.0,748.0,15.0,0.0,15.0,30.0,436.0,0.0,436.0,872.0,9.0,0.0,9.0,18.0,572.0,0.0,572.0,1144.0,3.0,0.0,3.0,6.0,20.154,0.0,57.0,61.66,1.988,0.0,1.0,2.82,51.929,0.0,141.738,156.68,4.568,2.4,7.167,8.88,81.833,-0.0,237.878,252.08,8.206,5.46,15.506,17.1,112.091,-0.0,356.684,357.96,11.576,15.76,59.004,32.18,135.772,-0.0,466.658,453.44,10.11,13.98,52.525,28.32,157.253,0.0,550.719,537.4,5.71,8.64,33.085,16.74,167.139,0.0,730.124,638.44,1.311,3.3,13.645,5.16,318.0,0.0,57.0,236.0,16.0,0.0,1.0,8.0,810.0,0.0,167.2,636.0,48.0,4.0,6.0,28.0,1230.0,0.0,266.5,984.0,100.0,7.0,11.0,57.0,1602.0,0.0,399.3,1368.0,128.0,36.0,49.0,100.0,1932.0,0.0,486.5,1674.0,108.0,33.0,44.0,87.0,2396.0,0.0,602.0,2076.0,60.0,21.0,28.0,51.0,2552.0,0.0,858.2,2536.0,12.0,9.0,12.0,15.0,7180.0,0.0,57.0,568.0,5929.0,0.0,1.0,154.0,7900.0,0.0,271.7,1788.0,2618.0,274.0,41.8,342.0,11800.0,0.0,484.2,3060.0,3773.0,567.0,100.8,665.0,13800.0,0.0,1401.1,5114.0,4004.0,1257.0,859.8,1361.0,13694.0,0.0,1524.4,5508.0,3465.0,1110.0,770.0,1200.0,11534.0,0.0,1482.7,5320.0,1848.0,669.0,500.5,717.0,7920.0,0.0,1613.1,4952.0,231.0,228.0,231.0,234.0,326.202,0.0,57.0,271.64,4.84,0.0,1.0,4.4,717.734,0.0,118.985,582.4,22.726,-1.53,3.454,19.13,1188.213,-0.0,202.557,976.7,45.958,-3.29,6.763,38.49,1584.714,-0.0,275.762,1317.4,87.67,-2.45,16.039,77.25,2153.624,-0.0,375.768,1792.2,77.22,-2.1,14.176,68.1,2640.653,0.0,440.473,2148.16,45.87,-1.05,8.588,40.65,3343.488,0.0,577.497,2769.08,14.52,0.0,3.0,13.2,ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1
6,34.0,0.0,34.0,68.0,1.0,0.0,1.0,2.0,66.0,0.0,66.0,132.0,4.0,0.0,4.0,8.0,124.0,0.0,124.0,248.0,7.0,0.0,7.0,14.0,158.0,0.0,158.0,316.0,19.0,0.0,19.0,38.0,258.0,0.0,258.0,516.0,3.0,0.0,3.0,6.0,174.0,0.0,174.0,348.0,0.0,0.0,0.0,0.0,234.0,0.0,234.0,468.0,0.0,0.0,0.0,0.0,11.734,0.0,34.0,34.78,1.988,0.0,1.0,2.82,30.193,0.0,84.177,88.18,5.146,1.99,6.485,9.29,47.602,0.0,155.588,149.78,7.177,4.78,13.575,14.96,63.244,-0.0,240.494,216.1,8.897,20.48,83.802,33.1,63.208,0.0,334.829,261.74,1.311,3.3,13.645,5.16,44.19,-0.0,242.439,189.66,0.0,0.0,0.0,0.0,31.862,0.0,262.062,175.32,0.0,0.0,0.0,0.0,190.0,0.0,34.0,132.0,16.0,0.0,1.0,8.0,472.0,0.0,116.5,380.0,44.0,5.0,8.0,27.0,698.0,0.0,173.0,564.0,104.0,2.0,8.0,54.0,848.0,0.0,299.0,832.0,88.0,54.0,73.0,98.0,840.0,0.0,319.5,864.0,12.0,9.0,12.0,15.0,750.0,0.0,318.0,816.0,0.0,0.0,0.0,0.0,450.0,0.0,315.0,684.0,0.0,0.0,0.0,0.0,7714.0,0.0,34.0,420.0,5929.0,0.0,1.0,154.0,11562.0,0.0,188.2,1400.0,4851.0,245.0,30.7,371.0,10436.0,0.0,548.7,2598.0,3311.0,496.0,88.0,582.0,8058.0,0.0,1703.6,4408.0,1848.0,1439.0,1398.8,1487.0,3954.0,0.0,1159.7,2862.0,231.0,228.0,231.0,234.0,1674.0,0.0,645.3,1548.0,0.0,0.0,0.0,0.0,594.0,0.0,384.0,828.0,0.0,0.0,0.0,0.0,191.721,0.0,34.0,160.44,4.84,0.0,1.0,4.4,394.586,0.0,66.947,323.24,24.046,-2.13,3.292,19.73,710.834,-0.0,125.858,593.86,40.348,-2.94,5.9,33.74,928.582,0.0,159.43,765.04,92.73,-0.35,18.863,83.95,1463.511,0.0,262.017,1229.66,14.52,0.0,3.0,13.2,1035.294,-0.0,177.793,852.72,0.0,0.0,0.0,0.0,1188.0,0.0,234.786,1054.8,0.0,0.0,0.0,0.0,ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1
7,30.0,0.0,30.0,60.0,1.0,0.0,1.0,2.0,64.0,0.0,64.0,128.0,6.0,0.0,6.0,12.0,118.0,0.0,118.0,236.0,9.0,0.0,9.0,18.0,170.0,0.0,170.0,340.0,13.0,0.0,13.0,26.0,246.0,0.0,246.0,492.0,1.0,0.0,1.0,2.0,164.0,0.0,164.0,328.0,0.0,0.0,0.0,0.0,88.0,0.0,88.0,176.0,0.0,0.0,0.0,0.0,10.937,0.0,30.0,32.24,1.988,0.0,1.0,2.82,31.052,0.0,79.741,89.08,6.571,3.8,11.109,13.12,49.964,-0.0,144.768,152.4,7.459,7.4,25.289,17.98,64.612,-0.0,236.388,220.68,6.274,13.88,56.512,22.78,58.545,-0.0,317.309,248.64,0.437,1.1,4.548,1.72,30.733,-0.0,198.571,145.48,0.0,0.0,0.0,0.0,12.09,0.0,98.86,66.28,0.0,0.0,0.0,0.0,196.0,0.0,30.0,128.0,36.0,0.0,1.0,12.0,578.0,0.0,97.7,392.0,114.0,17.0,12.5,55.0,880.0,0.0,172.8,644.0,138.0,31.0,29.5,77.0,1056.0,0.0,299.0,930.0,90.0,63.0,74.0,93.0,808.0,0.0,362.4,936.0,6.0,5.0,6.0,7.0,410.0,0.0,221.4,534.0,0.0,0.0,0.0,0.0,148.0,0.0,108.6,236.0,0.0,0.0,0.0,0.0,6672.0,0.0,30.0,368.0,5929.0,0.0,1.0,154.0,8398.0,0.0,195.6,1518.0,3696.0,414.0,65.3,510.0,8714.0,0.0,505.5,2428.0,3080.0,653.0,306.2,733.0,6288.0,0.0,1275.3,3494.0,1386.0,983.0,936.8,1019.0,2594.0,0.0,770.0,1980.0,77.0,76.0,77.0,78.0,940.0,0.0,369.0,894.0,0.0,0.0,0.0,0.0,230.0,0.0,147.3,318.0,0.0,0.0,0.0,0.0,175.184,0.0,30.0,144.1,4.84,0.0,1.0,4.4,398.616,0.0,64.924,319.94,35.882,-3.11,4.888,29.51,733.151,0.0,119.812,588.66,49.258,-2.59,8.037,42.19,1028.42,0.0,171.658,835.7,63.69,-0.35,12.863,57.55,1406.073,-0.0,249.289,1177.82,4.84,0.0,1.0,4.4,903.323,0.0,165.999,770.8,0.0,0.0,0.0,0.0,449.636,0.0,88.389,397.98,0.0,0.0,0.0,0.0,ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1
8,32.0,0.0,32.0,64.0,1.0,0.0,1.0,2.0,62.0,0.0,62.0,124.0,4.0,0.0,4.0,8.0,114.0,0.0,114.0,228.0,8.0,0.0,8.0,16.0,158.0,0.0,158.0,316.0,19.0,0.0,19.0,38.0,266.0,0.0,266.0,532.0,0.0,0.0,0.0,0.0,194.0,0.0,194.0,388.0,0.0,0.0,0.0,0.0,198.0,0.0,198.0,396.0,0.0,0.0,0.0,0.0,11.141,0.0,32.0,32.7,1.988,0.0,1.0,2.82,30.225,0.0,79.691,85.2,5.146,1.99,6.571,9.29,47.939,0.0,156.306,149.02,7.614,5.88,18.123,16.68,60.979,-0.0,244.963,214.7,8.305,20.9,86.419,32.68,59.28,-0.0,335.221,256.94,0.0,0.0,0.0,0.0,38.731,0.0,253.855,185.08,0.0,0.0,0.0,0.0,19.028,0.0,198.0,122.76,0.0,0.0,0.0,0.0,176.0,0.0,32.0,124.0,16.0,0.0,1.0,8.0,448.0,0.0,104.5,352.0,48.0,4.0,6.0,28.0,696.0,0.0,159.8,544.0,108.0,5.0,12.0,59.0,884.0,0.0,293.8,848.0,76.0,57.0,76.0,95.0,852.0,0.0,346.5,920.0,0.0,0.0,0.0,0.0,590.0,0.0,338.0,784.0,0.0,0.0,0.0,0.0,198.0,0.0,198.0,396.0,0.0,0.0,0.0,0.0,7628.0,0.0,32.0,404.0,5929.0,0.0,1.0,154.0,11606.0,0.0,184.8,1412.0,4774.0,246.0,29.9,370.0,10550.0,0.0,672.7,2822.0,3388.0,572.0,165.0,660.0,6986.0,0.0,1799.3,4408.0,1463.0,1444.0,1463.0,1482.0,2826.0,0.0,928.6,2282.0,0.0,0.0,0.0,0.0,1010.0,0.0,536.6,1204.0,0.0,0.0,0.0,0.0,198.0,0.0,198.0,396.0,0.0,0.0,0.0,0.0,177.781,0.0,32.0,149.8,4.84,0.0,1.0,4.4,358.421,0.0,63.101,299.08,22.792,-1.56,3.516,19.16,606.363,-0.0,114.817,525.4,45.188,-2.94,6.9,38.14,915.928,-0.0,159.729,760.0,91.96,0.0,19.0,83.6,1495.309,0.0,270.677,1262.28,0.0,0.0,0.0,0.0,1097.888,0.0,197.209,925.84,0.0,0.0,0.0,0.0,958.32,0.0,198.0,871.2,0.0,0.0,0.0,0.0,ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1
