,feature,relevance,relevance_seotm
0,d-2_MA_BBavg,0.10589822863601484,0.0061913455290129775
1,d-1_MD_BBavg,0.0684737563715718,0.0029141824991586567
2,d-0_MA_BBavg,0.05841153528213994,0.0042723414882721075
3,d-0_MS_BBavg,0.05267243256041347,0.005523666617105149
4,d-0_FA_BB,0.03628287844893483,0.006229932167716012
5,d-1_MR_BBavg,0.034802096714633246,0.0012166375908061213
6,d-0_MS_BB,0.03285386730279364,0.003474202032219515
7,d-0_FS_BB,0.03272332647180517,0.0016397308846584511
8,BO-2_MD_BBavg,0.03219520232600027,0.003062334005723639
9,d-0_MA_BB,0.028009062309631693,0.002122215499477831
10,d-1_MS_BBavg,0.022941466823270338,0.0021882580163635353
11,d-1_FR_BB,0.021284596637955625,0.001311327449143147
12,d-2_MS_BBavg,0.021105722377339126,0.0024807332172046767
13,d-1_MD_BB,0.01992101551497516,0.0018410448916338666
14,d-1_FD_BB,0.01935281529488783,0.0017468084233278082
15,BO-1_FS_BB,0.018770994355150755,0.0030131369927481307
16,BO-1_MS_BBavg,0.01853892021598348,0.0032591770952649997
17,d-1_MA_BBavg,0.018446414109936193,0.002367185257531825
18,d-1_MR_BB,0.016548075622826917,0.0018297942024349545
19,BO-1_MS_BB,0.016355606882103087,0.0025958208015923125
20,d-2_MD_BBavg,0.015235121287005082,0.0010723853620671505
21,d-3_MD_BBavg,0.015088879830436497,0.0010073151078948677
22,d-1_FA_BB,0.014240221983461074,0.0020586762434815554
23,d-1_MA_BB,0.0122153840435308,0.001640736202225423
24,BO-1_MD_BBavg,0.011049144449006301,0.0006119801944468597
25,d-3_MS_BBavg,0.010103923844419256,0.001738970275899979
26,d-2_MR_BBavg,0.008604497047003052,0.0005145596002420887
27,d-2_FS_BB,0.008303376174597277,0.0009128794589524183
28,d-3_MR_BBavg,0.008280139723794254,0.001074372191355329
29,BO-1_FA_BB,0.007662613325942586,0.0012131201442607763
30,BO-1_FR_BB,0.0071499228728107555,0.0011799942481109807
31,d-3_MA_BBavg,0.007116700309633417,0.000925106940203426
32,d-2_MA_BB,0.0068701803902844,0.00013386994089500208
33,d-1_FS_BB,0.006843867624391019,0.000774477414688349
34,d-1_MS_BB,0.006740669825346814,0.0003880455355845526
35,d-2_MS_BB,0.006734199598915455,0.0011014149090261254
36,BO-1_MD_BB,0.006718927257938656,0.0009058141903670992
37,BO-1_MA_BBavg,0.006426790942563108,0.002006617559058215
38,BO-1_MR_BB,0.006247078136574718,0.0008568588690564259
39,BO-1_FD_BB,0.005975428232538729,0.00046502390478153996
40,d-2_FA_BB,0.005753232785014339,0.00020254206952212452
41,BO-2_FA_BB,0.005460163661874844,0.0005873827988404193
42,d-2_FD_BB,0.005401723884688636,0.0008933715862065134
43,d-2_MD_BB,0.00530649704070556,0.00029095290240275536
44,BO-1_MR_BBavg,0.00528929591354659,0.0008929212114603863
45,d-3_MA_BB,0.005128724004957123,0.0005858459637867883
46,BO-2_MA_BB,0.004955158794359313,0.0007001963015759802
47,d-2_FR_BB,0.0049180195496182355,0.00022843398646514565
48,d-3_MD_BB,0.004527269146341819,0.00031749119919815665
49,d-2_MR_BB,0.004490444981187125,0.0005981786195319172
50,d-3_FD_BB,0.0040947934621944635,0.00039142551915086226
51,BO-2_MS_BBavg,0.004012850530141204,0.0006869337873129463
52,d-3_FA_BB,0.004010839115488133,0.0007029147257075872
53,d-3_MS_BB,0.003612528473070511,0.00047977331297737916
54,d-3_FR_BB,0.0034319987156269946,0.0004510534931451111
55,d-3_MR_BB,0.0032778355778883598,0.00025393703916922687
56,d-3_FS_BB,0.002983557901434381,0.0003571915335452965
57,BO-1_MA_BB,0.00279313427306013,0.0007094344657506379
58,BO-2_FS_BB,0.002637825012688044,0.0005466387845763971
59,BO-2_MS_BB,0.002578317449729672,0.0006420236710748408
60,d-4_MD_BBavg,0.002386075229450175,0.0004590802541944762
61,d-4_MS_BBavg,0.0022517521445301124,0.0003196533642132845
62,BO-2_MA_BBavg,0.0017998938258140958,0.0003741143558828347
63,BO-3_MR_BBavg,0.0017781066884905781,0.00033535581837809366
64,d-4_MA_BBavg,0.0017454699872472158,0.0004131122404857506
65,BO-3_MR_BB,0.0017140771076898712,0.0002507324492076951
66,BO-2_MR_BB,0.0015933869098020965,0.00043096590380084667
67,d-4_FA_BB,0.0015864017167577238,0.00043711588398815353
68,BO-2_MD_BB,0.0015669432624853632,0.0002892596397529956
69,d-4_MR_BBavg,0.0015555012534920329,0.00015469107956436544
70,BO-3_FD_BB,0.0015298454915455837,0.00040845247395145253
71,BO-2_MR_BBavg,0.0014504259814746337,0.00020386307263576617
72,d-4_FD_BB,0.0014033830986120138,0.00012380066368377572
73,BO-3_FS_BB,0.0013983159417586114,0.000195649821518755
74,d-4_MS_BB,0.0013728326442624893,0.0003756722318894094
75,d-5_MD_BB,0.0013540496105290197,0.000493283995491501
76,BO-2_FR_BB,0.0013346058115110727,0.0003125318431658207
77,d-5_FS_BB,0.0013098836420668435,0.0004969474946636367
78,BO-3_FR_BB,0.0012944383084876987,0.00026228387216201154
79,d-4_MR_BB,0.0012778095481447305,0.00024050519130641845
80,d-5_MR_BBavg,0.0012400671897801097,0.000699961270006833
81,d-4_MD_BB,0.0011714231040446444,0.00018052003014991342
82,d-4_FS_BB,0.0011545947390784702,0.00014187240914601077
83,BO-3_MD_BBavg,0.0011523282729462524,0.00013061457630583916
84,BO-2_FD_BB,0.0011460566654851619,0.0001471256048194983
85,d-4_MA_BB,0.001096868214188891,0.00015586922666302962
