,feature,relevance,relevance_seotm
0,d-0_MS_BBavg,0.056002210848737397,0.004804479209856457
1,d-0_MA_BBavg,0.04320702268864292,0.003094073256357037
2,d-2_MA_BBavg,0.04294559750741826,0.007110779043106271
3,d-0_MS_BB,0.04017500138749032,0.0069906831110100225
4,d-0_MA_BB,0.03576190342269322,0.004218369379793553
5,d-1_MD_BBavg,0.03316372029792249,0.0032005337597053223
6,BO-1_MD_BBavg,0.02551383272700992,0.0032162351464443467
7,BO-0_MA_BB,0.022289006218197495,0.0030381932676250127
8,BNocc_-2_FR_BB,0.01792505084535453,0.005629764731892493
9,BNde_-1_MS_BB,0.01766302382202284,0.0030225936651904718
10,BO-0_MS_BB,0.01686801708265938,0.0013469868113454475
11,BNocc_-0_MS_BB,0.015711779374967507,0.0016044506831339549
12,BO-1_MS_BBavg,0.015692414521517595,0.001841249748452604
13,BO-1_MA_BB,0.015355260940712462,0.0014553137978774225
14,BO-1_MA_BBavg,0.013486693424780044,0.0009355578161024737
15,BO-1_MS_BB,0.013389239720018301,0.0016700517544455907
16,BNocc_-0_MA_BB,0.010825604597941968,0.001958782050833534
17,BO-1_MD_BB,0.010294245156720467,0.002207710699310559
18,d-1_MR_BBavg,0.010170272552574874,0.0017737747122495548
19,BO-2_MA_BBavg,0.009558064616393707,0.0018439654618029187
20,BO-1_MR_BBavg,0.008667996672130267,0.001075699800284104
21,BO-2_MA_BB,0.008186994528317395,0.0008331585036597935
22,BNde_-0_FR_BB,0.008085012353786671,0.0012244781468745657
23,BNs_-1_FA_BB,0.0077930237787789125,0.0009502440475264516
24,BNde-1_MS_BB,0.007586378276304542,0.003215875296534815
25,BNe_-3_FA_BB,0.007364739659680318,0.002500658270708266
26,BNs-1_FA_BB,0.0070942512998043135,0.0009895548374318902
27,d-1_MD_BB,0.006872706828111251,0.0006644763889290427
28,BNde_-4_FA_BB,0.0068050136723128655,0.001671915741244078
29,BNde_-0_FS_BB,0.0057618118749611725,0.0031234733808954878
30,BNocc_-1_MA_BB,0.0053566833916827705,0.0011578752066799273
31,Nbn_-1_MA_BB,0.0053313385231356395,0.002061649724822806
32,d-2_MS_BB,0.005138160143691009,0.0015023526101971792
33,BNocc_-1_MD_BBavg,0.004602924964779575,0.0008790567840474025
34,d-5_MS_BB,0.004386588597242105,0.0015033761801674507
35,BNp_-1_MS_BBavg,0.004337858005723382,0.002717437375640887
36,BNocc_-0_MS_BBavg,0.004327847136663759,0.0024660187549855692
37,BNs_-1_MA_BBavg,0.0042359223653664095,0.0013384914312104738
38,BNde-0_FR_BB,0.004132205648411085,0.0011478841522714251
39,BNe_-2_MR_BB,0.004045191002908192,0.0007142402749059409
40,BNocc-2_MR_BBavg,0.00400313536794772,0.0016046884739008063
41,BNs_-2_FA_BB,0.003661547550884898,0.0015711248091408686
42,BNocc_-1_MS_BBavg,0.003571257383791572,0.000695502825978996
43,BNocc_-1_MR_BBavg,0.0035617435473239817,0.0008634848340732746
44,BNocc_-2_MA_BBavg,0.0033796418363672342,0.0005057764618880921
45,d-1_MA_BB,0.0033442674247294913,0.0009529633097904089
46,BNe-3_FA_BB,0.0032459039951641235,0.001561420662243023
47,BO-2_MS_BB,0.0032194879029067763,0.0008172919863471509
48,BNe-2_FA_BB,0.0031979933879318564,0.0007004985243209793
49,Nbn-1_MA_BB,0.003135318508101131,0.0012743059760470783
50,BNde-1_MS_BBavg,0.003063009447052745,0.0009851771528925223
51,BNocc_-3_FR_BB,0.002970363495403516,0.000480565082399314
52,BNocc-1_MD_BBavg,0.0028827828633794382,0.0010782155633626386
53,BNd_-1_FS_BB,0.002875257326892862,0.0007579789926110013
54,BNocc_-0_MA_BBavg,0.0028587146001815287,0.0009054051712863652
55,BNs-0_FA_BB,0.0028407115986393335,0.0013472905680579472
56,d-2_MS_BBavg,0.0027920955048965747,0.0008818295053717609
57,BNe-1_MD_BB,0.002741604626987991,0.0006186323310430786
58,d-5_MS_BBavg,0.002672915354887628,0.0017045889711789163
59,BNocc_-3_MR_BBavg,0.0026382055273447566,0.0012279374929573819
60,d-1_MR_BB,0.002579428644241352,0.0010444153127570396
61,BNp_-1_MD_BBavg,0.0024815533140461784,0.0005571365601342936
62,BO-4_FA_BB,0.0024713186651638837,0.0007741099053393393
63,BNe_-6_FR_BB,0.00244129159688262,0.0003166764858240374
64,BNocc_-3_MR_BB,0.002425174370413821,0.0006009700677208974
65,d-5_MR_BB,0.0024066331483590594,0.0007379009075879901
66,BO-2_MD_BBavg,0.0023881752871450592,0.0005859575000019394
67,BO-1_MR_BB,0.0023400781967752513,0.0008084554974870581
68,BNocc_-3_MA_BBavg,0.002295101528838713,0.0008038592762872705
69,BNocc-1_MD_BB,0.002283493539130021,0.00036518276203721987
70,BO-0_MA_BBavg,0.0022312007122546754,0.0005874644934314493
71,BNe_-3_MR_BB,0.002227920289243529,0.00019825429143003495
72,BO-2_MS_BBavg,0.0022092654527684297,0.0006086071933051133
73,d-5_MA_BBavg,0.0021455524281846204,0.0008507415134405094
74,BNd_-0_FA_BB,0.002131646633857871,0.000617600588396525
75,BNe-1_MR_BB,0.002100309339283929,0.0003454048035060566
76,d-1_MS_BBavg,0.0020987333554181907,0.0007577536396957
77,BNd-1_FS_BB,0.002069994772642558,0.0004157269896751707
78,BNd-1_MD_BB,0.0020163421579960004,0.0011497507154909958
79,BNde-3_MD_BB,0.002010422209039613,0.0005592233824394352
80,BNd_-2_FR_BB,0.001989828564753066,0.00030954304721854826
81,BNocc_-1_MR_BB,0.0019839875283327504,0.00023889656978592916
