,AA,BB,BA,train_mae,train_mae_stderr,val_mae,val_mae_stderr,test_mae,test_mae_stderr,train_r2,train_r2_stderr,val_r2,val_r2_stderr,test_r2,test_r2_stderr,best_mae_test,best_r2_test,nfeatures,accumulated_relevance
0,19,12,15,0.5957654100009548,0.01686232368632604,0.9292540348682208,0.0125323588782216,0.8380360681183483,0.010578514442846217,0.9602664191450063,0.0019292607031253172,0.9075590319336138,0.0035487412041258293,0.9260455101637339,0.0016875114975798454,0.7783179076350465,0.9350302926081672,54,80.0
