,AA,BB,BA,train_mae,train_mae_stderr,val_mae,val_mae_stderr,test_mae,test_mae_stderr,train_r2,train_r2_stderr,val_r2,val_r2_stderr,test_r2,test_r2_stderr,best_mae_test,best_r2_test,nfeatures,accumulated_relevance
0,13,7,8,0.013198595933425072,0.0007891987096331478,0.026437457139510366,9.593370598116414e-05,0.0249961252001073,0.00010996175694778508,0.884364012596596,0.012555459938791064,0.5215975145507412,0.00565677814034451,0.5630790839053502,0.005034000113332524,0.0245662670975172,0.5769290590309293,36,0.52
