,epoch,learning_rate,loss,train_error,val_error,test_error,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r_squared,val_r_squared,test_r_squared
0,1,0.01,0.16722570555482008,0.10852242582259304,0.12535994046742155,0.12311797543447844,0.10852242582259304,0.12535994046742155,0.12311797543447844,0.14148186953937109,0.164502638946526,0.17638258292601292,-6.294357615835744,-9.992891516283297,-9.465902003380421
1,2,0.01,0.012442855218391896,0.055293127023492324,0.05587935662761177,0.05961579996712354,0.055293127023492324,0.05587935662761177,0.05961579996712354,0.07104883723390232,0.07806801877554165,0.0953256707548937,-0.8394984280813247,-1.4757826742374247,-2.0569265754527293
2,3,0.01,0.004233278407339621,0.04004223180567521,0.04759795518265557,0.04670192392504945,0.04004223180567521,0.04759795518265557,0.04670192392504945,0.05269562204771837,0.07175934858556009,0.09349863418849873,-0.01189288573620284,-1.0918145468869818,-1.940869826158159
3,4,0.01,0.0025176452425701512,0.03449443696627804,0.041389373774381025,0.03767966767963098,0.03449443696627804,0.041389373774381025,0.03767966767963098,0.04671958280097507,0.0731699132896348,0.07038568748864835,0.2046040352494859,-1.1748598924160016,-0.666609993400253
4,5,0.01,0.002609772683499894,0.032479145451088175,0.035875702641673925,0.040203996458832096,0.032479145451088175,0.035875702641673925,0.040203996458832096,0.0436595428072119,0.05989672471817133,0.10685701418236258,0.30538551006660053,-0.4573784833622061,-2.8412390704936477
5,6,0.01,0.002078118607253506,0.03689105528321263,0.04208785387658581,0.040203996458832096,0.03689105528321263,0.04208785387658581,0.0446609544510744,0.04596165879069563,0.06645782207495737,0.11530207064633562,0.2302018551948951,-0.7941486098423027,-3.4723880772810753
6,7,0.01,0.0018049434626157357,0.029709886302531494,0.03253655488958064,0.03732828035646556,0.029709886302531494,0.03253655488958064,0.03732828035646556,0.03829935599003229,0.05223294448602318,0.09371341292398795,0.4654745176519275,-0.10829460943957248,-1.9543964789071544
7,8,0.01,0.0016018527515971879,0.028806849634639715,0.03195863900725374,0.03971199326369227,0.028806849634639715,0.03195863900725374,0.03971199326369227,0.03757514151420523,0.05971269701542171,0.09756950728429659,0.4854984099537013,-0.44843689239713713,-2.202532099976063
8,9,0.01,0.0014654228772340593,0.027649252745457466,0.032472362530600166,0.03971199326369227,0.027649252745457466,0.032472362530600166,0.03612477377969391,0.03736077871896944,0.04699251397960983,0.0920325204816835,0.49135203537266414,0.10293572368716031,-1.8493637844780668
9,10,0.01,0.0014947748088918497,0.024487462117263117,0.029428733685581954,0.03338043361294026,0.024487462117263117,0.029428733685581954,0.03338043361294026,0.03261533328912187,0.04814177267728958,0.08357600648071781,0.6123595284659974,0.058521602948055196,-1.34978700958585
