,AA,BB,BA,train_mae,train_mae_stderr,val_mae,val_mae_stderr,test_mae,test_mae_stderr,train_r2,train_r2_stderr,val_r2,val_r2_stderr,test_r2,test_r2_stderr,best_mae_test,best_r2_test,nfeatures,accumulated_relevance
0,53,29,33,0.280898837707865,0.030346319754865347,0.7532520827558853,0.013041006558567428,0.7936108315477567,0.012531269767206114,0.9907478408555134,0.001995409176086833,0.9250373568958882,0.003513485398675334,0.912449612673577,0.002535801966619078,0.7371104128506719,0.9309263260149176,116,86.0
