,epoch,learning_rate,loss,train_error,val_error,test_error,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r_squared,val_r_squared,test_r_squared
0,1,0.01,20.941740713826952,0.5101384902103788,0.5011560866590014,0.4965600073337555,0.5101384902103788,0.5011560866590014,0.4965600073337555,0.5780920819429529,0.5908377319340468,0.574470699810281,-120.78099367522658,-140.8086257160976,-110.01995159384838
1,2,0.01,0.25726324263373934,0.27009886955900997,0.2703504634579432,0.28255778277406884,0.27009886955900997,0.2703504634579432,0.28255778277406884,0.33257946521521137,0.3256837961354781,0.34383942077339114,-39.30661552679755,-42.08821534334732,-38.77192400285388
2,3,0.01,0.07340281431347266,0.1749989640400742,0.19071723628289922,0.19578556777263173,0.1749989640400742,0.19071723628289922,0.19578556777263173,0.22618145835614153,0.23914928083328768,0.25180797284813267,-17.642299092304746,-22.232950225579895,-20.330656467306945
3,4,0.01,0.0412242539829946,0.13927709984526698,0.1723558150001408,0.15076660897050584,0.13927709984526698,0.1723558150001408,0.15076660897050584,0.2468878776626569,0.3354821073506488,0.2750549489195602,-21.21186392330014,-44.71986384446849,-24.450961534326947
4,5,0.01,0.0368168808881124,0.10887144574884734,0.12914380646243537,0.12785115001761183,0.10887144574884734,0.12914380646243537,0.12785115001761183,0.15930712722912388,0.19006362687288844,0.18964617656433147,-8.248171689605405,-13.674530943829621,-11.099110706490027
5,6,0.01,0.026675540233699647,0.09335713357441534,0.12125841243979857,0.11001071409911525,0.09335713357441534,0.12125841243979857,0.11001071409911525,0.14638018085953405,0.19859990851633752,0.17518716834012937,-6.808183845138077,-15.022279067949633,-9.324519612996736
6,7,0.01,0.022867355219345104,0.07935922497652552,0.10956511331587723,0.09836936392346207,0.07935922497652552,0.10956511331587723,0.09836936392346207,0.13481050498498787,0.190601401541523,0.16532172055953726,-5.622667367018697,-13.757689994921575,-8.194436140305038
7,8,0.01,0.02027397059136254,0.0845416697769802,0.11847494066376046,0.09836936392346207,0.0845416697769802,0.11847494066376046,0.10411357879638672,0.1602456858991445,0.23517989279573492,0.1897353876317623,-8.357463983807234,-21.46811197953369,-11.110496419335234
8,9,0.01,0.03438393069657287,0.07703802898746312,0.102843721502835,0.09819852423911192,0.07703802898746312,0.102843721502835,0.09819852423911192,0.12464008001675438,0.17142006855455302,0.1567099191202404,-4.661101085352091,-10.936844392357278,-7.2614873220170715
9,10,0.01,0.02485935927614541,0.0825577922256313,0.10932189349046688,0.09819852423911192,0.0825577922256313,0.10932189349046688,0.10462480053609731,0.12735756826291453,0.16846910211759758,0.15856095989791072,-4.910646522673363,-10.529400510162473,-7.457807577979937
10,11,0.01,0.019203211857973763,0.07768425871794547,0.10362157609659373,0.09819852423911192,0.07768425871794547,0.10362157609659373,0.09763323226753547,0.13620863012562043,0.19789213549916157,0.16561894194548527,-5.760747587433182,-14.90828173716807,-8.227526040308785
