,AA,BB,BA,train_mae,train_mae_stderr,val_mae,val_mae_stderr,test_mae,test_mae_stderr,train_r2,train_r2_stderr,val_r2,val_r2_stderr,test_r2,test_r2_stderr,best_mae_test,best_r2_test,nfeatures,accumulated_relevance
0,13,7,8,0.0129047339591906,0.0004514938578487906,0.01742617205246203,0.00019941598208816444,0.019358957999822977,0.00017988597878280854,0.878839522912692,0.007133451895558755,0.7726540291271778,0.005839371612906336,0.7442031035405791,0.0051886549210862975,0.018360853803401,0.7808782652772933,36,52.0
