id,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,237.0,425.0,1039.0,907.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,29.0,34.0,3.0,0.0,0.0,1.57,4.1,13.3,12.78,1.1,0.0,0.0,-1.09,-2.59,-1.75,-0.35,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,273.0,495.0,1039.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,38.0,8.0,0.0,0.0,0.0,2.42,4.83,13.82,2.9,0.0,0.0,0.0,-2.02,-3.34,-1.08,-0.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,245.0,354.0,659.0,673.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,16.0,24.0,3.0,0.0,0.0,1.93,3.42,7.8,9.08,1.1,0.0,0.0,-1.94,-2.24,-1.75,-1.19,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,282.0,566.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,2.76,5.51,20.9,0.0,0.0,0.0,0.0,-2.38,-3.69,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,263.0,496.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,57.0,0.0,0.0,0.0,0.0,2.2,4.78,20.9,0.0,0.0,0.0,0.0,-2.11,-2.94,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,422.0,638.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,30.0,0.0,0.0,0.0,2.76,4.19,6.66,11.0,0.0,0.0,0.0,-2.38,-3.97,-2.97,0.0,0.0,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,421.0,350.0,639.0,1748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,18.0,115.0,0.0,0.0,0.0,4.24,3.5,6.12,25.3,0.0,0.0,0.0,-4.37,-4.2,-3.15,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,275.0,493.0,786.0,1642.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,9.0,54.0,21.0,9.0,0.0,2.38,4.84,7.9,21.68,8.64,3.3,0.0,-1.04,-4.41,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,412.0,351.0,578.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,24.0,63.0,5.0,0.0,0.0,3.9,3.51,6.28,13.88,1.1,0.0,0.0,-4.01,-3.62,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,340.0,355.0,962.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,39.0,44.0,0.0,0.0,0.0,3.31,3.4,12.22,12.1,0.0,0.0,0.0,-4.2,-1.75,-2.24,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,0.0,281.0,428.0,654.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,11.0,37.0,3.0,0.0,0.0,2.81,4.56,7.38,13.88,1.1,0.0,0.0,-2.78,-3.22,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,281.0,425.0,876.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,25.0,21.0,0.0,0.0,0.0,2.78,4.1,10.89,7.7,0.0,0.0,0.0,-2.87,-2.59,-4.77,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,281.0,425.0,726.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,19.0,21.0,0.0,0.0,0.0,2.78,4.1,8.59,7.7,0.0,0.0,0.0,-2.87,-2.59,-3.97,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,413.0,506.0,664.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,37.0,20.0,0.0,0.0,0.0,3.83,5.62,8.22,4.4,0.0,0.0,0.0,-3.69,-2.24,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,247.0,567.0,1250.0,1110.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,36.0,33.0,21.0,9.0,0.0,1.94,5.46,15.41,13.98,8.64,3.3,0.0,-1.16,-3.29,-3.69,-2.1,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,411.0,424.0,963.0,906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,52.0,59.0,0.0,0.0,0.0,3.92,4.15,12.2,12.8,0.0,0.0,0.0,-4.5,-2.99,-1.75,-0.84,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,256.0,566.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,2.28,5.48,20.9,0.0,0.0,0.0,0.0,-1.52,-3.78,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,274.0,495.0,1034.0,1135.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,26.0,43.0,3.0,0.0,0.0,2.4,4.8,12.88,16.08,1.1,0.0,0.0,-1.53,-3.43,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,245.0,496.0,1181.0,1110.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,33.0,33.0,21.0,9.0,0.0,2.08,4.78,14.66,13.98,8.64,3.3,0.0,-2.1,-2.94,-2.45,-2.1,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,274.0,565.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,45.0,27.0,0.0,0.0,0.0,2.4,5.53,18.54,9.9,0.0,0.0,0.0,-1.53,-4.18,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,314.0,355.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,52.0,8.0,0.0,0.0,0.0,2.74,3.4,14.63,2.2,0.0,0.0,0.0,-3.37,-1.75,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,273.0,350.0,639.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,57.0,0.0,0.0,0.0,2.43,3.5,6.12,20.9,0.0,0.0,0.0,-2.01,-4.2,-3.15,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,411.0,360.0,586.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,33.0,15.0,0.0,0.0,0.0,3.9,3.82,7.16,3.3,0.0,0.0,0.0,-4.58,-1.4,-2.38,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,493.0,1029.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,32.0,24.0,0.0,0.0,0.0,2.76,4.87,12.98,8.8,0.0,0.0,0.0,-2.38,-4.32,-1.78,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,272.0,423.0,1024.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,20.0,60.0,0.0,0.0,0.0,2.54,4.14,12.04,22.0,0.0,0.0,0.0,-2.47,-3.57,-2.8,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,272.0,500.0,963.0,907.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,26.0,34.0,3.0,0.0,0.0,2.47,5.25,12.2,12.78,1.1,0.0,0.0,-2.42,-2.99,-1.75,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,247.0,566.0,1429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,1.94,5.51,20.16,0.0,0.0,0.0,0.0,-1.16,-3.69,-0.38,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.0,393.0,496.0,1439.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,92.0,15.0,0.0,0.0,0.0,3.8,4.78,20.48,3.3,0.0,0.0,0.0,-4.49,-2.94,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,413.0,506.0,657.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,36.0,25.0,0.0,0.0,0.0,3.83,5.62,7.84,5.5,0.0,0.0,0.0,-3.69,-2.24,-2.73,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,411.0,425.0,870.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,44.0,58.0,39.0,15.0,0.0,3.92,4.1,9.91,12.88,8.64,3.3,0.0,-4.5,-2.59,-3.69,-2.1,-1.05,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,283.0,421.0,578.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,8.0,37.0,3.0,0.0,0.0,2.74,4.21,6.28,13.88,1.1,0.0,0.0,-1.89,-4.46,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,420.0,351.0,578.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,24.0,63.0,5.0,0.0,0.0,4.26,3.51,6.28,13.88,1.1,0.0,0.0,-4.86,-3.62,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,265.0,566.0,1437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,2.06,5.51,20.55,0.0,0.0,0.0,0.0,-1.17,-3.69,-1.24,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,245.0,425.0,1049.0,451.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,16.0,3.0,0.0,0.0,1.93,4.1,14.14,6.18,1.1,0.0,0.0,-1.94,-2.59,-1.05,-0.35,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,272.0,352.0,649.0,1211.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,46.0,3.0,0.0,0.0,2.45,3.46,6.96,17.18,1.1,0.0,0.0,-2.5,-3.22,-2.45,-0.35,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,322.0,355.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,48.0,10.0,4.0,0.0,0.0,3.19,3.4,13.46,2.88,1.1,0.0,0.0,-4.19,-1.75,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,419.0,424.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,66.0,10.0,0.0,0.0,0.0,4.28,4.15,14.63,2.2,0.0,0.0,0.0,-5.35,-2.99,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,351.0,574.0,907.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,45.0,8.0,0.0,0.0,0.0,3.51,6.42,12.78,2.2,0.0,0.0,0.0,-3.62,-3.88,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,264.0,352.0,649.0,1211.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,8.0,46.0,3.0,0.0,0.0,2.09,3.46,6.96,17.18,1.1,0.0,0.0,-1.65,-3.22,-2.45,-0.35,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,230.0,566.0,1439.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,9.0,0.0,0.0,0.0,1.8,5.48,20.48,3.3,0.0,0.0,0.0,-0.66,-3.78,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,275.0,493.0,1029.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,23.0,51.0,0.0,0.0,0.0,2.38,4.84,12.46,18.7,0.0,0.0,0.0,-1.04,-4.41,-2.45,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,350.0,499.0,983.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,49.0,8.0,0.0,0.0,0.0,3.6,5.27,13.88,2.2,0.0,0.0,0.0,-4.16,-3.48,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,296.0,355.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,48.0,10.0,4.0,0.0,0.0,2.56,3.4,13.46,2.88,1.1,0.0,0.0,-3.17,-1.75,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,0.0,273.0,499.0,786.0,1642.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,9.0,54.0,21.0,9.0,0.0,2.45,5.24,7.9,21.68,8.64,3.3,0.0,-1.93,-3.57,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,423.0,577.0,726.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,41.0,25.0,0.0,0.0,0.0,4.14,6.3,8.59,5.5,0.0,0.0,0.0,-3.57,-2.59,-3.97,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,423.0,577.0,731.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,44.0,10.0,0.0,0.0,0.0,4.14,6.3,9.01,2.2,0.0,0.0,0.0,-3.57,-2.59,-3.62,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,341.0,282.0,578.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,16.0,50.0,4.0,0.0,0.0,3.2,2.76,6.28,13.88,1.1,0.0,0.0,-3.74,-2.38,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,263.0,496.0,1424.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,45.0,36.0,0.0,0.0,0.0,2.11,4.78,19.22,13.2,0.0,0.0,0.0,-2.14,-2.94,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,266.0,565.0,1353.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,45.0,27.0,0.0,0.0,0.0,2.04,5.53,18.54,9.9,0.0,0.0,0.0,-0.68,-4.18,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,229.0,567.0,1508.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,1.82,5.46,21.23,3.3,0.0,0.0,0.0,-1.15,-3.29,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,274.0,495.0,795.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,30.0,21.0,9.0,0.0,2.4,4.83,8.76,12.88,8.64,3.3,0.0,-1.53,-3.34,-3.29,-2.1,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,412.0,422.0,953.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,44.0,95.0,0.0,0.0,0.0,3.9,4.19,11.36,20.9,0.0,0.0,0.0,-4.01,-3.97,-2.45,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,266.0,567.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,60.0,0.0,0.0,0.0,0.0,2.04,5.46,22.0,0.0,0.0,0.0,0.0,-0.68,-3.29,0.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,315.0,353.0,968.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,40.0,40.0,0.0,0.0,0.0,2.72,3.44,12.62,11.0,0.0,0.0,0.0,-2.88,-2.73,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,314.0,355.0,1037.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,43.0,44.0,0.0,0.0,0.0,2.68,3.4,13.37,12.1,0.0,0.0,0.0,-3.18,-1.75,-2.64,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,274.0,426.0,644.0,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,7.0,48.0,0.0,0.0,0.0,2.4,4.6,6.54,17.6,0.0,0.0,0.0,-1.43,-4.2,-2.8,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,264.0,571.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,54.0,0.0,0.0,0.0,0.0,2.08,5.93,19.8,0.0,0.0,0.0,0.0,-1.56,-3.34,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,248.0,565.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,54.0,0.0,0.0,0.0,0.0,1.92,5.53,19.8,0.0,0.0,0.0,0.0,-0.67,-4.18,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,283.0,493.0,1044.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,32.0,24.0,0.0,0.0,0.0,2.74,4.84,13.72,8.8,0.0,0.0,0.0,-1.89,-4.41,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,255.0,425.0,791.0,1333.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,14.0,40.0,24.0,9.0,0.0,1.75,4.1,8.32,16.86,9.74,3.3,0.0,-1.29,-2.59,-3.15,-2.45,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,395.0,506.0,666.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,40.0,10.0,0.0,0.0,0.0,3.65,5.62,8.73,2.2,0.0,0.0,0.0,-3.49,-2.24,-2.43,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,322.0,284.0,661.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,28.0,16.0,0.0,0.0,0.0,3.04,2.72,8.31,4.4,0.0,0.0,0.0,-4.03,-1.4,-2.78,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,237.0,424.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,35.0,7.0,3.0,0.0,0.0,1.63,4.15,13.46,2.88,1.1,0.0,0.0,-1.28,-2.99,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,493.0,1029.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,30.0,30.0,0.0,0.0,0.0,2.76,4.87,12.98,11.0,0.0,0.0,0.0,-2.38,-4.32,-1.78,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,274.0,425.0,740.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,22.0,14.0,6.0,0.0,0.0,2.4,4.1,9.32,5.76,2.2,0.0,0.0,-1.53,-2.59,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,271.0,425.0,1113.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,32.0,33.0,0.0,0.0,0.0,2.56,4.1,14.47,12.1,0.0,0.0,0.0,-2.96,-2.59,-2.64,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,353.0,500.0,658.0,527.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,26.0,26.0,4.0,0.0,0.0,3.44,5.22,7.82,7.28,1.1,0.0,0.0,-2.73,-3.08,-2.24,-0.35,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,0.0,228.0,351.0,578.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,37.0,3.0,0.0,0.0,1.72,3.51,6.28,13.88,1.1,0.0,0.0,-1.15,-3.62,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,413.0,577.0,978.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,60.0,20.0,0.0,0.0,0.0,3.83,6.3,13.46,4.4,0.0,0.0,0.0,-3.69,-2.59,-0.7,0.0,0.0,0.0
