id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,4081.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,5.485,7.177,8.897,1.311,0.0,0.0,4.84,22.198,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,2079.0,2695.0,4158.0,1463.0,0.0,0.0,1.0,4.0,5.0,9.0,19.0,0.0,0.0,16.0,36.0,56.0,128.0,76.0,0.0,0.0,1.988,3.892,5.006,9.264,8.305,0.0,0.0,4.84,25.586,33.44,50.49,91.96,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,4081.0,3773.0,2695.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,4.709,8.206,9.785,0.0,0.0,0.0,4.84,23.782,45.958,97.636,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,4389.0,3619.0,1848.0,231.0,1.0,4.0,6.0,11.0,17.0,9.0,3.0,16.0,40.0,68.0,120.0,116.0,60.0,12.0,1.988,4.977,6.148,10.11,10.984,5.71,1.311,4.84,24.068,34.738,61.248,86.9,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3003.0,4620.0,1694.0,0.0,0.0,1.0,4.0,6.0,10.0,16.0,0.0,0.0,16.0,40.0,64.0,116.0,68.0,0.0,0.0,1.988,4.061,6.091,9.56,7.558,0.0,0.0,4.84,24.596,36.894,54.626,79.288,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3773.0,4004.0,3465.0,1848.0,231.0,1.0,4.0,8.0,17.0,15.0,9.0,3.0,16.0,48.0,100.0,128.0,108.0,60.0,12.0,1.988,4.568,8.206,11.576,10.11,5.71,1.311,4.84,22.726,45.958,87.67,77.22,45.87,14.52
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,4851.0,3311.0,1848.0,231.0,0.0,0.0,1.0,4.0,7.0,19.0,3.0,0.0,0.0,16.0,44.0,104.0,88.0,12.0,0.0,0.0,1.988,5.146,7.177,8.897,1.311,0.0,0.0,4.84,24.046,40.348,92.73,14.52,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,3696.0,3080.0,1386.0,77.0,0.0,0.0,1.0,6.0,9.0,13.0,1.0,0.0,0.0,36.0,114.0,138.0,90.0,6.0,0.0,0.0,1.988,6.571,7.459,6.274,0.437,0.0,0.0,4.84,35.882,49.258,63.69,4.84,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929.0,4774.0,3388.0,1463.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,16.0,48.0,108.0,76.0,0.0,0.0,0.0,1.988,5.146,7.614,8.305,0.0,0.0,0.0,4.84,22.792,45.188,91.96,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,3927.0,3465.0,2695.0,616.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0,16.0,44.0,88.0,100.0,32.0,0.0,0.0,1.988,4.766,7.12,8.925,3.497,0.0,0.0,4.84,21.626,42.504,75.68,38.72,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,3311.0,3773.0,5159.0,3465.0,1848.0,231.0,1.0,4.0,8.0,17.0,15.0,9.0,3.0,16.0,48.0,100.0,128.0,108.0,60.0,12.0,1.988,5.048,8.206,12.619,10.11,5.71,1.311,4.84,21.934,45.958,88.506,77.22,45.87,14.52
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,4851.0,2849.0,2464.0,385.0,0.0,0.0,1.0,4.0,6.0,15.0,5.0,0.0,0.0,16.0,40.0,84.0,88.0,20.0,0.0,0.0,1.988,5.146,6.148,8.234,2.186,0.0,0.0,4.84,24.046,34.738,76.868,24.2,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1,5929.0,5544.0,2541.0,3388.0,1617.0,77.0,0.0,1.0,4.0,5.0,9.0,16.0,1.0,0.0,16.0,36.0,56.0,112.0,72.0,4.0,0.0,1.988,5.02,5.062,8.079,7.586,0.437,0.0,4.84,23.76,31.284,48.95,78.21,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,4081.0,2310.0,3157.0,847.0,0.0,0.0,1.0,5.0,5.0,14.0,11.0,0.0,0.0,25.0,60.0,95.0,135.0,55.0,0.0,0.0,1.988,5.908,5.146,8.982,4.808,0.0,0.0,4.84,31.636,28.05,73.568,53.24,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,2772.0,3003.0,1771.0,616.0,77.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0,16.0,44.0,80.0,68.0,20.0,4.0,0.0,1.988,4.47,6.514,6.867,1.904,0.437,0.0,4.84,24.684,40.458,64.46,15.29,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3850.0,1463.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,16.0,48.0,108.0,76.0,0.0,0.0,0.0,1.988,4.568,8.178,8.305,0.0,0.0,0.0,4.84,22.726,47.036,91.96,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,1925.0,3157.0,4774.0,1617.0,0.0,0.0,1.0,4.0,6.0,10.0,21.0,0.0,0.0,16.0,40.0,64.0,140.0,84.0,0.0,0.0,1.988,4.089,6.035,10.194,9.179,0.0,0.0,4.84,23.518,39.05,58.058,101.64,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2079.0,3773.0,2695.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,4.033,8.206,9.785,0.0,0.0,0.0,4.84,25.674,45.958,97.636,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3465.0,4235.0,1001.0,0.0,0.0,1.0,4.0,7.0,15.0,13.0,0.0,0.0,16.0,44.0,88.0,120.0,52.0,0.0,0.0,1.988,4.061,7.12,10.561,5.682,0.0,0.0,4.84,24.596,42.504,77.286,62.92,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,4620.0,3850.0,3927.0,3465.0,1848.0,231.0,1.0,4.0,8.0,16.0,15.0,9.0,3.0,16.0,48.0,96.0,124.0,108.0,60.0,12.0,1.988,5.245,8.178,11.139,10.11,5.71,1.311,4.84,20.834,47.036,82.83,77.22,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,5159.0,2541.0,1925.0,154.0,0.0,0.0,1.0,6.0,7.0,8.0,2.0,0.0,0.0,36.0,102.0,96.0,78.0,12.0,0.0,0.0,1.988,6.782,5.992,5.217,0.874,0.0,0.0,4.84,36.718,38.808,43.186,9.68,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,5929.0,3311.0,2618.0,3388.0,1617.0,77.0,0.0,1.0,4.0,6.0,9.0,16.0,1.0,0.0,16.0,40.0,60.0,112.0,72.0,4.0,0.0,1.988,5.048,5.499,8.079,7.586,0.437,0.0,4.84,21.714,36.124,48.95,78.21,4.84,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3157.0,2695.0,3773.0,1540.0,0.0,0.0,1.0,6.0,5.0,9.0,20.0,0.0,0.0,36.0,90.0,84.0,198.0,120.0,0.0,0.0,1.988,5.95,5.006,8.672,8.742,0.0,0.0,4.84,38.654,33.44,49.72,96.8,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,4774.0,3465.0,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,16.0,48.0,104.0,72.0,0.0,0.0,0.0,1.988,5.189,7.544,7.868,0.0,0.0,0.0,4.84,22.77,46.068,87.12,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,2618.0,3003.0,770.0,0.0,0.0,1.0,6.0,5.0,8.0,10.0,0.0,0.0,36.0,90.0,78.0,132.0,60.0,0.0,0.0,1.988,5.922,4.991,7.022,4.371,0.0,0.0,4.84,39.732,32.164,44.418,48.4,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,3465.0,2310.0,1848.0,154.0,0.0,0.0,1.0,5.0,5.0,13.0,2.0,0.0,0.0,25.0,60.0,90.0,85.0,10.0,0.0,0.0,1.988,5.273,5.146,6.838,0.874,0.0,0.0,4.84,33.44,28.05,65.538,9.68,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,2772.0,3003.0,3850.0,3850.0,1925.0,231.0,1.0,4.0,7.0,10.0,15.0,10.0,3.0,16.0,44.0,68.0,104.0,116.0,64.0,12.0,1.988,4.47,6.514,9.109,10.702,6.148,1.311,4.84,24.684,40.458,54.56,77.99,50.71,14.52
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3388.0,3465.0,1078.0,0.0,0.0,1.0,4.0,7.0,14.0,14.0,0.0,0.0,16.0,44.0,84.0,120.0,56.0,0.0,0.0,1.988,4.568,7.149,9.644,6.119,0.0,0.0,4.84,22.726,41.426,73.458,67.76,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_chloride_1_smi1_1_s_1,5929.0,4081.0,3388.0,5544.0,6468.0,3696.0,462.0,1.0,4.0,7.0,12.0,24.0,18.0,6.0,16.0,44.0,76.0,144.0,192.0,120.0,24.0,1.988,5.485,7.106,12.352,17.597,11.421,2.623,4.84,22.198,41.228,67.32,125.4,91.74,29.04
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,2772.0,2541.0,3619.0,1001.0,0.0,0.0,1.0,4.0,5.0,10.0,13.0,0.0,0.0,16.0,36.0,60.0,108.0,52.0,0.0,0.0,1.988,4.498,5.062,8.418,5.682,0.0,0.0,4.84,24.86,31.284,55.748,62.92,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3388.0,5082.0,3927.0,1848.0,231.0,1.0,4.0,7.0,11.0,15.0,9.0,3.0,16.0,44.0,72.0,108.0,112.0,60.0,12.0,1.988,4.54,7.106,10.589,10.674,5.71,1.311,4.84,23.804,41.228,60.236,79.068,45.87,14.52
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,3311.0,2464.0,616.0,77.0,0.0,1.0,4.0,7.0,15.0,3.0,1.0,0.0,16.0,44.0,88.0,76.0,20.0,4.0,0.0,1.988,4.54,7.177,8.234,1.904,0.437,0.0,4.84,23.804,40.348,76.868,15.29,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,4697.0,3157.0,2541.0,616.0,0.0,0.0,1.0,4.0,7.0,13.0,8.0,0.0,0.0,16.0,44.0,80.0,92.0,32.0,0.0,0.0,1.988,5.217,6.458,8.051,3.497,0.0,0.0,4.84,21.692,42.614,66.0,38.72,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,2541.0,3465.0,4235.0,1540.0,0.0,0.0,1.0,4.0,7.0,15.0,20.0,0.0,0.0,16.0,44.0,88.0,148.0,80.0,0.0,0.0,1.988,4.597,7.12,11.294,8.742,0.0,0.0,4.84,21.648,42.504,78.76,96.8,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2541.0,3619.0,3696.0,1463.0,0.0,0.0,1.0,4.0,7.0,13.0,19.0,0.0,0.0,16.0,44.0,80.0,136.0,76.0,0.0,0.0,1.988,4.597,7.022,9.828,8.305,0.0,0.0,4.84,21.648,44.462,68.31,91.96,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2387.0,2464.0,770.0,77.0,0.0,1.0,6.0,5.0,10.0,5.0,1.0,0.0,36.0,90.0,90.0,108.0,42.0,6.0,0.0,1.988,6.401,5.118,6.641,2.778,0.437,0.0,4.84,38.94,29.128,53.438,24.97,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2618.0,3465.0,6314.0,4081.0,1848.0,231.0,1.0,4.0,7.0,12.0,23.0,9.0,3.0,16.0,44.0,76.0,148.0,140.0,60.0,12.0,1.988,4.568,7.12,12.803,13.606,5.71,1.311,4.84,22.726,42.504,67.386,115.94,45.87,14.52
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,2849.0,2387.0,2772.0,539.0,0.0,0.0,1.0,4.0,5.0,9.0,7.0,0.0,0.0,16.0,36.0,56.0,80.0,28.0,0.0,0.0,1.988,4.47,5.118,6.838,3.06,0.0,0.0,4.84,25.938,29.128,49.566,33.88,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,3311.0,2464.0,2310.0,308.0,0.0,0.0,1.0,5.0,6.0,9.0,4.0,0.0,0.0,25.0,65.0,75.0,85.0,20.0,0.0,0.0,1.988,5.499,5.555,6.274,1.748,0.0,0.0,4.84,31.548,33.968,47.718,19.36,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,2849.0,2310.0,1848.0,154.0,0.0,0.0,1.0,5.0,5.0,13.0,2.0,0.0,0.0,25.0,60.0,90.0,85.0,10.0,0.0,0.0,1.988,4.766,5.146,6.838,0.874,0.0,0.0,4.84,35.31,28.05,65.538,9.68,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,2695.0,2926.0,3080.0,770.0,0.0,0.0,1.0,5.0,6.0,13.0,10.0,0.0,0.0,25.0,65.0,100.0,130.0,50.0,0.0,0.0,1.988,4.864,6.119,8.545,4.371,0.0,0.0,4.84,33.352,35.816,68.728,48.4,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_iodide_1_smi1_1_s_1,5929.0,8239.0,2310.0,1771.0,693.0,0.0,0.0,1.0,5.0,5.0,13.0,3.0,0.0,0.0,25.0,60.0,90.0,85.0,20.0,0.0,0.0,1.988,6.599,5.146,6.867,1.875,0.0,0.0,4.84,30.514,28.05,64.46,16.368,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,2618.0,2926.0,1309.0,0.0,0.0,1.0,6.0,5.0,8.0,11.0,0.0,0.0,36.0,90.0,78.0,132.0,72.0,0.0,0.0,1.988,5.922,4.991,7.05,5.372,0.0,0.0,4.84,39.732,32.164,43.34,55.088,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,5929.0,2849.0,2849.0,1848.0,693.0,0.0,0.0,1.0,4.0,6.0,14.0,3.0,0.0,0.0,16.0,40.0,80.0,72.0,16.0,0.0,0.0,1.988,4.343,6.148,7.304,1.875,0.0,0.0,4.84,25.872,34.738,69.3,16.368,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3003.0,231.0,0.0,0.0,1.0,5.0,7.0,10.0,3.0,0.0,0.0,25.0,70.0,85.0,85.0,15.0,0.0,0.0,1.988,5.062,6.585,7.177,1.311,0.0,0.0,4.84,31.284,39.578,56.364,14.52,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,4158.0,3003.0,3003.0,1001.0,0.0,0.0,1.0,4.0,6.0,14.0,13.0,0.0,0.0,16.0,40.0,80.0,116.0,52.0,0.0,0.0,1.988,4.54,6.091,9.08,5.682,0.0,0.0,4.84,24.772,36.894,71.61,62.92,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,4081.0,2849.0,1848.0,616.0,77.0,0.0,1.0,4.0,6.0,14.0,3.0,1.0,0.0,16.0,40.0,80.0,72.0,20.0,4.0,0.0,1.988,5.485,6.148,7.304,1.904,0.437,0.0,4.84,22.198,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,2849.0,2233.0,847.0,77.0,0.0,1.0,6.0,6.0,14.0,6.0,1.0,0.0,36.0,96.0,120.0,126.0,48.0,6.0,0.0,1.988,6.401,6.148,7.896,3.215,0.437,0.0,4.84,38.94,34.738,70.07,29.81,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,5390.0,3465.0,3465.0,3234.0,1848.0,231.0,1.0,4.0,8.0,15.0,12.0,9.0,3.0,16.0,48.0,92.0,108.0,96.0,60.0,12.0,1.988,5.696,7.544,10.11,8.798,5.71,1.311,4.84,20.9,46.068,77.22,62.7,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,5929.0,6545.0,2541.0,1848.0,616.0,77.0,0.0,1.0,6.0,7.0,8.0,3.0,1.0,0.0,36.0,102.0,96.0,78.0,30.0,6.0,0.0,1.988,7.05,5.992,5.245,1.904,0.437,0.0,4.84,36.058,38.808,42.108,15.29,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,4620.0,3850.0,3003.0,924.0,0.0,0.0,1.0,4.0,8.0,19.0,12.0,0.0,0.0,16.0,48.0,108.0,124.0,48.0,0.0,0.0,1.988,5.245,8.178,10.674,5.245,0.0,0.0,4.84,20.834,47.036,95.04,58.08,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2002.0,3927.0,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,16.0,48.0,104.0,72.0,0.0,0.0,0.0,1.988,4.061,8.108,7.868,0.0,0.0,0.0,4.84,24.596,47.916,87.12,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3311.0,4466.0,3619.0,1848.0,231.0,1.0,4.0,7.0,12.0,17.0,9.0,3.0,16.0,44.0,76.0,124.0,116.0,60.0,12.0,1.988,4.568,7.177,10.547,10.984,5.71,1.311,4.84,22.726,40.348,66.088,86.9,45.87,14.52
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,5929.0,3388.0,2541.0,693.0,0.0,0.0,1.0,6.0,7.0,18.0,9.0,0.0,0.0,36.0,102.0,150.0,162.0,54.0,0.0,0.0,1.988,7.078,7.106,9.644,3.934,0.0,0.0,4.84,37.048,41.228,89.43,43.56,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4774.0,2002.0,3003.0,770.0,0.0,0.0,1.0,5.0,4.0,8.0,10.0,0.0,0.0,25.0,55.0,60.0,110.0,50.0,0.0,0.0,1.988,5.682,4.061,7.022,4.371,0.0,0.0,4.84,31.988,24.596,44.418,48.4,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,3003.0,4312.0,1925.0,231.0,0.0,0.0,1.0,6.0,9.0,20.0,3.0,0.0,0.0,36.0,114.0,186.0,138.0,18.0,0.0,0.0,1.988,6.091,9.207,9.334,1.311,0.0,0.0,4.84,36.894,52.646,97.57,14.52,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,5929.0,6237.0,2849.0,2233.0,924.0,0.0,0.0,1.0,4.0,6.0,14.0,6.0,0.0,0.0,16.0,40.0,80.0,84.0,28.0,0.0,0.0,1.988,5.4,6.148,7.896,3.187,0.0,0.0,4.84,23.606,34.738,70.07,30.888,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3388.0,4312.0,4081.0,1925.0,231.0,1.0,4.0,7.0,11.0,18.0,10.0,3.0,16.0,44.0,72.0,120.0,128.0,64.0,12.0,1.988,4.568,7.149,10.138,12.013,6.148,1.311,4.84,22.726,41.426,60.17,92.51,50.71,14.52
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3773.0,2464.0,2310.0,693.0,77.0,0.0,1.0,7.0,6.0,9.0,4.0,1.0,0.0,49.0,133.0,105.0,112.0,42.0,7.0,0.0,1.988,6.923,5.555,6.274,2.341,0.437,0.0,4.84,46.42,33.968,47.718,20.13,4.84,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3080.0,308.0,0.0,0.0,1.0,5.0,7.0,11.0,4.0,0.0,0.0,25.0,70.0,90.0,95.0,20.0,0.0,0.0,1.988,5.062,6.585,7.572,1.748,0.0,0.0,4.84,31.284,39.578,61.006,19.36,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,5929.0,2772.0,2002.0,3003.0,924.0,0.0,0.0,1.0,5.0,4.0,8.0,12.0,0.0,0.0,25.0,55.0,60.0,120.0,60.0,0.0,0.0,1.988,4.794,4.061,7.022,5.245,0.0,0.0,4.84,34.232,24.596,44.418,58.08,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,3465.0,3080.0,77.0,0.0,0.0,1.0,5.0,8.0,14.0,1.0,0.0,0.0,25.0,75.0,110.0,85.0,5.0,0.0,0.0,1.988,5.062,7.544,8.319,0.437,0.0,0.0,4.84,31.284,46.068,71.214,4.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3311.0,1925.0,693.0,0.0,0.0,1.0,4.0,7.0,15.0,3.0,0.0,0.0,16.0,44.0,88.0,76.0,16.0,0.0,0.0,1.988,4.568,7.177,7.741,1.875,0.0,0.0,4.84,22.726,40.348,74.14,16.368,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2618.0,3465.0,5313.0,4004.0,1848.0,231.0,1.0,4.0,7.0,12.0,22.0,9.0,3.0,16.0,44.0,76.0,144.0,136.0,60.0,12.0,1.988,4.568,7.12,11.661,13.169,5.71,1.311,4.84,22.726,42.504,68.508,111.1,45.87,14.52
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3927.0,539.0,0.0,0.0,1.0,5.0,7.0,10.0,7.0,0.0,0.0,25.0,70.0,85.0,105.0,35.0,0.0,0.0,1.988,5.062,6.585,8.347,3.06,0.0,0.0,4.84,31.284,39.578,54.164,33.88,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,3388.0,3388.0,1848.0,231.0,0.0,0.0,1.0,4.0,8.0,19.0,3.0,0.0,0.0,16.0,48.0,108.0,88.0,12.0,0.0,0.0,1.988,4.977,7.614,8.897,1.311,0.0,0.0,4.84,22.814,45.188,92.73,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3388.0,3003.0,1309.0,77.0,0.0,1.0,4.0,7.0,14.0,12.0,1.0,0.0,16.0,44.0,84.0,108.0,56.0,4.0,0.0,1.988,4.568,7.106,9.08,5.837,0.437,0.0,4.84,22.726,41.228,71.61,58.85,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,2772.0,2541.0,3003.0,1309.0,0.0,0.0,1.0,4.0,5.0,9.0,11.0,0.0,0.0,16.0,36.0,56.0,92.0,48.0,0.0,0.0,1.988,4.498,5.062,7.487,5.372,0.0,0.0,4.84,24.86,31.284,48.18,55.088,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3927.0,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,16.0,48.0,104.0,72.0,0.0,0.0,0.0,1.988,4.568,8.108,7.868,0.0,0.0,0.0,4.84,22.726,47.916,87.12,0.0,0.0,0.0
