id,Z-0_MA_AA,Z-1_MA_AA,Z-2_MA_AA,Z-3_MA_AA,Z-4_MA_AA,Z-5_MA_AA,Z-6_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA,T-0_MA_AA,T-1_MA_AA,T-2_MA_AA,T-3_MA_AA,T-4_MA_AA,T-5_MA_AA,T-6_MA_AA,S-0_MA_AA,S-1_MA_AA,S-2_MA_AA,S-3_MA_AA,S-4_MA_AA,S-5_MA_AA,S-6_MA_AA,chi-0_MA_AA,chi-1_MA_AA,chi-2_MA_AA,chi-3_MA_AA,chi-4_MA_AA,chi-5_MA_AA,chi-6_MA_AA
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,4697.0,3773.0,3234.0,693.0,0.0,0.0,1.0,4.0,8.0,20.0,9.0,0.0,0.0,16.0,48.0,112.0,116.0,36.0,0.0,0.0,1.988,5.217,8.206,11.012,3.934,0.0,0.0,4.84,21.912,45.958,101.838,43.56,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,3542.0,2387.0,385.0,0.0,0.0,1.0,5.0,8.0,14.0,5.0,0.0,0.0,25.0,75.0,115.0,100.0,25.0,0.0,0.0,1.988,5.062,7.515,7.797,2.186,0.0,0.0,4.84,31.284,47.146,72.028,24.2,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3311.0,5236.0,3388.0,1848.0,231.0,1.0,4.0,7.0,12.0,14.0,9.0,3.0,16.0,44.0,76.0,112.0,104.0,60.0,12.0,1.988,4.54,7.177,10.998,9.673,5.71,1.311,4.84,23.804,40.348,66.154,72.38,45.87,14.52
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3465.0,3003.0,847.0,0.0,0.0,1.0,4.0,7.0,13.0,11.0,0.0,0.0,16.0,44.0,80.0,104.0,44.0,0.0,0.0,1.988,4.568,7.078,8.615,4.808,0.0,0.0,4.84,22.726,42.306,67.848,53.24,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_fluoride_1_smi1_1_s_1,5929.0,4235.0,2849.0,2233.0,847.0,77.0,0.0,1.0,4.0,6.0,14.0,6.0,1.0,0.0,16.0,40.0,80.0,84.0,32.0,4.0,0.0,1.988,4.512,6.148,7.896,3.215,0.437,0.0,4.84,25.85,34.738,70.07,29.81,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,1925.0,3080.0,3388.0,1540.0,0.0,0.0,1.0,4.0,6.0,9.0,14.0,0.0,0.0,16.0,40.0,60.0,104.0,60.0,0.0,0.0,1.988,4.089,6.063,8.079,6.683,0.0,0.0,4.84,23.518,37.972,48.95,69.608,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,5929.0,1925.0,3542.0,2618.0,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,16.0,44.0,84.0,96.0,32.0,0.0,0.0,1.988,4.089,7.05,8.488,3.497,0.0,0.0,4.84,23.518,43.384,70.84,38.72,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,1925.0,3003.0,3080.0,1386.0,77.0,0.0,1.0,4.0,6.0,10.0,13.0,1.0,0.0,16.0,40.0,64.0,104.0,60.0,4.0,0.0,1.988,4.089,6.091,7.924,6.274,0.437,0.0,4.84,23.518,36.894,53.02,63.69,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3311.0,4620.0,1540.0,77.0,0.0,1.0,4.0,7.0,15.0,15.0,1.0,0.0,16.0,44.0,88.0,124.0,68.0,4.0,0.0,1.988,4.54,7.177,11.153,7.149,0.437,0.0,4.84,23.804,40.348,78.056,73.37,4.84,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3927.0,3311.0,3542.0,3234.0,1848.0,231.0,1.0,6.0,7.0,16.0,12.0,9.0,3.0,36.0,102.0,138.0,168.0,144.0,90.0,18.0,1.988,6.401,7.177,10.547,8.798,5.71,1.311,4.84,38.94,40.348,82.06,62.7,45.87,14.52
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3388.0,1848.0,693.0,0.0,0.0,1.0,4.0,7.0,14.0,3.0,0.0,0.0,16.0,44.0,84.0,72.0,16.0,0.0,0.0,1.988,4.568,7.149,7.304,1.875,0.0,0.0,4.84,22.726,41.426,69.3,16.368,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3927.0,3465.0,3234.0,1848.0,231.0,1.0,4.0,8.0,15.0,12.0,9.0,3.0,16.0,48.0,92.0,108.0,96.0,60.0,12.0,1.988,4.568,8.108,10.11,8.798,5.71,1.311,4.84,22.726,47.916,77.22,62.7,45.87,14.52
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929.0,2695.0,3080.0,3773.0,1463.0,0.0,0.0,1.0,4.0,7.0,14.0,19.0,0.0,0.0,16.0,44.0,84.0,140.0,76.0,0.0,0.0,1.988,4.498,6.528,10.265,8.305,0.0,0.0,4.84,23.606,41.734,73.15,91.96,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,4543.0,2849.0,2233.0,847.0,77.0,0.0,1.0,6.0,6.0,14.0,6.0,1.0,0.0,36.0,96.0,120.0,126.0,48.0,6.0,0.0,1.988,6.909,6.148,7.896,3.215,0.437,0.0,4.84,37.07,34.738,70.07,29.81,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3388.0,3234.0,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,16.0,44.0,88.0,76.0,8.0,0.0,0.0,1.988,4.54,7.106,8.686,0.874,0.0,0.0,4.84,23.804,41.228,76.934,9.68,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3465.0,4081.0,3388.0,1848.0,231.0,1.0,4.0,7.0,11.0,14.0,9.0,3.0,16.0,44.0,72.0,108.0,104.0,60.0,12.0,1.988,4.568,7.078,9.447,9.673,5.71,1.311,4.84,22.726,42.306,61.358,72.38,45.87,14.52
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,4543.0,2849.0,1848.0,616.0,77.0,0.0,1.0,6.0,6.0,14.0,3.0,1.0,0.0,36.0,96.0,120.0,108.0,30.0,6.0,0.0,1.988,6.909,6.148,7.304,1.904,0.437,0.0,4.84,37.07,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,5159.0,3003.0,1463.0,0.0,0.0,0.0,1.0,6.0,8.0,13.0,0.0,0.0,0.0,36.0,108.0,132.0,84.0,0.0,0.0,0.0,1.988,6.782,7.022,6.246,0.0,0.0,0.0,4.84,36.718,44.418,64.768,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,3311.0,3311.0,4004.0,1540.0,77.0,0.0,1.0,4.0,7.0,15.0,15.0,1.0,0.0,16.0,44.0,88.0,124.0,68.0,4.0,0.0,1.988,5.048,7.177,10.603,7.149,0.437,0.0,4.84,21.934,40.348,79.948,73.37,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,4004.0,3542.0,3157.0,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,16.0,44.0,84.0,96.0,32.0,0.0,0.0,1.988,4.738,7.05,8.982,3.497,0.0,0.0,4.84,22.704,43.384,73.568,38.72,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2772.0,2926.0,2464.0,385.0,0.0,0.0,1.0,4.0,7.0,15.0,5.0,0.0,0.0,16.0,44.0,88.0,88.0,20.0,0.0,0.0,1.988,4.47,6.585,8.234,2.186,0.0,0.0,4.84,24.684,39.578,76.868,24.2,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2464.0,3003.0,2926.0,462.0,0.0,0.0,1.0,5.0,7.0,10.0,6.0,0.0,0.0,25.0,70.0,85.0,100.0,30.0,0.0,0.0,1.988,5.09,6.556,7.205,2.623,0.0,0.0,4.84,30.206,40.656,55.286,29.04,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,3157.0,2695.0,3773.0,1386.0,0.0,0.0,1.0,6.0,5.0,9.0,18.0,0.0,0.0,36.0,90.0,84.0,186.0,108.0,0.0,0.0,1.988,5.95,5.006,8.672,7.868,0.0,0.0,4.84,38.654,33.44,49.72,87.12,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,1925.0,3157.0,5390.0,1617.0,0.0,0.0,1.0,4.0,6.0,10.0,21.0,0.0,0.0,16.0,40.0,64.0,140.0,84.0,0.0,0.0,1.988,4.089,6.035,10.744,9.179,0.0,0.0,4.84,23.518,39.05,56.166,101.64,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3311.0,3080.0,693.0,0.0,0.0,1.0,4.0,7.0,15.0,3.0,0.0,0.0,16.0,44.0,88.0,76.0,16.0,0.0,0.0,1.988,4.54,7.177,8.784,1.875,0.0,0.0,4.84,23.804,40.348,74.976,16.368,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,3311.0,3773.0,5005.0,1386.0,0.0,0.0,1.0,4.0,8.0,20.0,18.0,0.0,0.0,16.0,48.0,112.0,152.0,72.0,0.0,0.0,1.988,5.048,8.206,13.339,7.868,0.0,0.0,4.84,21.934,45.958,102.256,87.12,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2618.0,3465.0,5390.0,1540.0,0.0,0.0,1.0,4.0,7.0,15.0,20.0,0.0,0.0,16.0,44.0,88.0,148.0,80.0,0.0,0.0,1.988,4.568,7.12,12.337,8.742,0.0,0.0,4.84,22.726,42.504,79.596,96.8,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3773.0,3003.0,1848.0,231.0,0.0,0.0,1.0,6.0,8.0,13.0,3.0,0.0,0.0,36.0,108.0,132.0,102.0,18.0,0.0,0.0,1.988,6.528,7.022,6.838,1.311,0.0,0.0,4.84,37.158,44.418,65.538,14.52,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,4004.0,3311.0,2310.0,847.0,77.0,0.0,1.0,4.0,7.0,15.0,6.0,1.0,0.0,16.0,44.0,88.0,88.0,32.0,4.0,0.0,1.988,4.738,7.177,8.333,3.215,0.437,0.0,4.84,22.704,40.348,74.91,29.81,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3311.0,3157.0,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,16.0,44.0,88.0,76.0,8.0,0.0,0.0,1.988,4.54,7.177,8.756,0.874,0.0,0.0,4.84,23.804,40.348,76.054,9.68,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,5467.0,2849.0,1848.0,616.0,77.0,0.0,1.0,4.0,6.0,14.0,3.0,1.0,0.0,16.0,40.0,80.0,72.0,20.0,4.0,0.0,1.988,5.739,6.148,7.304,1.904,0.437,0.0,4.84,21.758,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3773.0,3850.0,693.0,0.0,0.0,1.0,4.0,8.0,20.0,9.0,0.0,0.0,16.0,48.0,112.0,116.0,36.0,0.0,0.0,1.988,4.54,8.206,11.562,3.934,0.0,0.0,4.84,23.804,45.958,99.946,43.56,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,3388.0,2618.0,693.0,0.0,0.0,1.0,4.0,8.0,19.0,9.0,0.0,0.0,16.0,48.0,108.0,112.0,36.0,0.0,0.0,1.988,5.02,7.614,10.081,3.934,0.0,0.0,4.84,22.792,45.188,94.27,43.56,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3773.0,2695.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,4.54,8.206,9.785,0.0,0.0,0.0,4.84,23.804,45.958,97.636,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2541.0,3003.0,3465.0,308.0,0.0,0.0,1.0,5.0,7.0,9.0,4.0,0.0,0.0,25.0,70.0,80.0,85.0,20.0,0.0,0.0,1.988,5.062,6.514,7.318,1.748,0.0,0.0,4.84,31.284,40.458,48.554,19.36,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,2695.0,3773.0,3234.0,693.0,0.0,0.0,1.0,4.0,8.0,20.0,9.0,0.0,0.0,16.0,48.0,112.0,116.0,36.0,0.0,0.0,1.988,4.54,8.206,11.012,3.934,0.0,0.0,4.84,23.804,45.958,101.838,43.56,0.0,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,5929.0,1925.0,3157.0,4389.0,1540.0,0.0,0.0,1.0,4.0,6.0,10.0,20.0,0.0,0.0,16.0,40.0,64.0,136.0,80.0,0.0,0.0,1.988,4.089,6.035,9.602,8.742,0.0,0.0,4.84,23.518,39.05,57.288,96.8,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,2695.0,3388.0,5082.0,3850.0,1925.0,231.0,1.0,4.0,7.0,11.0,15.0,10.0,3.0,16.0,44.0,72.0,108.0,116.0,64.0,12.0,1.988,4.54,7.106,10.589,10.702,6.148,1.311,4.84,23.804,41.228,60.236,77.99,50.71,14.52
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,2618.0,3388.0,2079.0,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,16.0,44.0,88.0,76.0,8.0,0.0,0.0,1.988,4.568,7.149,7.642,0.874,0.0,0.0,4.84,22.726,41.426,76.098,9.68,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,5929.0,2772.0,3388.0,3542.0,3234.0,1848.0,231.0,1.0,4.0,8.0,16.0,12.0,9.0,3.0,16.0,48.0,96.0,112.0,96.0,60.0,12.0,1.988,4.47,7.614,10.547,8.798,5.71,1.311,4.84,24.684,45.188,82.06,62.7,45.87,14.52
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,5313.0,2849.0,1848.0,616.0,77.0,0.0,1.0,6.0,6.0,14.0,3.0,1.0,0.0,36.0,96.0,120.0,108.0,30.0,6.0,0.0,1.988,6.571,6.148,7.304,1.904,0.437,0.0,4.84,38.918,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,6853.0,2310.0,2002.0,154.0,0.0,0.0,1.0,5.0,5.0,14.0,2.0,0.0,0.0,25.0,60.0,95.0,90.0,10.0,0.0,0.0,1.988,6.331,5.146,7.205,0.874,0.0,0.0,4.84,31.174,28.05,71.258,9.68,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2464.0,3003.0,2695.0,539.0,0.0,0.0,1.0,5.0,7.0,9.0,7.0,0.0,0.0,25.0,70.0,80.0,100.0,35.0,0.0,0.0,1.988,5.09,6.556,6.867,3.06,0.0,0.0,4.84,30.206,40.656,48.488,33.88,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,2618.0,3311.0,3080.0,1309.0,77.0,0.0,1.0,4.0,7.0,15.0,12.0,1.0,0.0,16.0,44.0,88.0,112.0,56.0,4.0,0.0,1.988,4.568,7.177,9.517,5.837,0.437,0.0,4.84,22.726,40.348,76.45,58.85,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,5929.0,2695.0,3080.0,3003.0,847.0,0.0,0.0,1.0,4.0,7.0,14.0,11.0,0.0,0.0,16.0,44.0,84.0,108.0,44.0,0.0,0.0,1.988,4.498,6.528,9.08,4.808,0.0,0.0,4.84,23.606,41.734,71.61,53.24,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,5929.0,4851.0,2849.0,1848.0,616.0,77.0,0.0,1.0,4.0,6.0,14.0,3.0,1.0,0.0,16.0,40.0,80.0,72.0,20.0,4.0,0.0,1.988,5.146,6.148,7.304,1.904,0.437,0.0,4.84,24.046,34.738,69.3,15.29,4.84,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,5929.0,2695.0,3157.0,2541.0,616.0,0.0,0.0,1.0,4.0,7.0,13.0,8.0,0.0,0.0,16.0,44.0,80.0,92.0,32.0,0.0,0.0,1.988,4.498,6.458,8.051,3.497,0.0,0.0,4.84,23.606,42.614,66.0,38.72,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,3311.0,2464.0,2310.0,308.0,0.0,0.0,1.0,6.0,5.0,8.0,4.0,0.0,0.0,36.0,90.0,78.0,96.0,24.0,0.0,0.0,1.988,5.894,5.048,5.809,1.748,0.0,0.0,4.84,40.81,30.008,43.956,19.36,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,4081.0,3850.0,2618.0,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,16.0,48.0,108.0,76.0,0.0,0.0,0.0,1.988,4.709,8.136,9.348,0.0,0.0,0.0,4.84,23.782,46.838,92.796,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,5929.0,3465.0,2849.0,3465.0,1078.0,0.0,0.0,1.0,4.0,6.0,14.0,14.0,0.0,0.0,16.0,40.0,80.0,120.0,56.0,0.0,0.0,1.988,4.977,6.148,9.644,6.119,0.0,0.0,4.84,24.068,34.738,73.458,67.76,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,5929.0,2541.0,2926.0,3465.0,539.0,0.0,0.0,1.0,5.0,7.0,11.0,7.0,0.0,0.0,25.0,70.0,90.0,110.0,35.0,0.0,0.0,1.988,5.062,6.585,8.164,3.06,0.0,0.0,4.84,31.284,39.578,61.776,33.88,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,5929.0,2464.0,3542.0,1848.0,77.0,0.0,0.0,1.0,5.0,8.0,13.0,1.0,0.0,0.0,25.0,75.0,105.0,80.0,5.0,0.0,0.0,1.988,5.09,7.515,6.838,0.437,0.0,0.0,4.84,30.206,47.146,65.538,4.84,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,2464.0,2926.0,2618.0,231.0,0.0,0.0,1.0,5.0,7.0,11.0,3.0,0.0,0.0,25.0,70.0,90.0,90.0,15.0,0.0,0.0,1.988,5.09,6.585,7.05,1.311,0.0,0.0,4.84,30.206,39.578,59.356,14.52,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,5929.0,3388.0,3003.0,2926.0,1309.0,77.0,0.0,1.0,4.0,7.0,13.0,12.0,1.0,0.0,16.0,44.0,80.0,104.0,56.0,4.0,0.0,1.988,5.02,6.514,8.643,5.837,0.437,0.0,4.84,22.792,40.458,66.77,58.85,4.84,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,5929.0,6237.0,2464.0,2233.0,770.0,77.0,0.0,1.0,4.0,5.0,8.0,5.0,1.0,0.0,16.0,36.0,52.0,64.0,28.0,4.0,0.0,1.988,5.499,5.048,5.837,2.778,0.437,0.0,4.84,22.968,30.008,42.878,24.97,4.84,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,5929.0,7315.0,3388.0,1386.0,0.0,0.0,0.0,1.0,6.0,7.0,18.0,0.0,0.0,0.0,36.0,102.0,150.0,108.0,0.0,0.0,0.0,1.988,7.247,7.106,7.868,0.0,0.0,0.0,4.84,37.026,41.228,87.12,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,5929.0,5313.0,2849.0,1848.0,693.0,0.0,0.0,1.0,6.0,6.0,14.0,3.0,0.0,0.0,36.0,96.0,120.0,108.0,24.0,0.0,0.0,1.988,6.571,6.148,7.304,1.875,0.0,0.0,4.84,38.918,34.738,69.3,16.368,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,5929.0,4697.0,2464.0,2464.0,308.0,0.0,0.0,1.0,5.0,6.0,10.0,4.0,0.0,0.0,25.0,65.0,80.0,90.0,20.0,0.0,0.0,1.988,5.753,5.555,6.641,1.748,0.0,0.0,4.84,31.108,33.968,53.438,19.36,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,5929.0,3234.0,2541.0,3619.0,1001.0,0.0,0.0,1.0,6.0,5.0,10.0,13.0,0.0,0.0,36.0,90.0,90.0,162.0,78.0,0.0,0.0,1.988,5.922,5.062,8.418,5.682,0.0,0.0,4.84,39.732,31.284,55.748,62.92,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,2002.0,3465.0,3850.0,770.0,0.0,0.0,1.0,4.0,7.0,15.0,10.0,0.0,0.0,16.0,44.0,88.0,108.0,40.0,0.0,0.0,1.988,4.061,7.12,9.969,4.371,0.0,0.0,4.84,24.596,42.504,76.516,48.4,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,5929.0,6006.0,3773.0,1540.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,16.0,48.0,112.0,80.0,0.0,0.0,0.0,1.988,5.414,8.206,8.742,0.0,0.0,0.0,4.84,20.812,45.958,96.8,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,5929.0,4004.0,3388.0,1848.0,693.0,0.0,0.0,1.0,4.0,7.0,14.0,3.0,0.0,0.0,16.0,44.0,84.0,72.0,16.0,0.0,0.0,1.988,4.738,7.149,7.304,1.875,0.0,0.0,4.84,22.704,41.426,69.3,16.368,0.0,0.0
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,5929.0,2926.0,3003.0,2695.0,539.0,0.0,0.0,1.0,6.0,8.0,10.0,7.0,0.0,0.0,36.0,108.0,108.0,126.0,42.0,0.0,0.0,1.988,6.119,7.022,7.332,3.06,0.0,0.0,4.84,35.816,44.418,52.25,33.88,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,5929.0,4081.0,3311.0,3080.0,693.0,0.0,0.0,1.0,4.0,7.0,15.0,3.0,0.0,0.0,16.0,44.0,88.0,76.0,16.0,0.0,0.0,1.988,4.709,7.177,8.784,1.875,0.0,0.0,4.84,23.782,40.348,74.976,16.368,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,5929.0,2618.0,3465.0,5390.0,1694.0,0.0,0.0,1.0,4.0,7.0,15.0,22.0,0.0,0.0,16.0,44.0,88.0,156.0,88.0,0.0,0.0,1.988,4.568,7.12,12.337,9.616,0.0,0.0,4.84,22.726,42.504,79.596,106.48,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,5929.0,2926.0,3080.0,2310.0,385.0,0.0,0.0,1.0,6.0,8.0,8.0,5.0,0.0,0.0,36.0,108.0,102.0,96.0,30.0,0.0,0.0,1.988,6.119,6.994,5.809,2.186,0.0,0.0,4.84,35.816,45.496,43.956,24.2,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,5929.0,3311.0,2926.0,2772.0,1232.0,154.0,0.0,1.0,4.0,6.0,9.0,6.0,2.0,0.0,16.0,40.0,60.0,68.0,40.0,8.0,0.0,1.988,5.048,6.077,6.796,3.807,0.874,0.0,4.84,21.934,35.618,49.368,30.58,9.68,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,5929.0,3311.0,3850.0,5852.0,3927.0,1848.0,231.0,1.0,4.0,8.0,16.0,21.0,9.0,3.0,16.0,48.0,96.0,148.0,132.0,60.0,12.0,1.988,5.048,8.136,13.367,12.732,5.71,1.311,4.84,21.934,46.838,85.206,106.26,45.87,14.52
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,5929.0,4774.0,2464.0,2541.0,770.0,0.0,0.0,1.0,5.0,5.0,13.0,10.0,0.0,0.0,25.0,60.0,90.0,125.0,50.0,0.0,0.0,1.988,5.682,5.09,8.051,4.371,0.0,0.0,4.84,31.988,30.206,66.0,48.4,0.0,0.0
