id,BO-0_MD_BBavg,BO-1_MD_BBavg,BO-2_MD_BBavg,BO-3_MD_BBavg,BO-4_MD_BBavg,BO-5_MD_BBavg,BO-6_MD_BBavg,d-0_MD_BBavg,d-1_MD_BBavg,d-2_MD_BBavg,d-3_MD_BBavg,d-4_MD_BBavg,d-5_MD_BBavg,d-6_MD_BBavg,Nbn-0_MD_BBavg,Nbn-1_MD_BBavg,Nbn-2_MD_BBavg,Nbn-3_MD_BBavg,Nbn-4_MD_BBavg,Nbn-5_MD_BBavg,Nbn-6_MD_BBavg,Nbn_-0_MD_BBavg,Nbn_-1_MD_BBavg,Nbn_-2_MD_BBavg,Nbn_-3_MD_BBavg,Nbn_-4_MD_BBavg,Nbn_-5_MD_BBavg,Nbn_-6_MD_BBavg,BNde-0_MD_BBavg,BNde-1_MD_BBavg,BNde-2_MD_BBavg,BNde-3_MD_BBavg,BNde-4_MD_BBavg,BNde-5_MD_BBavg,BNde-6_MD_BBavg,BNe-0_MD_BBavg,BNe-1_MD_BBavg,BNe-2_MD_BBavg,BNe-3_MD_BBavg,BNe-4_MD_BBavg,BNe-5_MD_BBavg,BNe-6_MD_BBavg,BNocc-0_MD_BBavg,BNocc-1_MD_BBavg,BNocc-2_MD_BBavg,BNocc-3_MD_BBavg,BNocc-4_MD_BBavg,BNocc-5_MD_BBavg,BNocc-6_MD_BBavg,BNs-0_MD_BBavg,BNs-1_MD_BBavg,BNs-2_MD_BBavg,BNs-3_MD_BBavg,BNs-4_MD_BBavg,BNs-5_MD_BBavg,BNs-6_MD_BBavg,BNp-0_MD_BBavg,BNp-1_MD_BBavg,BNp-2_MD_BBavg,BNp-3_MD_BBavg,BNp-4_MD_BBavg,BNp-5_MD_BBavg,BNp-6_MD_BBavg,BNd-0_MD_BBavg,BNd-1_MD_BBavg,BNd-2_MD_BBavg,BNd-3_MD_BBavg,BNd-4_MD_BBavg,BNd-5_MD_BBavg,BNd-6_MD_BBavg,BNde_-0_MD_BBavg,BNde_-1_MD_BBavg,BNde_-2_MD_BBavg,BNde_-3_MD_BBavg,BNde_-4_MD_BBavg,BNde_-5_MD_BBavg,BNde_-6_MD_BBavg,BNe_-0_MD_BBavg,BNe_-1_MD_BBavg,BNe_-2_MD_BBavg,BNe_-3_MD_BBavg,BNe_-4_MD_BBavg,BNe_-5_MD_BBavg,BNe_-6_MD_BBavg,BNocc_-0_MD_BBavg,BNocc_-1_MD_BBavg,BNocc_-2_MD_BBavg,BNocc_-3_MD_BBavg,BNocc_-4_MD_BBavg,BNocc_-5_MD_BBavg,BNocc_-6_MD_BBavg,BNs_-0_MD_BBavg,BNs_-1_MD_BBavg,BNs_-2_MD_BBavg,BNs_-3_MD_BBavg,BNs_-4_MD_BBavg,BNs_-5_MD_BBavg,BNs_-6_MD_BBavg,BNp_-0_MD_BBavg,BNp_-1_MD_BBavg,BNp_-2_MD_BBavg,BNp_-3_MD_BBavg,BNp_-4_MD_BBavg,BNp_-5_MD_BBavg,BNp_-6_MD_BBavg,BNd_-0_MD_BBavg,BNd_-1_MD_BBavg,BNd_-2_MD_BBavg,BNd_-3_MD_BBavg,BNd_-4_MD_BBavg,BNd_-5_MD_BBavg,BNd_-6_MD_BBavg,I-0_MD_BBavg,I-1_MD_BBavg,I-2_MD_BBavg,I-3_MD_BBavg,I-4_MD_BBavg,I-5_MD_BBavg,I-6_MD_BBavg
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,-6.29625,-4.22438,-1.81375,0.0,0.0,0,0.0,4.2070978,7.2390499,5.0918508,0.0,0.0,0,0.0,-7.0,-8.5,-3.0,0.0,0.0,0,0.0,-7.0,-8.5,-3.0,0.0,0.0,0,0.0,-0.70512,-1.31263,0.0,0.0,0.0,0,0.0,2.26272,2.295805,2.63712,0.0,0.0,0,0.0,-6.891495,-9.935142,-6.913945,0.0,0.0,0,0.0,0.376762,-0.839782,-1.535988,0.0,0.0,0,0.0,-1.454888,-0.785257,0.452362,0.0,0.0,0,0.0,1.010328,1.523167,1.015678,0.0,0.0,0,0.0,-1.09447,-2.02063,0.0,0.0,0.0,0,0.0,-0.393655,0.226252,-0.795885,0.0,0.0,0,0.0,0.641865,-0.562542,0.850295,0.0,0.0,0,0.0,0.377762,-0.839782,-1.535988,0.0,0.0,0,0.0,-1.455888,-0.785257,0.452362,0.0,0.0,0,0.0,1.010278,1.523167,1.015678,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,-6.29625,-4.22438,-1.81375,0.0,0.0,0,0.0,4.2070978,7.2390499,5.0918508,0.0,0.0,0,0.0,-7.0,-8.5,-3.0,0.0,0.0,0,0.0,-7.0,-8.5,-3.0,0.0,0.0,0,0.0,-0.70512,-1.31263,0.0,0.0,0.0,0,0.0,2.26272,2.295805,2.63712,0.0,0.0,0,0.0,-6.891495,-9.935142,-6.913945,0.0,0.0,0,0.0,0.376762,-0.839782,-1.535988,0.0,0.0,0,0.0,-1.454888,-0.785257,0.452362,0.0,0.0,0,0.0,1.010328,1.523167,1.015678,0.0,0.0,0,0.0,-1.09447,-2.02063,0.0,0.0,0.0,0,0.0,-0.393655,0.226252,-0.795885,0.0,0.0,0,0.0,0.641865,-0.562542,0.850295,0.0,0.0,0,0.0,0.377762,-0.839782,-1.535988,0.0,0.0,0,0.0,-1.455888,-0.785257,0.452362,0.0,0.0,0,0.0,1.010278,1.523167,1.015678,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,-5.72865,-4.83285,-0.88865,0.0,0.0,0,0.0,3.6451333,14.5421488,2.811661,0.0,0.0,0,0.0,-4.8,-5.8,-0.8,0.0,0.0,0,0.0,-4.8,-5.8,-0.8,0.0,0.0,0,0.0,-0.530025,-0.137065,0.103755,0.0,0.0,0,0.0,2.12431,4.3195,1.37191,0.0,0.0,0,0.0,-7.133815,-15.164185,-3.087835,0.0,0.0,0,0.0,0.887493,-3.504151,-0.66491,0.0,0.0,0,0.0,-2.316178,0.422611,0.048952,0.0,0.0,0,0.0,1.428139,3.080577,0.615695,0.0,0.0,0,0.0,-0.597815,0.897425,0.381345,0.0,0.0,0,0.0,-0.182497,-2.479568,-0.563727,0.0,0.0,0,0.0,0.884178,1.845178,0.536128,0.0,0.0,0,0.0,0.887493,-3.504401,-0.66491,0.0,0.0,0,0.0,-2.316178,0.422861,0.048952,0.0,0.0,0,0.0,1.428139,3.080577,0.615695,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.0,-5.72865,-4.83285,-0.88865,0.0,0.0,0,0.0,3.6451333,14.5421488,2.811661,0.0,0.0,0,0.0,-4.8,-5.8,-0.8,0.0,0.0,0,0.0,-4.8,-5.8,-0.8,0.0,0.0,0,0.0,-0.530025,-0.137065,0.103755,0.0,0.0,0,0.0,2.12431,4.3195,1.37191,0.0,0.0,0,0.0,-7.133815,-15.164185,-3.087835,0.0,0.0,0,0.0,0.887493,-3.504151,-0.66491,0.0,0.0,0,0.0,-2.316178,0.422611,0.048952,0.0,0.0,0,0.0,1.428139,3.080577,0.615695,0.0,0.0,0,0.0,-0.597815,0.897425,0.381345,0.0,0.0,0,0.0,-0.182497,-2.479568,-0.563727,0.0,0.0,0,0.0,0.884178,1.845178,0.536128,0.0,0.0,0,0.0,0.887493,-3.504401,-0.66491,0.0,0.0,0,0.0,-2.316178,0.422861,0.048952,0.0,0.0,0,0.0,1.428139,3.080577,0.615695,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-3.98975,-3.3783,-4.80038,0.0,0.0,0,0.0,4.5751381,6.0865684,12.1627616,0.0,0.0,0,0.0,-7.0,-5.0,-8.5,0.0,0.0,0,0.0,-7.0,-5.0,-8.5,0.0,0.0,0,0.0,-1.11118,-0.31242,-0.67154,0.0,0.0,0,0.0,1.577765,2.73033,3.194938,0.0,0.0,0,0.0,-5.72831,-7.74499,-12.79958,0.0,0.0,0,0.0,1.405483,0.664578,-1.015836,0.0,0.0,0,0.0,-2.256067,-1.806756,-0.843528,0.0,0.0,0,0.0,0.8496,1.140617,1.856958,0.0,0.0,0,0.0,-1.42521,-0.51316,-1.0385,0.0,0.0,0,0.0,0.649555,-0.47774,-0.861352,0.0,0.0,0,0.0,-0.28066,1.03619,1.57241,0.0,0.0,0,0.0,1.405483,0.664578,-1.015836,0.0,0.0,0,0.0,-2.256067,-1.806756,-0.843528,0.0,0.0,0,0.0,0.8496,1.140617,1.856958,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,-3.98975,-3.3783,-4.80038,0.0,0.0,0,0.0,4.5751381,6.0865684,12.1627616,0.0,0.0,0,0.0,-7.0,-5.0,-8.5,0.0,0.0,0,0.0,-7.0,-5.0,-8.5,0.0,0.0,0,0.0,-1.11118,-0.31242,-0.67154,0.0,0.0,0,0.0,1.577765,2.73033,3.194938,0.0,0.0,0,0.0,-5.72831,-7.74499,-12.79958,0.0,0.0,0,0.0,1.405483,0.664578,-1.015836,0.0,0.0,0,0.0,-2.256067,-1.806756,-0.843528,0.0,0.0,0,0.0,0.8496,1.140617,1.856958,0.0,0.0,0,0.0,-1.42521,-0.51316,-1.0385,0.0,0.0,0,0.0,0.649555,-0.47774,-0.861352,0.0,0.0,0,0.0,-0.28066,1.03619,1.57241,0.0,0.0,0,0.0,1.405483,0.664578,-1.015836,0.0,0.0,0,0.0,-2.256067,-1.806756,-0.843528,0.0,0.0,0,0.0,0.8496,1.140617,1.856958,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-3.45632,-6.12138,-2.99714,0.0,0.0,0,0.0,3.8541442,20.2273602,10.7510612,0.0,0.0,0,0.0,-6.2,-10.8,-5.4,0.0,0.0,0,0.0,-6.2,-10.8,-5.4,0.0,0.0,0,0.0,-0.49856,0.0,0.0,0.0,0.0,0,0.0,1.943026,5.070624,2.259472,0.0,0.0,0,0.0,-8.41952,-21.73892,-10.88655,0.0,0.0,0,0.0,1.865826,-1.536912,-1.220431,0.0,0.0,0,0.0,-2.650183,-0.542141,0.180579,0.0,0.0,0,0.0,0.783397,2.076435,1.038617,0.0,0.0,0,0.0,-0.60133,0.0,0.0,0.0,0.0,0,0.0,0.421772,-2.979482,-1.710956,0.0,0.0,0,0.0,0.427294,2.802246,1.401738,0.0,0.0,0,0.0,1.865526,-1.536912,-1.220431,0.0,0.0,0,0.0,-2.649883,-0.542141,0.180579,0.0,0.0,0,0.0,0.783397,2.076435,1.038617,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,-3.45632,-6.12138,-2.99714,0.0,0.0,0,0.0,3.8541442,20.2273602,10.7510612,0.0,0.0,0,0.0,-6.2,-10.8,-5.4,0.0,0.0,0,0.0,-6.2,-10.8,-5.4,0.0,0.0,0,0.0,-0.49856,0.0,0.0,0.0,0.0,0,0.0,1.943026,5.070624,2.259472,0.0,0.0,0,0.0,-8.41952,-21.73892,-10.88655,0.0,0.0,0,0.0,1.865826,-1.536912,-1.220431,0.0,0.0,0,0.0,-2.650183,-0.542141,0.180579,0.0,0.0,0,0.0,0.783397,2.076435,1.038617,0.0,0.0,0,0.0,-0.60133,0.0,0.0,0.0,0.0,0,0.0,0.421772,-2.979482,-1.710956,0.0,0.0,0,0.0,0.427294,2.802246,1.401738,0.0,0.0,0,0.0,1.865526,-1.536912,-1.220431,0.0,0.0,0,0.0,-2.649883,-0.542141,0.180579,0.0,0.0,0,0.0,0.783397,2.076435,1.038617,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-3.05038,-4.93148,-2.33663,0.0,0.0,0,0.0,3.3089973,20.2188625,10.1403277,0.0,0.0,0,0.0,-2.8,-4.8,-2.2,0.0,0.0,0,0.0,-2.8,-4.8,-2.2,0.0,0.0,0,0.0,-0.34877,0.22515,0.10665,0.0,0.0,0,0.0,1.935092,5.549562,2.331588,0.0,0.0,0,0.0,-7.170965,-19.481805,-9.286615,0.0,0.0,0,0.0,1.268653,-3.26787,-1.990467,0.0,0.0,0,0.0,-2.487321,-0.102129,0.393694,0.0,0.0,0,0.0,1.217868,3.367641,1.59568,0.0,0.0,0,0.0,-0.408868,0.646522,0.306247,0.0,0.0,0,0.0,0.039468,-4.175742,-2.194028,0.0,0.0,0,0.0,1.078662,4.408842,2.111678,0.0,0.0,0,0.0,1.268653,-3.26787,-1.990467,0.0,0.0,0,0.0,-2.487321,-0.102129,0.393694,0.0,0.0,0,0.0,1.217868,3.367641,1.59568,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,-3.05038,-4.93148,-2.33663,0.0,0.0,0,0.0,3.3089973,20.2188625,10.1403277,0.0,0.0,0,0.0,-2.8,-4.8,-2.2,0.0,0.0,0,0.0,-2.8,-4.8,-2.2,0.0,0.0,0,0.0,-0.34877,0.22515,0.10665,0.0,0.0,0,0.0,1.935092,5.549562,2.331588,0.0,0.0,0,0.0,-7.170965,-19.481805,-9.286615,0.0,0.0,0,0.0,1.268653,-3.26787,-1.990467,0.0,0.0,0,0.0,-2.487321,-0.102129,0.393694,0.0,0.0,0,0.0,1.217868,3.367641,1.59568,0.0,0.0,0,0.0,-0.408868,0.646522,0.306247,0.0,0.0,0,0.0,0.039468,-4.175742,-2.194028,0.0,0.0,0,0.0,1.078662,4.408842,2.111678,0.0,0.0,0,0.0,1.268653,-3.26787,-1.990467,0.0,0.0,0,0.0,-2.487321,-0.102129,0.393694,0.0,0.0,0,0.0,1.217868,3.367641,1.59568,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,-3.261,-3.3987,-3.2628,0.0,0.0,0,0.0,2.912692,11.6811333,12.9095963,0.0,0.0,0,0.0,-3.5,-3.5,-3.5,0.0,0.0,0,0.0,-3.5,-3.5,-3.5,0.0,0.0,0,0.0,-0.73848,0.11333,0.11333,0.0,0.0,0,0.0,1.674035,4.793645,4.120995,0.0,0.0,0,0.0,-6.11151,-14.46532,-14.43352,0.0,0.0,0,0.0,1.313917,-1.510193,-2.843243,0.0,0.0,0,0.0,-2.361479,-0.966334,0.363466,0.0,0.0,0,0.0,1.046437,2.474085,2.477285,0.0,0.0,0,0.0,-0.799075,0.837725,0.837725,0.0,0.0,0,0.0,-0.089405,-2.774805,-3.011545,0.0,0.0,0,0.0,0.57639,3.20211,3.16603,0.0,0.0,0,0.0,1.313917,-1.510193,-2.843243,0.0,0.0,0,0.0,-2.361479,-0.966334,0.363466,0.0,0.0,0,0.0,1.046437,2.474085,2.477285,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,-3.261,-3.3987,-3.2628,0.0,0.0,0,0.0,2.912692,11.6811333,12.9095963,0.0,0.0,0,0.0,-3.5,-3.5,-3.5,0.0,0.0,0,0.0,-3.5,-3.5,-3.5,0.0,0.0,0,0.0,-0.73848,0.11333,0.11333,0.0,0.0,0,0.0,1.674035,4.793645,4.120995,0.0,0.0,0,0.0,-6.11151,-14.46532,-14.43352,0.0,0.0,0,0.0,1.313917,-1.510193,-2.843243,0.0,0.0,0,0.0,-2.361479,-0.966334,0.363466,0.0,0.0,0,0.0,1.046437,2.474085,2.477285,0.0,0.0,0,0.0,-0.799075,0.837725,0.837725,0.0,0.0,0,0.0,-0.089405,-2.774805,-3.011545,0.0,0.0,0,0.0,0.57639,3.20211,3.16603,0.0,0.0,0,0.0,1.313917,-1.510193,-2.843243,0.0,0.0,0,0.0,-2.361479,-0.966334,0.363466,0.0,0.0,0,0.0,1.046437,2.474085,2.477285,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-6.7815,-6.2029,-5.1822,0.0,0.0,0,0.0,8.0808578,14.9481821,13.3676834,0.0,0.0,0,0.0,-9.3,-8.7,-7.3,0.0,0.0,0,0.0,-9.3,-8.7,-7.3,0.0,0.0,0,0.0,-0.72694,0.0,0.0,0.0,0.0,0,0.0,3.368183,4.545072,3.413968,0.0,0.0,0,0.0,-10.667063,-17.443977,-14.721533,0.0,0.0,0,0.0,2.086196,-0.867756,-1.557955,0.0,0.0,0,0.0,-2.887288,-0.449193,0.441479,0.0,0.0,0,0.0,0.800119,1.315469,1.115139,0.0,0.0,0,0.0,-0.945,0.0,0.0,0.0,0.0,0,0.0,-0.369463,-2.462397,-2.239133,0.0,0.0,0,0.0,-0.42384,1.150795,0.987175,0.0,0.0,0,0.0,2.086196,-0.867756,-1.557955,0.0,0.0,0,0.0,-2.887288,-0.449193,0.441479,0.0,0.0,0,0.0,0.800119,1.315469,1.115139,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,-6.7815,-6.2029,-5.1822,0.0,0.0,0,0.0,8.0808578,14.9481821,13.3676834,0.0,0.0,0,0.0,-9.3,-8.7,-7.3,0.0,0.0,0,0.0,-9.3,-8.7,-7.3,0.0,0.0,0,0.0,-0.72694,0.0,0.0,0.0,0.0,0,0.0,3.368183,4.545072,3.413968,0.0,0.0,0,0.0,-10.667063,-17.443977,-14.721533,0.0,0.0,0,0.0,2.086196,-0.867756,-1.557955,0.0,0.0,0,0.0,-2.887288,-0.449193,0.441479,0.0,0.0,0,0.0,0.800119,1.315469,1.115139,0.0,0.0,0,0.0,-0.945,0.0,0.0,0.0,0.0,0,0.0,-0.369463,-2.462397,-2.239133,0.0,0.0,0,0.0,-0.42384,1.150795,0.987175,0.0,0.0,0,0.0,2.086196,-0.867756,-1.557955,0.0,0.0,0,0.0,-2.887288,-0.449193,0.441479,0.0,0.0,0,0.0,0.800119,1.315469,1.115139,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,-4.99445,-5.283,-0.85955,0.0,0.0,0,0.0,3.8820784,12.5066238,2.7219863,0.0,0.0,0,0.0,-7.5,-9.0,-1.5,0.0,0.0,0,0.0,-7.5,-9.0,-1.5,0.0,0.0,0,0.0,-0.85619,-0.65725,0.0,0.0,0.0,0,0.0,1.958958,3.275275,1.199818,0.0,0.0,0,0.0,-7.096325,-14.0449,-3.054285,0.0,0.0,0,0.0,1.662866,-1.227817,-0.316843,0.0,0.0,0,0.0,-2.653586,-0.782372,-0.11443,0.0,0.0,0,0.0,0.989609,2.008019,0.430797,0.0,0.0,0,0.0,-1.19576,-1.00706,0.0,0.0,0.0,0,0.0,0.40816,-0.86517,-0.29148,0.0,0.0,0,0.0,0.236458,1.245055,0.437527,0.0,0.0,0,0.0,1.662866,-1.227817,-0.316843,0.0,0.0,0,0.0,-2.653586,-0.782372,-0.11443,0.0,0.0,0,0.0,0.989609,2.008019,0.430797,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,-4.99445,-5.283,-0.85955,0.0,0.0,0,0.0,3.8820784,12.5066238,2.7219863,0.0,0.0,0,0.0,-7.5,-9.0,-1.5,0.0,0.0,0,0.0,-7.5,-9.0,-1.5,0.0,0.0,0,0.0,-0.85619,-0.65725,0.0,0.0,0.0,0,0.0,1.958958,3.275275,1.199818,0.0,0.0,0,0.0,-7.096325,-14.0449,-3.054285,0.0,0.0,0,0.0,1.662866,-1.227817,-0.316843,0.0,0.0,0,0.0,-2.653586,-0.782372,-0.11443,0.0,0.0,0,0.0,0.989609,2.008019,0.430797,0.0,0.0,0,0.0,-1.19576,-1.00706,0.0,0.0,0.0,0,0.0,0.40816,-0.86517,-0.29148,0.0,0.0,0,0.0,0.236458,1.245055,0.437527,0.0,0.0,0,0.0,1.662866,-1.227817,-0.316843,0.0,0.0,0,0.0,-2.653586,-0.782372,-0.11443,0.0,0.0,0,0.0,0.989609,2.008019,0.430797,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,-9.3376,-6.9686,-2.7798,0.0,0.0,0,0.0,10.3767953,9.8030324,4.389725,0.0,0.0,0,0.0,-14.3,-11.5,-3.3,0.0,0.0,0,0.0,-14.3,-11.5,-3.3,0.0,0.0,0,0.0,-1.70964,-1.35947,0.0,0.0,0.0,0,0.0,4.077503,3.19533,1.965453,0.0,0.0,0,0.0,-16.010503,-13.53579,-6.601243,0.0,0.0,0,0.0,0.782126,0.154668,-0.54967,0.0,0.0,0,0.0,-1.456393,-0.764593,0.278403,0.0,0.0,0,0.0,0.673948,0.609548,0.270999,0.0,0.0,0,0.0,-2.27108,-2.01493,0.0,0.0,0.0,0,0.0,-1.738437,-1.37887,-1.388637,0.0,0.0,0,0.0,-1.038633,-0.77035,0.181887,0.0,0.0,0,0.0,0.778326,0.154668,-0.54962,0.0,0.0,0,0.0,-1.452943,-0.764593,0.278403,0.0,0.0,0,0.0,0.674248,0.609548,0.270999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,-9.3376,-6.9686,-2.7798,0.0,0.0,0,0.0,10.3767953,9.8030324,4.389725,0.0,0.0,0,0.0,-14.3,-11.5,-3.3,0.0,0.0,0,0.0,-14.3,-11.5,-3.3,0.0,0.0,0,0.0,-1.70964,-1.35947,0.0,0.0,0.0,0,0.0,4.077503,3.19533,1.965453,0.0,0.0,0,0.0,-16.010503,-13.53579,-6.601243,0.0,0.0,0,0.0,0.782126,0.154668,-0.54967,0.0,0.0,0,0.0,-1.456393,-0.764593,0.278403,0.0,0.0,0,0.0,0.673948,0.609548,0.270999,0.0,0.0,0,0.0,-2.27108,-2.01493,0.0,0.0,0.0,0,0.0,-1.738437,-1.37887,-1.388637,0.0,0.0,0,0.0,-1.038633,-0.77035,0.181887,0.0,0.0,0,0.0,0.778326,0.154668,-0.54962,0.0,0.0,0,0.0,-1.452943,-0.764593,0.278403,0.0,0.0,0,0.0,0.674248,0.609548,0.270999,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,-4.8322,-5.1668,-3.7868,0.0,0.0,0,0.0,3.8163508,12.8376062,11.3549939,0.0,0.0,0,0.0,-8.5,-7.5,-7.0,0.0,0.0,0,0.0,-8.5,-7.5,-7.0,0.0,0.0,0,0.0,-1.22569,0.0,-0.30577,0.0,0.0,0,0.0,1.643102,5.181652,3.08021,0.0,0.0,0,0.0,-6.97047,-15.33471,-12.14929,0.0,0.0,0,0.0,2.078404,-0.674341,-1.482543,0.0,0.0,0,0.0,-3.045529,-1.427777,-0.202921,0.0,0.0,0,0.0,0.9658,2.099286,1.683179,0.0,0.0,0,0.0,-1.83591,0.0,-0.54526,0.0,0.0,0,0.0,1.103748,-1.185002,-0.53478,0.0,0.0,0,0.0,0.008733,2.930132,2.06759,0.0,0.0,0,0.0,2.065304,-0.674341,-1.482543,0.0,0.0,0,0.0,-3.032379,-1.427777,-0.202921,0.0,0.0,0,0.0,0.9659,2.099286,1.683179,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,0.0,-4.8322,-5.1668,-3.7868,0.0,0.0,0,0.0,3.8163508,12.8376062,11.3549939,0.0,0.0,0,0.0,-8.5,-7.5,-7.0,0.0,0.0,0,0.0,-8.5,-7.5,-7.0,0.0,0.0,0,0.0,-1.22569,0.0,-0.30577,0.0,0.0,0,0.0,1.643102,5.181652,3.08021,0.0,0.0,0,0.0,-6.97047,-15.33471,-12.14929,0.0,0.0,0,0.0,2.078404,-0.674341,-1.482543,0.0,0.0,0,0.0,-3.045529,-1.427777,-0.202921,0.0,0.0,0,0.0,0.9658,2.099286,1.683179,0.0,0.0,0,0.0,-1.83591,0.0,-0.54526,0.0,0.0,0,0.0,1.103748,-1.185002,-0.53478,0.0,0.0,0,0.0,0.008733,2.930132,2.06759,0.0,0.0,0,0.0,2.065304,-0.674341,-1.482543,0.0,0.0,0,0.0,-3.032379,-1.427777,-0.202921,0.0,0.0,0,0.0,0.9659,2.099286,1.683179,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,-3.5314,-5.0966,-5.2006,-0.25665,0.0,0,0.0,3.302606,13.9922399,17.8630667,1.1615641,0.0,0,0.0,-6.0,-8.0,-9.0,-0.5,0.0,0,0.0,-6.0,-8.0,-9.0,-0.5,0.0,0,0.0,-0.69482,-0.30451,-0.29995,0.0,0.0,0,0.0,1.24374,3.70557,3.68478,0.2422,0.0,0,0.0,-5.72145,-13.94221,-15.91248,-1.01037,0.0,0,0.0,1.728688,-0.051763,-1.55785,-0.168644,0.0,0,0.0,-2.534972,-1.868117,-0.638091,0.031338,0.0,0,0.0,0.805568,1.917859,2.193582,0.137161,0.0,0,0.0,-1.02806,-0.52394,-0.50373,0.0,0.0,0,0.0,0.942025,-1.093885,-1.53152,-0.132207,0.0,0,0.0,0.43179,2.83082,3.2821,0.224485,0.0,0,0.0,1.728688,-0.051763,-1.55785,-0.168644,0.0,0,0.0,-2.534972,-1.868117,-0.638091,0.031338,0.0,0,0.0,0.805568,1.917859,2.193582,0.137161,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
