id,Z-0_MS_AB,Z-1_MS_AB,Z-2_MS_AB,Z-3_MS_AB,Z-4_MS_AB,Z-5_MS_AB,Z-6_MS_AB,I-0_MS_AB,I-1_MS_AB,I-2_MS_AB,I-3_MS_AB,I-4_MS_AB,I-5_MS_AB,I-6_MS_AB,T-0_MS_AB,T-1_MS_AB,T-2_MS_AB,T-3_MS_AB,T-4_MS_AB,T-5_MS_AB,T-6_MS_AB,S-0_MS_AB,S-1_MS_AB,S-2_MS_AB,S-3_MS_AB,S-4_MS_AB,S-5_MS_AB,S-6_MS_AB,chi-0_MS_AB,chi-1_MS_AB,chi-2_MS_AB,chi-3_MS_AB,chi-4_MS_AB,chi-5_MS_AB,chi-6_MS_AB
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.1,1409.8,2109.7,5151.3,0.0,0.0,0.0,28.1,41.8,57.7,135.3,0.0,0.0,0.0,64.1,95.8,138.7,333.3,0.0,0.0,0.0,32.983,49.222,68.726,162.363,0.0,0.0,0.0,42.463,63.442,90.056,214.503,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1176.0,1880.4,2579.2,2107.6,0.0,0.0,0.0,36.0,56.4,71.2,55.6,0.0,0.0,0.0,96.0,152.4,203.2,163.6,0.0,0.0,0.0,42.119,66.265,84.753,66.685,0.0,0.0,0.0,53.969,85.225,110.823,88.015,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.7,1643.8,3279.3,1404.8,0.0,0.0,0.0,28.7,47.8,87.3,36.8,0.0,0.0,0.0,64.7,110.8,213.3,90.8,0.0,0.0,0.0,33.617,56.453,104.549,44.214,0.0,0.0,0.0,43.097,73.043,137.729,58.434,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.1,1409.9,2344.8,3045.1,0.0,0.0,0.0,28.1,41.9,64.8,81.1,0.0,0.0,0.0,64.1,95.9,154.8,198.1,0.0,0.0,0.0,32.982,49.314,77.088,97.09,0.0,0.0,0.0,42.462,63.534,100.788,127.9,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,940.7,1881.9,4684.9,2107.0,0.0,0.0,0.0,28.7,57.9,124.9,55.0,0.0,0.0,0.0,64.7,129.9,304.9,136.0,0.0,0.0,0.0,33.58,67.725,149.456,66.047,0.0,0.0,0.0,43.06,86.685,196.856,87.377,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1412.6,1881.0,3280.4,1639.4,234.1,0.0,0.0,44.6,57.0,88.4,43.4,6.1,0.0,0.0,134.6,177.0,298.4,148.4,21.1,0.0,0.0,52.001,66.88,105.591,51.965,7.331,0.0,0.0,66.221,85.84,138.771,68.555,9.701,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1884.1,2817.9,3278.4,936.4,0.0,0.0,0.0,60.1,81.9,86.4,24.4,0.0,0.0,0.0,228.1,333.9,380.4,108.4,0.0,0.0,0.0,69.949,96.641,103.602,29.358,0.0,0.0,0.0,88.909,125.081,136.782,38.838,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.1,1410.9,2343.4,3980.7,0.0,0.0,0.0,28.1,42.9,63.4,104.7,0.0,0.0,0.0,64.1,96.9,153.4,257.7,0.0,0.0,0.0,32.983,50.275,75.726,125.577,0.0,0.0,0.0,42.463,64.495,99.426,165.867,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.3,1410.6,2110.9,1639.5,234.1,0.0,0.0,28.3,42.6,58.9,43.5,6.1,0.0,0.0,64.3,96.6,139.9,106.5,15.1,0.0,0.0,33.212,49.979,70.02,52.128,7.33,0.0,0.0,42.692,64.199,91.35,68.718,9.7,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.7,1882.2,4683.1,0.0,0.0,0.0,0.0,28.7,58.2,123.1,0.0,0.0,0.0,0.0,64.7,130.2,303.1,0.0,0.0,0.0,0.0,33.648,68.03,147.747,0.0,0.0,0.0,0.0,43.128,86.99,195.147,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.4,1408.1,2109.9,5386.2,0.0,0.0,0.0,28.4,40.1,57.9,142.2,0.0,0.0,0.0,64.4,94.1,138.9,349.2,0.0,0.0,0.0,33.303,47.443,68.996,170.494,0.0,0.0,0.0,42.783,61.663,90.326,225.004,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,940.3,1644.6,3280.0,2575.6,0.0,0.0,0.0,28.3,48.6,88.0,67.6,0.0,0.0,0.0,64.3,111.6,214.0,166.6,0.0,0.0,0.0,33.214,57.234,105.217,81.178,0.0,0.0,0.0,42.694,73.824,138.397,107.248,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.6,1643.9,3279.1,2810.5,0.0,0.0,0.0,28.6,47.9,87.1,74.5,0.0,0.0,0.0,64.6,110.9,213.1,182.5,0.0,0.0,0.0,33.565,56.489,104.307,89.304,0.0,0.0,0.0,43.045,73.079,137.487,117.744,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,940.9,1644.6,4448.0,0.0,0.0,0.0,0.0,28.9,48.6,116.0,0.0,0.0,0.0,0.0,64.9,111.6,287.0,0.0,0.0,0.0,0.0,33.779,57.165,139.333,0.0,0.0,0.0,0.0,43.259,73.755,184.363,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,940.3,1644.7,3281.6,4215.2,0.0,0.0,0.0,28.3,48.7,89.6,111.2,0.0,0.0,0.0,64.3,111.7,215.6,273.2,0.0,0.0,0.0,33.216,57.312,106.783,133.317,0.0,0.0,0.0,42.696,73.902,139.963,175.977,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,940.7,1175.5,2344.2,1639.7,234.1,0.0,0.0,28.7,35.5,64.2,43.7,6.1,0.0,0.0,64.7,80.5,154.2,106.7,15.1,0.0,0.0,33.645,41.624,76.519,52.312,7.33,0.0,0.0,43.125,53.474,100.219,68.902,9.7,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,940.4,1646.0,3280.4,2575.6,0.0,0.0,0.0,28.4,50.0,88.4,67.6,0.0,0.0,0.0,64.4,113.0,214.4,166.6,0.0,0.0,0.0,33.298,58.576,105.622,81.176,0.0,0.0,0.0,42.778,75.166,138.802,107.246,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,940.5,1646.4,2815.1,3753.0,3049.1,702.3,0.0,28.5,50.4,79.1,105.0,85.1,18.3,0.0,64.5,113.4,187.1,249.0,202.1,45.3,0.0,33.451,59.035,93.861,124.724,101.121,21.993,0.0,42.931,75.625,122.301,162.644,131.931,29.103,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,940.7,1409.8,3278.8,2575.6,0.0,0.0,0.0,28.7,41.8,86.8,67.6,0.0,0.0,0.0,64.7,95.8,212.8,166.6,0.0,0.0,0.0,33.656,49.21,104.027,81.18,0.0,0.0,0.0,43.136,63.43,137.207,107.25,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.4,1645.4,3515.2,937.0,234.1,0.0,0.0,28.4,49.4,95.2,25.0,6.1,0.0,0.0,64.4,112.4,230.2,61.0,15.1,0.0,0.0,33.283,57.973,113.647,29.94,7.33,0.0,0.0,42.763,74.563,149.197,39.42,9.7,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,940.5,1173.7,2110.8,3512.7,234.1,0.0,0.0,28.5,33.7,58.8,92.7,6.1,0.0,0.0,64.5,78.7,139.8,227.7,15.1,0.0,0.0,33.446,39.817,69.907,111.105,7.331,0.0,0.0,42.926,51.667,91.237,146.655,9.701,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,940.3,1410.6,2112.4,3512.7,234.1,0.0,0.0,28.3,42.6,60.4,92.7,6.1,0.0,0.0,64.3,96.6,141.4,227.7,15.1,0.0,0.0,33.178,49.93,71.518,111.115,7.331,0.0,0.0,42.658,64.15,92.848,146.665,9.701,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1176.1,1407.4,3044.7,2108.2,0.0,0.0,0.0,36.1,39.4,80.7,56.2,0.0,0.0,0.0,96.1,111.4,236.7,164.2,0.0,0.0,0.0,42.205,46.761,96.66,67.27,0.0,0.0,0.0,54.055,60.981,127.47,88.6,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1412.4,1880.3,3279.1,2810.5,0.0,0.0,0.0,44.4,56.3,87.1,74.5,0.0,0.0,0.0,134.4,176.3,297.1,254.5,0.0,0.0,0.0,51.785,66.173,104.278,89.304,0.0,0.0,0.0,66.005,85.133,137.458,117.744,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1412.3,1881.0,3279.5,2809.7,0.0,0.0,0.0,44.3,57.0,87.5,73.7,0.0,0.0,0.0,134.3,177.0,297.5,253.7,0.0,0.0,0.0,51.65,66.853,104.674,88.42,0.0,0.0,0.0,65.87,85.813,137.854,116.86,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,940.4,1642.7,3046.0,937.0,234.1,0.0,0.0,28.4,46.7,82.0,25.0,6.1,0.0,0.0,64.4,109.7,199.0,61.0,15.1,0.0,0.0,33.304,55.357,97.953,29.926,7.331,0.0,0.0,42.784,71.947,128.763,39.406,9.701,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.1,1411.0,2343.7,2810.7,0.0,0.0,0.0,28.1,43.0,63.7,74.7,0.0,0.0,0.0,64.1,97.0,153.7,182.7,0.0,0.0,0.0,32.985,50.331,76.024,89.46,0.0,0.0,0.0,42.465,64.551,99.724,117.9,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.3,1410.6,2345.1,1873.9,234.1,0.0,0.0,28.3,42.6,65.1,49.9,6.1,0.0,0.0,64.3,96.6,155.1,121.9,15.1,0.0,0.0,33.21,50.029,77.405,59.753,7.331,0.0,0.0,42.69,64.249,101.105,78.713,9.701,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,940.7,1643.5,3280.0,937.0,234.1,0.0,0.0,28.7,47.5,88.0,25.0,6.1,0.0,0.0,64.7,110.5,214.0,61.0,15.1,0.0,0.0,33.666,56.129,105.224,29.941,7.33,0.0,0.0,43.146,72.719,138.404,39.421,9.7,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1884.0,2583.1,2110.3,1639.2,0.0,0.0,0.0,60.0,75.1,58.3,43.2,0.0,0.0,0.0,228.0,306.1,247.3,190.2,0.0,0.0,0.0,69.824,88.672,69.364,51.838,0.0,0.0,0.0,88.784,114.742,90.694,68.428,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1412.2,2113.7,4448.0,0.0,0.0,0.0,0.0,44.2,61.7,116.0,0.0,0.0,0.0,0.0,134.2,196.7,401.0,0.0,0.0,0.0,0.0,51.614,72.73,139.33,0.0,0.0,0.0,0.0,65.834,94.06,184.36,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,940.7,1643.8,3046.0,937.0,234.1,0.0,0.0,28.7,47.8,82.0,25.0,6.1,0.0,0.0,64.7,110.8,199.0,61.0,15.1,0.0,0.0,33.606,56.396,97.958,29.924,7.331,0.0,0.0,43.086,72.986,128.768,39.404,9.701,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.0,1409.9,2346.7,3747.5,234.1,0.0,0.0,28.0,41.9,66.7,99.5,6.1,0.0,0.0,64.0,95.9,156.7,243.5,15.1,0.0,0.0,32.96,49.268,79.018,119.223,7.33,0.0,0.0,42.44,63.488,102.718,157.143,9.7,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_fluoride_1_smi1_1_s_1,1176.2,1173.4,1876.7,3045.2,234.1,0.0,0.0,36.2,33.4,52.7,81.2,6.1,0.0,0.0,96.2,93.4,148.7,237.2,18.1,0.0,0.0,42.342,39.543,62.534,97.214,7.331,0.0,0.0,54.192,51.393,81.494,128.024,9.701,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1884.1,2817.9,3043.9,0.0,0.0,0.0,0.0,60.1,81.9,79.9,0.0,0.0,0.0,0.0,228.1,333.9,352.9,0.0,0.0,0.0,0.0,69.941,96.611,95.851,0.0,0.0,0.0,0.0,88.901,125.051,126.661,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.0,1409.9,2346.0,3512.5,0.0,0.0,0.0,28.0,41.9,66.0,92.5,0.0,0.0,0.0,64.0,95.9,156.0,227.5,0.0,0.0,0.0,32.95,49.258,78.342,110.993,0.0,0.0,0.0,42.43,63.478,102.042,146.543,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1647.9,2110.6,1875.9,936.7,0.0,0.0,0.0,51.9,58.6,51.9,24.7,0.0,0.0,0.0,177.9,220.6,195.9,96.7,0.0,0.0,0.0,60.471,69.662,61.713,29.616,0.0,0.0,0.0,77.061,90.992,80.673,39.096,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,940.3,1409.5,3278.7,2108.2,0.0,0.0,0.0,28.3,41.5,86.7,56.2,0.0,0.0,0.0,64.3,95.5,212.7,137.2,0.0,0.0,0.0,33.171,48.891,103.908,67.273,0.0,0.0,0.0,42.651,63.111,137.088,88.603,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.5,1880.4,4449.6,2809.3,0.0,0.0,0.0,28.5,56.4,117.6,73.3,0.0,0.0,0.0,64.5,128.4,288.6,181.3,0.0,0.0,0.0,33.393,66.268,141.016,88.076,0.0,0.0,0.0,42.873,85.228,186.046,116.516,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.3,1646.8,3045.8,3518.7,2815.0,702.3,0.0,28.3,50.8,81.8,98.7,79.0,18.3,0.0,64.3,113.8,198.8,233.7,187.0,45.3,0.0,33.247,59.406,97.755,117.154,93.793,21.993,0.0,42.727,75.996,128.565,152.704,122.233,29.103,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.0,1409.9,2346.0,3512.7,234.1,0.0,0.0,28.0,41.9,66.0,92.7,6.1,0.0,0.0,64.0,95.9,156.0,227.7,15.1,0.0,0.0,32.969,49.264,78.339,111.102,7.331,0.0,0.0,42.449,63.484,102.039,146.652,9.701,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,940.0,1407.7,2110.7,3045.1,0.0,0.0,0.0,28.0,39.7,58.7,81.1,0.0,0.0,0.0,64.0,93.7,139.7,198.1,0.0,0.0,0.0,32.922,47.066,69.79,97.09,0.0,0.0,0.0,42.402,61.286,91.12,127.9,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,1176.3,1644.2,2343.6,2107.6,0.0,0.0,0.0,36.3,48.2,63.6,55.6,0.0,0.0,0.0,96.3,132.2,183.6,163.6,0.0,0.0,0.0,42.474,56.834,75.918,66.688,0.0,0.0,0.0,54.324,73.424,99.618,88.018,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,940.0,1408.7,2109.7,2810.7,0.0,0.0,0.0,28.0,40.7,57.7,74.7,0.0,0.0,0.0,64.0,94.7,138.7,182.7,0.0,0.0,0.0,32.924,48.078,68.722,89.461,0.0,0.0,0.0,42.404,62.298,90.052,117.901,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,940.6,1880.5,4450.8,2107.0,0.0,0.0,0.0,28.6,56.5,118.8,55.0,0.0,0.0,0.0,64.6,128.5,289.8,136.0,0.0,0.0,0.0,33.494,66.316,142.211,66.046,0.0,0.0,0.0,42.974,85.276,187.241,87.376,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,940.8,1644.1,3046.0,938.0,234.1,0.0,0.0,28.8,48.1,82.0,26.0,6.1,0.0,0.0,64.8,111.1,199.0,62.0,15.1,0.0,0.0,33.715,56.748,97.947,30.924,7.331,0.0,0.0,43.195,73.338,128.757,40.404,9.701,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1176.3,2112.9,3279.3,1170.8,0.0,0.0,0.0,36.3,60.9,87.3,30.8,0.0,0.0,0.0,96.3,168.9,255.3,90.8,0.0,0.0,0.0,42.432,72.012,104.563,36.935,0.0,0.0,0.0,54.282,93.342,137.743,48.785,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,940.3,1409.8,3278.8,2575.7,0.0,0.0,0.0,28.3,41.8,86.8,67.7,0.0,0.0,0.0,64.3,95.8,212.8,166.7,0.0,0.0,0.0,33.259,49.215,104.028,81.181,0.0,0.0,0.0,42.739,63.435,137.208,107.251,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.4,1410.2,2576.8,2107.7,0.0,0.0,0.0,28.4,42.2,68.8,55.7,0.0,0.0,0.0,64.4,96.2,167.8,136.7,0.0,0.0,0.0,33.307,49.535,82.348,66.756,0.0,0.0,0.0,42.787,63.755,108.418,88.086,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-sh_1_smi1_1_s_1,940.4,1408.0,2109.1,1405.2,0.0,0.0,0.0,28.4,40.0,57.1,37.2,0.0,0.0,0.0,64.4,94.0,138.1,91.2,0.0,0.0,0.0,33.274,47.425,68.198,44.553,0.0,0.0,0.0,42.754,61.645,89.528,58.773,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.6,1881.5,3748.7,4922.0,2814.0,702.3,0.0,28.6,57.5,100.7,134.0,78.0,18.3,0.0,64.6,129.5,244.7,323.0,186.0,45.3,0.0,33.536,67.366,120.421,159.832,92.792,21.993,0.0,43.016,86.326,158.341,209.602,121.232,29.103,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.1,1409.9,2343.6,4683.9,0.0,0.0,0.0,28.1,41.9,63.6,123.9,0.0,0.0,0.0,64.1,95.9,153.6,303.9,0.0,0.0,0.0,32.974,49.316,75.9,148.464,0.0,0.0,0.0,42.454,63.536,99.6,195.864,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,940.7,1174.4,2111.0,1639.5,234.1,0.0,0.0,28.7,34.4,59.0,43.5,6.1,0.0,0.0,64.7,79.4,140.0,106.5,15.1,0.0,0.0,33.665,40.574,70.024,52.128,7.33,0.0,0.0,43.145,52.424,91.354,68.718,9.7,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,940.2,1408.4,2110.9,3512.7,234.1,0.0,0.0,28.2,40.4,58.9,92.7,6.1,0.0,0.0,64.2,94.4,139.9,227.7,15.1,0.0,0.0,33.134,47.777,69.924,111.118,7.331,0.0,0.0,42.614,61.997,91.254,146.668,9.701,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,1176.7,1408.8,3044.9,702.5,0.0,0.0,0.0,36.7,40.8,80.9,18.5,0.0,0.0,0.0,96.7,112.8,236.9,54.5,0.0,0.0,0.0,42.881,48.153,96.882,22.186,0.0,0.0,0.0,54.731,62.373,127.692,29.296,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1884.0,2583.2,2108.8,702.5,0.0,0.0,0.0,60.0,75.2,56.8,18.5,0.0,0.0,0.0,228.0,306.2,245.8,81.5,0.0,0.0,0.0,69.832,88.693,67.917,22.187,0.0,0.0,0.0,88.792,114.763,89.247,29.297,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-co_1_bromide_1_smi1_1_s_1,1412.4,2112.6,1875.9,936.9,0.0,0.0,0.0,44.4,60.6,51.9,24.9,0.0,0.0,0.0,134.4,195.6,171.9,84.9,0.0,0.0,0.0,51.83,71.683,61.727,29.812,0.0,0.0,0.0,66.05,93.013,80.687,39.292,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.0,1410.9,2579.2,2107.5,0.0,0.0,0.0,28.0,42.9,71.2,55.5,0.0,0.0,0.0,64.0,96.9,170.2,136.5,0.0,0.0,0.0,32.909,50.315,84.694,66.575,0.0,0.0,0.0,42.389,64.535,110.764,87.905,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,940.4,1646.0,3044.9,702.5,0.0,0.0,0.0,28.4,50.0,80.9,18.5,0.0,0.0,0.0,64.4,113.0,197.9,45.5,0.0,0.0,0.0,33.332,58.563,96.881,22.186,0.0,0.0,0.0,42.812,75.153,127.691,29.296,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-oh_1_smi1_1_s_1,940.0,1406.6,1876.7,3045.1,0.0,0.0,0.0,28.0,38.6,52.7,81.1,0.0,0.0,0.0,64.0,92.6,124.7,198.1,0.0,0.0,0.0,32.923,46.009,62.535,97.089,0.0,0.0,0.0,42.403,60.229,81.495,127.899,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,940.7,1174.4,1878.0,1874.0,468.2,0.0,0.0,28.7,34.4,54.0,50.0,12.2,0.0,0.0,64.7,79.4,126.0,122.0,30.2,0.0,0.0,33.658,40.508,63.838,59.863,14.661,0.0,0.0,43.138,52.358,82.798,78.823,19.401,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,940.0,1406.6,1876.7,3045.2,234.1,0.0,0.0,28.0,38.6,52.7,81.2,6.1,0.0,0.0,64.0,92.6,124.7,198.2,15.1,0.0,0.0,32.94,46.013,62.532,97.2,7.331,0.0,0.0,42.42,60.233,81.492,128.01,9.701,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,940.0,1411.0,2578.5,3513.2,0.0,0.0,0.0,28.0,43.0,70.5,93.2,0.0,0.0,0.0,64.0,97.0,169.5,228.2,0.0,0.0,0.0,32.936,50.341,84.047,111.666,0.0,0.0,0.0,42.416,64.561,110.117,147.216,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,940.4,1409.1,2109.6,2810.7,0.0,0.0,0.0,28.4,41.1,57.6,74.7,0.0,0.0,0.0,64.4,95.1,138.6,182.7,0.0,0.0,0.0,33.308,48.454,68.717,89.463,0.0,0.0,0.0,42.788,62.674,90.047,117.903,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.1,1409.9,2109.8,3278.1,0.0,0.0,0.0,28.1,41.9,57.8,86.1,0.0,0.0,0.0,64.1,95.9,138.8,212.1,0.0,0.0,0.0,32.995,49.238,68.838,103.367,0.0,0.0,0.0,42.475,63.458,90.168,136.547,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.0,1412.0,2576.4,1405.4,0.0,0.0,0.0,28.0,44.0,68.4,37.4,0.0,0.0,0.0,64.0,98.0,167.4,91.4,0.0,0.0,0.0,32.95,51.354,81.942,44.731,0.0,0.0,0.0,42.43,65.574,108.012,58.951,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.9,1879.7,4448.4,702.3,0.0,0.0,0.0,28.9,55.7,116.4,18.3,0.0,0.0,0.0,64.9,127.7,287.4,45.3,0.0,0.0,0.0,33.837,65.496,139.745,22.025,0.0,0.0,0.0,43.317,84.456,184.775,29.135,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1412.4,2348.1,2342.5,1405.0,0.0,0.0,0.0,44.4,68.1,62.5,37.0,0.0,0.0,0.0,134.4,218.1,212.5,127.0,0.0,0.0,0.0,51.741,80.386,74.819,44.388,0.0,0.0,0.0,65.961,104.086,98.519,58.608,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_chloride_1_smi1_1_s_1,1176.7,1408.5,3046.3,3043.9,0.0,0.0,0.0,36.7,40.5,82.3,79.9,0.0,0.0,0.0,96.7,112.5,238.3,235.9,0.0,0.0,0.0,42.803,47.849,98.248,95.858,0.0,0.0,0.0,54.653,62.069,129.058,126.668,0.0,0.0,0.0
