id,Z-0_MS_AB,Z-1_MS_AB,Z-2_MS_AB,Z-3_MS_AB,Z-4_MS_AB,Z-5_MS_AB,Z-6_MS_AB,I-0_MS_AB,I-1_MS_AB,I-2_MS_AB,I-3_MS_AB,I-4_MS_AB,I-5_MS_AB,I-6_MS_AB,T-0_MS_AB,T-1_MS_AB,T-2_MS_AB,T-3_MS_AB,T-4_MS_AB,T-5_MS_AB,T-6_MS_AB,S-0_MS_AB,S-1_MS_AB,S-2_MS_AB,S-3_MS_AB,S-4_MS_AB,S-5_MS_AB,S-6_MS_AB,chi-0_MS_AB,chi-1_MS_AB,chi-2_MS_AB,chi-3_MS_AB,chi-4_MS_AB,chi-5_MS_AB,chi-6_MS_AB
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.9,1645.3,4448.4,702.3,0.0,0.0,0.0,28.9,49.3,116.4,18.3,0.0,0.0,0.0,64.9,112.3,287.4,45.3,0.0,0.0,0.0,33.848,57.883,139.738,22.026,0.0,0.0,0.0,43.328,74.473,184.768,29.136,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,940.0,1173.7,2109.8,4918.8,0.0,0.0,0.0,28.0,33.7,57.8,130.8,0.0,0.0,0.0,64.0,78.7,138.8,319.8,0.0,0.0,0.0,32.92,39.886,68.867,156.583,0.0,0.0,0.0,42.4,51.736,90.197,206.353,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,940.5,1880.8,4683.6,0.0,0.0,0.0,0.0,28.5,56.8,123.6,0.0,0.0,0.0,0.0,64.5,128.8,303.6,0.0,0.0,0.0,0.0,33.419,66.596,148.174,0.0,0.0,0.0,0.0,42.899,85.556,195.574,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.7,1409.5,2578.8,4220.9,2816.0,702.3,0.0,28.7,41.5,70.8,116.9,80.0,18.3,0.0,64.7,95.5,169.8,278.9,188.0,45.3,0.0,33.592,48.876,84.343,139.001,94.793,21.993,0.0,43.072,63.096,110.413,181.661,123.233,29.103,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.0,1409.9,2346.9,4214.9,0.0,0.0,0.0,28.0,41.9,66.9,110.9,0.0,0.0,0.0,64.0,95.9,156.9,272.9,0.0,0.0,0.0,32.958,49.233,79.152,133.019,0.0,0.0,0.0,42.438,63.453,102.852,175.679,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,940.5,1880.5,3981.9,3518.4,2815.0,702.3,0.0,28.5,56.5,105.9,98.4,79.0,18.3,0.0,64.5,128.5,258.9,233.4,187.0,45.3,0.0,33.38,66.3,126.845,116.814,93.795,21.993,0.0,42.86,85.26,167.135,152.364,122.235,29.103,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.9,1644.5,4448.4,702.3,0.0,0.0,0.0,28.9,48.5,116.4,18.3,0.0,0.0,0.0,64.9,111.5,287.4,45.3,0.0,0.0,0.0,33.784,57.156,139.736,22.027,0.0,0.0,0.0,43.264,73.746,184.766,29.137,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1412.5,2581.8,3278.0,234.1,0.0,0.0,0.0,44.5,73.8,86.0,6.1,0.0,0.0,0.0,134.5,238.8,296.0,21.1,0.0,0.0,0.0,51.838,87.307,103.224,7.33,0.0,0.0,0.0,66.058,113.377,136.404,9.7,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,940.6,1879.6,4448.0,0.0,0.0,0.0,0.0,28.6,55.6,116.0,0.0,0.0,0.0,0.0,64.6,127.6,287.0,0.0,0.0,0.0,0.0,33.541,65.459,139.333,0.0,0.0,0.0,0.0,43.021,84.419,184.363,0.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.4,1646.1,3512.8,2108.2,0.0,0.0,0.0,28.4,50.1,92.8,56.2,0.0,0.0,0.0,64.4,113.1,227.8,137.2,0.0,0.0,0.0,33.325,58.71,111.202,67.277,0.0,0.0,0.0,42.805,75.3,146.752,88.607,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.6,1881.5,3983.5,3517.4,2815.0,702.3,0.0,28.6,57.5,107.5,97.4,79.0,18.3,0.0,64.6,129.5,260.5,232.4,187.0,45.3,0.0,33.493,67.313,128.379,115.81,93.793,21.993,0.0,42.973,86.273,168.669,151.36,122.233,29.103,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.7,1410.9,3512.6,1405.0,0.0,0.0,0.0,28.7,42.9,92.6,37.0,0.0,0.0,0.0,64.7,96.9,227.6,91.0,0.0,0.0,0.0,33.656,50.25,111.041,44.392,0.0,0.0,0.0,43.136,64.47,146.591,58.612,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1,940.7,1173.7,2111.2,4215.0,234.1,0.0,0.0,28.7,33.7,59.2,111.0,6.1,0.0,0.0,64.7,78.7,140.2,273.0,15.1,0.0,0.0,33.654,39.803,70.303,133.136,7.331,0.0,0.0,43.134,51.653,91.633,175.796,9.701,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1176.6,1409.5,3279.5,2809.7,0.0,0.0,0.0,36.6,41.5,87.5,73.7,0.0,0.0,0.0,96.6,113.5,255.5,217.7,0.0,0.0,0.0,42.786,48.913,104.674,88.418,0.0,0.0,0.0,54.636,63.133,137.854,116.858,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,940.3,1642.4,3046.0,937.0,234.1,0.0,0.0,28.3,46.4,82.0,25.0,6.1,0.0,0.0,64.3,109.4,199.0,61.0,15.1,0.0,0.0,33.218,55.005,97.962,29.926,7.331,0.0,0.0,42.698,71.595,128.772,39.406,9.701,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,940.5,1880.4,4448.0,0.0,0.0,0.0,0.0,28.5,56.4,116.0,0.0,0.0,0.0,0.0,64.5,128.4,287.0,0.0,0.0,0.0,0.0,33.372,66.223,139.338,0.0,0.0,0.0,0.0,42.852,85.183,184.368,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,940.0,1409.9,2345.1,5386.2,0.0,0.0,0.0,28.0,41.9,65.1,142.2,0.0,0.0,0.0,64.0,95.9,155.1,349.2,0.0,0.0,0.0,32.958,49.28,77.427,170.486,0.0,0.0,0.0,42.438,63.5,101.127,224.996,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,940.2,1879.4,4683.6,0.0,0.0,0.0,0.0,28.2,55.4,123.6,0.0,0.0,0.0,0.0,64.2,127.4,303.6,0.0,0.0,0.0,0.0,33.15,65.205,148.17,0.0,0.0,0.0,0.0,42.63,84.165,195.57,0.0,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.2,1644.6,3514.8,3278.0,0.0,0.0,0.0,28.2,48.6,94.8,86.0,0.0,0.0,0.0,64.2,111.6,229.8,212.0,0.0,0.0,0.0,33.074,57.196,113.283,103.206,0.0,0.0,0.0,42.554,73.786,148.833,136.386,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.7,1881.8,3747.8,3518.4,2814.0,702.3,0.0,28.7,57.8,99.8,98.4,78.0,18.3,0.0,64.7,129.8,243.8,233.4,186.0,45.3,0.0,33.615,67.652,119.513,116.813,92.794,21.993,0.0,43.095,86.612,157.433,152.363,121.234,29.103,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,1412.5,2112.7,2108.8,702.5,0.0,0.0,0.0,44.5,60.7,56.8,18.5,0.0,0.0,0.0,134.5,195.7,191.8,63.5,0.0,0.0,0.0,51.849,71.748,67.916,22.186,0.0,0.0,0.0,66.069,93.078,89.246,29.296,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,940.6,1408.8,2111.2,4215.0,234.1,0.0,0.0,28.6,40.8,59.2,111.0,6.1,0.0,0.0,64.6,94.8,140.2,273.0,15.1,0.0,0.0,33.533,48.15,70.318,133.15,7.331,0.0,0.0,43.013,62.37,91.648,175.81,9.701,0.0,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1412.0,1644.2,2109.7,5151.3,0.0,0.0,0.0,44.0,48.2,57.7,135.3,0.0,0.0,0.0,134.0,153.2,192.7,465.3,0.0,0.0,0.0,51.394,56.761,68.733,162.368,0.0,0.0,0.0,65.614,73.351,90.063,214.508,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,940.9,1878.9,4213.9,0.0,0.0,0.0,0.0,28.9,54.9,109.9,0.0,0.0,0.0,0.0,64.9,126.9,271.9,0.0,0.0,0.0,0.0,33.834,64.71,132.081,0.0,0.0,0.0,0.0,43.314,83.67,174.741,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1412.0,1644.1,1875.6,2810.7,0.0,0.0,0.0,44.0,48.1,51.6,74.7,0.0,0.0,0.0,134.0,153.1,171.6,254.7,0.0,0.0,0.0,51.412,56.752,61.457,89.457,0.0,0.0,0.0,65.632,73.342,80.417,117.897,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,1176.2,1408.4,3044.9,702.5,0.0,0.0,0.0,36.2,40.4,80.9,18.5,0.0,0.0,0.0,96.2,112.4,236.9,54.5,0.0,0.0,0.0,42.359,47.799,96.894,22.187,0.0,0.0,0.0,54.209,62.019,127.704,29.297,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,940.3,1642.4,2345.5,3752.0,3049.1,702.3,0.0,28.3,46.4,65.5,104.0,85.1,18.3,0.0,64.3,109.4,155.5,248.0,202.1,45.3,0.0,33.224,55.027,77.768,123.716,101.124,21.993,0.0,42.704,71.617,101.468,161.636,131.934,29.103,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.4,1645.7,3280.6,3511.8,0.0,0.0,0.0,28.4,49.7,88.6,91.8,0.0,0.0,0.0,64.4,112.7,214.6,226.8,0.0,0.0,0.0,33.271,58.322,105.825,110.262,0.0,0.0,0.0,42.751,74.912,139.005,145.812,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_chloride_1_smi1_1_s_1,940.9,1645.3,2812.9,5632.0,5628.1,1404.6,0.0,28.9,49.3,76.9,160.0,156.1,36.6,0.0,64.9,112.3,184.9,376.0,372.1,90.6,0.0,33.844,57.862,91.688,189.566,185.582,43.986,0.0,43.324,74.452,120.128,246.446,242.462,58.206,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.4,1174.7,2343.3,3513.2,0.0,0.0,0.0,28.4,34.7,63.3,93.2,0.0,0.0,0.0,64.4,79.7,153.3,228.2,0.0,0.0,0.0,33.292,40.896,75.613,111.669,0.0,0.0,0.0,42.772,52.746,99.313,147.219,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,940.3,1645.6,2580.1,3752.9,2814.0,702.3,0.0,28.3,49.6,72.1,104.9,78.0,18.3,0.0,64.3,112.6,171.1,248.9,186.0,45.3,0.0,33.216,58.235,85.602,124.593,92.789,21.992,0.0,42.696,74.825,111.672,162.513,121.229,29.102,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.3,1645.7,3515.2,937.0,234.1,0.0,0.0,28.3,49.7,95.2,25.0,6.1,0.0,0.0,64.3,112.7,230.2,61.0,15.1,0.0,0.0,33.225,58.295,113.638,29.924,7.331,0.0,0.0,42.705,74.885,149.188,39.404,9.701,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,940.7,1643.2,3044.7,2108.2,0.0,0.0,0.0,28.7,47.2,80.7,56.2,0.0,0.0,0.0,64.7,110.2,197.7,137.2,0.0,0.0,0.0,33.651,55.785,96.64,67.276,0.0,0.0,0.0,43.131,72.375,127.45,88.606,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,940.3,1645.8,3514.4,4917.5,0.0,0.0,0.0,28.3,49.8,94.4,129.5,0.0,0.0,0.0,64.3,112.8,229.4,318.5,0.0,0.0,0.0,33.252,58.402,112.89,155.355,0.0,0.0,0.0,42.732,74.992,148.44,205.125,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,940.3,1645.6,3046.1,4682.6,0.0,0.0,0.0,28.3,49.6,82.1,122.6,0.0,0.0,0.0,64.3,112.6,199.1,302.6,0.0,0.0,0.0,33.256,58.258,98.072,147.226,0.0,0.0,0.0,42.736,74.848,128.882,194.626,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1412.2,1646.0,2344.2,1639.7,234.1,0.0,0.0,44.2,50.0,64.2,43.7,6.1,0.0,0.0,134.2,155.0,214.2,148.7,21.1,0.0,0.0,51.601,58.57,76.513,52.311,7.33,0.0,0.0,65.821,75.16,100.213,68.901,9.7,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,940.3,1645.7,2814.2,5625.6,2814.0,702.3,0.0,28.3,49.7,78.2,153.6,78.0,18.3,0.0,64.3,112.7,186.2,369.6,186.0,45.3,0.0,33.221,58.31,92.95,183.084,92.793,21.993,0.0,42.701,74.9,121.39,239.964,121.233,29.103,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,940.4,1173.7,2110.3,2107.3,0.0,0.0,0.0,28.4,33.7,58.3,55.3,0.0,0.0,0.0,64.4,78.7,139.3,136.3,0.0,0.0,0.0,33.282,39.834,69.364,66.396,0.0,0.0,0.0,42.762,51.684,90.694,87.726,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1176.3,1643.2,2109.9,1405.1,0.0,0.0,0.0,36.3,47.2,57.9,37.1,0.0,0.0,0.0,96.3,131.2,165.9,109.1,0.0,0.0,0.0,42.483,55.792,69.019,44.478,0.0,0.0,0.0,54.333,72.382,90.349,58.698,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1176.0,1407.4,3044.9,702.5,0.0,0.0,0.0,36.0,39.4,80.9,18.5,0.0,0.0,0.0,96.0,111.4,236.9,54.5,0.0,0.0,0.0,42.155,46.752,96.896,22.185,0.0,0.0,0.0,54.005,60.972,127.706,29.295,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1175.9,1643.6,3279.6,2575.6,0.0,0.0,0.0,35.9,47.6,87.6,67.6,0.0,0.0,0.0,95.9,131.6,255.6,199.6,0.0,0.0,0.0,42.079,56.255,104.846,81.108,0.0,0.0,0.0,53.929,72.845,138.026,107.178,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_iodide_1_smi1_1_s_1,1177.1,1409.8,3045.0,936.9,0.0,0.0,0.0,37.1,41.8,81.0,24.9,0.0,0.0,0.0,97.1,113.8,237.0,72.9,0.0,0.0,0.0,43.222,49.14,96.951,29.811,0.0,0.0,0.0,55.072,63.36,127.761,39.291,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1412.0,1644.1,1876.7,3045.1,0.0,0.0,0.0,44.0,48.1,52.7,81.1,0.0,0.0,0.0,134.0,153.1,172.7,276.1,0.0,0.0,0.0,51.399,56.728,62.534,97.083,0.0,0.0,0.0,65.619,73.318,81.494,127.893,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,940.2,1409.5,3280.0,936.9,0.0,0.0,0.0,28.2,41.5,88.0,24.9,0.0,0.0,0.0,64.2,95.5,214.0,60.9,0.0,0.0,0.0,33.154,48.846,105.218,29.815,0.0,0.0,0.0,42.634,63.066,138.398,39.295,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1175.9,1879.4,2345.1,1170.9,0.0,0.0,0.0,35.9,55.4,65.1,30.9,0.0,0.0,0.0,95.9,151.4,185.1,90.9,0.0,0.0,0.0,42.1,65.232,77.392,37.094,0.0,0.0,0.0,53.95,84.192,101.092,48.944,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,940.3,1409.8,3279.2,3278.0,0.0,0.0,0.0,28.3,41.8,87.2,86.0,0.0,0.0,0.0,64.3,95.8,213.2,212.0,0.0,0.0,0.0,33.266,49.208,104.429,103.212,0.0,0.0,0.0,42.746,63.428,137.609,136.392,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,940.9,1410.2,3280.0,937.0,234.1,0.0,0.0,28.9,42.2,88.0,25.0,6.1,0.0,0.0,64.9,96.2,214.0,61.0,15.1,0.0,0.0,33.802,49.598,105.216,29.941,7.331,0.0,0.0,43.282,63.818,138.396,39.421,9.701,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1412.3,1879.9,3280.4,1640.3,234.1,0.0,0.0,44.3,55.9,88.4,44.3,6.1,0.0,0.0,134.3,175.9,298.4,149.3,21.1,0.0,0.0,51.702,65.781,105.592,52.951,7.331,0.0,0.0,65.922,84.741,138.772,69.541,9.701,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,941.0,1880.0,3513.4,2816.0,2815.0,702.3,0.0,29.0,56.0,93.4,80.0,79.0,18.3,0.0,65.0,128.0,228.4,188.0,187.0,45.3,0.0,33.938,65.803,111.879,94.786,93.791,21.993,0.0,43.418,84.763,147.429,123.226,122.231,29.103,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,1412.7,2112.7,2109.9,937.0,234.1,0.0,0.0,44.7,60.7,57.9,25.0,6.1,0.0,0.0,134.7,195.7,192.9,85.0,21.1,0.0,0.0,52.06,71.735,68.979,29.923,7.33,0.0,0.0,66.28,93.065,90.309,39.403,9.7,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.7,1881.9,4449.6,2809.3,0.0,0.0,0.0,28.7,57.9,117.6,73.3,0.0,0.0,0.0,64.7,129.9,288.6,181.3,0.0,0.0,0.0,33.611,67.691,140.996,88.075,0.0,0.0,0.0,43.091,86.651,186.026,116.515,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,940.3,1879.3,4213.9,0.0,0.0,0.0,0.0,28.3,55.3,109.9,0.0,0.0,0.0,0.0,64.3,127.3,271.9,0.0,0.0,0.0,0.0,33.195,65.135,132.079,0.0,0.0,0.0,0.0,42.675,84.095,174.739,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,940.3,1645.7,2812.9,4220.9,2815.0,702.3,0.0,28.3,49.7,76.9,116.9,79.0,18.3,0.0,64.3,112.7,184.9,278.9,187.0,45.3,0.0,33.261,58.349,91.65,139.0,93.795,21.994,0.0,42.741,74.939,120.09,181.66,122.235,29.104,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1412.7,2116.1,4215.2,2107.0,0.0,0.0,0.0,44.7,64.1,111.2,55.0,0.0,0.0,0.0,134.7,199.1,381.2,190.0,0.0,0.0,0.0,52.042,75.181,133.36,66.046,0.0,0.0,0.0,66.262,96.511,176.02,87.376,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1176.5,1173.7,1875.6,2810.7,0.0,0.0,0.0,36.5,33.7,51.6,74.7,0.0,0.0,0.0,96.5,93.7,147.6,218.7,0.0,0.0,0.0,42.668,39.8,61.456,89.461,0.0,0.0,0.0,54.518,51.65,80.416,117.901,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1412.2,2582.4,4917.0,702.3,0.0,0.0,0.0,44.2,74.4,129.0,18.3,0.0,0.0,0.0,134.2,239.4,444.0,63.3,0.0,0.0,0.0,51.556,87.905,154.877,22.026,0.0,0.0,0.0,65.776,113.975,204.647,29.136,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,940.9,1409.8,3280.4,1639.2,0.0,0.0,0.0,28.9,41.8,88.4,43.2,0.0,0.0,0.0,64.9,95.8,214.4,106.2,0.0,0.0,0.0,33.799,49.188,105.604,51.838,0.0,0.0,0.0,43.279,63.408,138.784,68.428,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,940.4,1645.7,2579.9,4455.4,3049.1,702.3,0.0,28.4,49.7,71.9,123.4,85.1,18.3,0.0,64.4,112.7,170.9,294.4,202.1,45.3,0.0,33.284,58.27,85.394,146.735,101.124,21.993,0.0,42.764,74.86,111.464,191.765,131.934,29.103,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1648.0,2113.7,2111.0,1405.5,234.1,0.0,0.0,52.0,61.7,59.0,37.5,6.1,0.0,0.0,178.0,223.7,221.0,145.5,24.1,0.0,0.0,60.578,72.727,70.032,44.831,7.33,0.0,0.0,77.168,94.057,91.362,59.051,9.7,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1176.0,1880.4,2578.4,1405.3,0.0,0.0,0.0,36.0,56.4,70.4,37.3,0.0,0.0,0.0,96.0,152.4,202.4,109.3,0.0,0.0,0.0,42.101,66.283,83.942,44.66,0.0,0.0,0.0,53.951,85.243,110.012,58.88,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1175.9,1172.6,1875.8,3278.1,0.0,0.0,0.0,35.9,32.6,51.8,86.1,0.0,0.0,0.0,95.9,92.6,147.8,254.1,0.0,0.0,0.0,42.09,38.784,61.591,103.367,0.0,0.0,0.0,53.94,50.634,80.551,136.547,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1176.0,2114.1,3280.5,468.4,0.0,0.0,0.0,36.0,62.1,88.5,12.4,0.0,0.0,0.0,96.0,170.1,256.5,36.4,0.0,0.0,0.0,42.197,73.143,105.737,14.907,0.0,0.0,0.0,54.047,94.473,138.917,19.647,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,940.3,1645.7,3514.1,936.9,0.0,0.0,0.0,28.3,49.7,94.1,24.9,0.0,0.0,0.0,64.3,112.7,229.1,60.9,0.0,0.0,0.0,33.253,58.321,112.523,29.814,0.0,0.0,0.0,42.733,74.911,148.073,39.294,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,940.3,1645.7,2813.5,5391.7,2814.0,702.3,0.0,28.3,49.7,77.5,147.7,78.0,18.3,0.0,64.3,112.7,185.5,354.7,186.0,45.3,0.0,33.211,58.297,92.27,175.966,92.792,21.993,0.0,42.691,74.887,120.71,230.476,121.232,29.103,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1176.0,1879.4,2346.0,2107.4,0.0,0.0,0.0,36.0,55.4,66.0,55.4,0.0,0.0,0.0,96.0,151.4,186.0,163.4,0.0,0.0,0.0,42.133,65.211,78.264,66.502,0.0,0.0,0.0,53.983,84.171,101.964,87.832,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,940.5,1879.3,4448.4,702.3,0.0,0.0,0.0,28.5,55.3,116.4,18.3,0.0,0.0,0.0,64.5,127.3,287.4,45.3,0.0,0.0,0.0,33.452,65.1,139.751,22.027,0.0,0.0,0.0,42.932,84.06,184.781,29.137,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,940.3,1645.7,3281.3,3044.0,234.1,0.0,0.0,28.3,49.7,89.3,80.0,6.1,0.0,0.0,64.3,112.7,215.3,197.0,15.1,0.0,0.0,33.268,58.326,106.554,95.971,7.331,0.0,0.0,42.748,74.916,139.734,126.781,9.701,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,940.4,1173.7,2110.7,3045.1,0.0,0.0,0.0,28.4,33.7,58.7,81.1,0.0,0.0,0.0,64.4,78.7,139.7,198.1,0.0,0.0,0.0,33.29,39.843,69.781,97.087,0.0,0.0,0.0,42.77,51.693,91.111,127.897,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,940.4,1880.3,4213.9,0.0,0.0,0.0,0.0,28.4,56.3,109.9,0.0,0.0,0.0,0.0,64.4,128.3,271.9,0.0,0.0,0.0,0.0,33.359,66.173,132.086,0.0,0.0,0.0,0.0,42.839,85.133,174.746,0.0,0.0,0.0,0.0
