id,Z-0_FS_AB,Z-1_FS_AB,Z-2_FS_AB,Z-3_FS_AB,Z-4_FS_AB,Z-5_FS_AB,Z-6_FS_AB,I-0_FS_AB,I-1_FS_AB,I-2_FS_AB,I-3_FS_AB,I-4_FS_AB,I-5_FS_AB,I-6_FS_AB,T-0_FS_AB,T-1_FS_AB,T-2_FS_AB,T-3_FS_AB,T-4_FS_AB,T-5_FS_AB,T-6_FS_AB,S-0_FS_AB,S-1_FS_AB,S-2_FS_AB,S-3_FS_AB,S-4_FS_AB,S-5_FS_AB,S-6_FS_AB,chi-0_FS_AB,chi-1_FS_AB,chi-2_FS_AB,chi-3_FS_AB,chi-4_FS_AB,chi-5_FS_AB,chi-6_FS_AB
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2440.7,4065.8,5985.5,5887.6,3474.6,2617.4,1569.0,478.7,897.8,1218.5,1486.6,1542.6,1318.4,1005.0,898.7,1524.8,2091.5,2329.6,2262.6,1888.4,1281.0,404.927,739.715,1016.986,1193.84,1196.982,991.839,716.64,826.007,1538.165,2063.176,2506.01,2598.822,2183.499,1634.19
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2695.0,4003.0,4950.7,6882.2,4115.6,2297.8,1359.7,475.0,892.0,1143.7,1428.2,1670.6,1058.8,717.7,895.0,1504.0,1953.7,2370.2,2390.6,1445.8,1005.7,409.414,745.107,956.661,1180.777,1319.162,816.93,538.515,822.754,1552.557,1984.461,2426.977,2876.372,1771.68,1170.855
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2583.7,4481.2,5267.2,5199.0,2975.1,2027.9,1068.3,453.7,857.2,1265.2,1347.0,1253.1,977.9,618.3,849.7,1517.2,2099.2,2085.0,1847.1,1331.9,816.3,393.9,735.059,1064.323,1108.676,1003.729,750.917,453.236,763.14,1433.819,2109.103,2223.596,2079.829,1610.297,1002.596
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,2581.2,4834.0,7037.8,5324.7,2692.3,1451.8,513.6,433.2,886.0,1217.8,1643.7,1222.3,851.8,459.6,847.2,1540.0,2135.8,2363.7,1708.3,1115.8,468.6,372.548,746.672,1045.018,1300.676,935.852,617.537,307.975,734.378,1492.682,2033.878,2713.526,2009.162,1395.977,737.185
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2604.4,4097.2,6317.3,5296.1,2989.9,2109.6,977.7,459.4,902.2,1151.3,1744.1,1279.9,1125.6,824.7,885.4,1508.2,2060.3,2521.1,1921.9,1587.6,887.7,391.537,739.844,974.271,1368.178,1010.443,831.758,558.071,794.407,1567.634,1956.621,2966.818,2157.073,1861.598,1324.601
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,2123.6,3013.1,4388.0,3712.9,1728.9,1010.5,527.5,341.6,643.1,800.0,856.9,600.9,470.5,311.5,641.6,1063.1,1310.0,1234.9,894.9,680.5,383.5,296.329,538.871,670.62,701.734,487.468,355.533,221.889,594.319,1130.621,1366.92,1470.154,1035.508,797.193,520.149
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2750.4,5061.1,8805.8,10453.8,7389.1,5110.6,3030.7,626.4,1206.1,1743.8,2458.8,3339.1,3076.6,2220.7,1184.4,2004.1,2865.8,4012.8,4797.1,4156.6,2706.7,524.869,983.146,1438.352,2014.105,2550.899,2235.817,1543.577,1038.829,1941.826,2799.002,3988.825,5420.459,4991.257,3573.437
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2302.4,4409.5,7027.7,4200.3,2262.1,1207.8,0.0,388.4,737.5,1021.7,1626.3,1038.1,1207.8,0.0,724.4,1193.5,1777.7,2094.3,1632.1,1207.8,0.0,332.987,619.041,874.056,1228.841,812.336,797.933,0.0,641.687,1181.241,1676.436,2693.321,1708.016,1920.593,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,3173.2,5582.1,8956.7,9938.7,10639.9,9975.5,8210.8,761.2,1316.1,1936.7,2558.7,2893.9,3711.5,4187.8,1355.2,2186.1,3256.7,3932.7,4666.9,5826.5,5762.8,649.389,1110.002,1643.143,2101.244,2426.338,3005.421,3179.361,1263.849,2143.772,3158.983,4156.994,4772.938,6120.051,6812.751
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,2210.0,3443.2,5504.9,3609.2,1608.5,1126.1,278.0,365.0,707.2,932.9,1314.2,663.5,667.1,278.0,695.0,1169.2,1616.9,1722.2,1026.5,856.1,278.0,314.818,590.018,785.474,1004.169,523.404,477.767,184.886,620.548,1195.778,1575.644,2238.819,1107.444,1104.707,440.036
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2381.4,3814.8,4995.8,4983.0,3430.0,2757.5,1834.4,440.4,748.8,1038.8,1152.0,1180.0,1080.5,805.4,782.4,1255.8,1704.8,1785.0,1765.0,1533.5,1036.4,382.223,639.104,881.765,964.743,971.399,865.558,616.577,747.143,1269.824,1751.465,1918.443,1976.669,1784.248,1319.447
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1851.5,2826.3,3689.9,3222.0,1754.0,1030.5,449.7,312.5,501.3,692.9,687.0,614.0,460.5,251.7,540.5,849.3,1094.9,1005.0,878.0,628.5,323.7,271.443,431.911,582.256,569.162,495.708,352.561,183.643,542.553,865.831,1178.536,1155.932,1055.748,783.181,417.103
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2144.6,3621.7,5684.0,4532.7,3177.0,2382.7,1366.9,431.6,750.7,1019.0,1367.7,1140.0,1137.7,985.9,773.6,1206.7,1697.0,1901.7,1689.0,1656.7,1147.9,368.616,626.214,864.598,1078.614,927.348,875.391,690.178,720.966,1229.844,1676.308,2240.454,1892.058,1865.781,1583.848
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,2569.6,5338.9,7410.7,5088.0,2357.2,989.3,0.0,388.6,739.9,1053.7,1683.0,1169.2,989.3,0.0,724.6,1207.9,1833.7,2223.0,1655.2,989.3,0.0,337.001,631.996,912.157,1300.123,883.516,653.981,0.0,637.451,1170.856,1697.917,2714.893,1940.836,1572.521,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,2217.6,3659.1,4499.8,3894.7,2363.3,1330.8,628.9,372.6,644.1,962.8,990.7,827.3,589.8,325.9,666.6,1121.1,1562.8,1461.7,1175.3,802.8,421.9,326.117,560.689,814.033,813.663,665.618,458.329,243.812,631.907,1088.869,1624.993,1643.433,1383.818,983.449,537.992
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,2578.0,4393.6,7153.0,9309.0,5975.3,5140.4,3575.3,592.0,1099.6,1507.0,2076.0,2624.3,2437.4,2120.3,1102.0,1807.6,2515.0,3339.0,3779.3,3520.4,2741.3,496.118,891.224,1241.172,1689.507,2036.089,1866.364,1526.518,1001.318,1823.564,2487.012,3438.627,4361.059,4056.004,3487.558
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,2317.4,4196.3,7667.1,6675.0,4821.8,3328.4,1099.3,514.4,971.3,1394.1,2091.0,2325.8,2149.4,1099.3,964.4,1607.3,2354.1,3159.0,3351.8,2689.4,1099.3,429.891,785.402,1159.784,1650.42,1782.181,1534.022,726.718,860.181,1591.052,2264.594,3418.92,3836.221,3483.332,1747.318
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,2434.2,4349.0,6339.8,6593.9,4232.9,2344.7,1049.9,427.2,773.0,1002.8,1451.9,1166.9,1177.7,1049.9,781.2,1241.0,1716.8,2036.9,1742.9,1747.7,1049.9,365.707,646.549,860.242,1163.895,945.891,892.004,698.036,719.587,1275.319,1665.922,2392.965,1955.571,1933.094,1661.936
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,2410.9,4148.3,6658.5,7128.3,4878.6,3314.8,1758.4,508.9,908.3,1324.5,1701.3,2055.6,1724.8,1077.4,922.9,1508.3,2146.5,2667.3,2874.6,2279.8,1383.4,434.373,759.372,1106.993,1396.937,1602.719,1299.245,781.943,840.483,1465.962,2135.813,2761.307,3356.909,2816.345,1739.273
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2724.6,3987.9,4927.6,6855.3,4142.9,2568.1,1934.1,486.6,891.9,1054.6,1344.3,1637.9,1191.1,998.1,906.6,1473.9,1804.6,2280.3,2423.9,1725.1,1430.1,418.148,743.821,891.479,1129.791,1306.266,920.988,745.875,844.328,1551.661,1819.949,2302.821,2822.196,1979.238,1647.495
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2488.9,4504.8,6399.9,5358.6,3922.1,2951.8,1613.0,448.9,772.8,1044.9,1419.6,1237.1,1331.8,1073.0,796.9,1234.8,1740.9,1989.6,1870.1,1892.8,1244.0,388.642,658.219,901.738,1140.647,1019.547,1030.697,759.037,743.872,1250.149,1694.518,2309.657,2044.257,2207.027,1743.367
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,2255.1,3611.0,4844.9,4442.8,2529.0,1717.1,1059.8,395.1,728.0,932.9,971.8,921.0,784.1,606.8,731.1,1205.0,1514.9,1490.8,1371.0,1141.1,765.8,341.452,614.616,791.613,810.049,744.421,602.917,438.667,678.142,1251.336,1583.433,1636.159,1566.721,1313.707,1006.567
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,3174.2,5453.6,6046.7,5913.9,3514.5,1854.6,1068.3,498.2,1070.6,1492.7,1590.9,1474.5,966.6,618.3,996.2,1952.6,2548.7,2556.9,2182.5,1320.6,816.3,436.705,923.95,1256.62,1308.581,1172.682,732.989,453.275,847.105,1833.88,2541.04,2664.611,2479.122,1569.149,1002.635
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2848.0,4259.3,5272.2,8649.0,5205.9,3054.6,2158.8,535.0,1025.3,1261.2,1677.0,2169.9,1434.6,958.8,1021.0,1709.3,2185.2,2883.0,3123.9,1938.6,1612.8,456.196,842.871,1050.994,1391.677,1704.644,1092.653,744.945,926.506,1774.911,2188.384,2860.177,3709.424,2428.193,1589.985
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,3123.9,5157.6,7781.5,9546.2,10316.4,9308.7,7694.9,720.9,1176.6,1817.5,2127.2,2540.4,3143.7,3161.9,1242.9,1992.6,2981.5,3363.2,4052.4,4769.7,4484.9,624.159,1016.355,1544.328,1799.375,2163.22,2602.092,2524.618,1196.049,1927.695,2976.708,3474.605,4207.21,5198.652,5173.948
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2378.2,4256.9,7661.6,6751.5,4466.3,3046.4,1098.8,500.2,962.9,1358.6,1990.5,2063.3,2029.4,1098.8,944.2,1580.9,2276.6,2944.5,3035.3,2569.4,1098.8,421.225,788.278,1129.668,1564.068,1578.946,1441.304,726.179,831.025,1555.498,2217.108,3299.478,3405.226,3278.294,1746.779
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,2071.7,3398.9,5673.5,4103.4,2451.3,2042.7,977.8,400.7,743.9,939.5,1235.4,915.3,1058.7,824.8,742.7,1181.9,1560.5,1664.4,1443.3,1520.7,887.8,340.111,609.814,790.382,955.076,737.646,785.493,558.161,679.621,1246.084,1573.742,2087.156,1550.556,1758.633,1324.691
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2426.9,4117.4,6513.2,7587.6,4899.7,3705.6,2650.3,539.9,976.4,1353.2,1719.6,2136.7,1923.6,1567.3,989.9,1594.4,2193.2,2739.6,3063.7,2712.6,2107.3,453.096,798.2,1114.072,1395.039,1639.796,1444.234,1144.629,909.426,1609.49,2222.602,2856.309,3552.446,3147.634,2537.199
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,3394.6,5973.4,9751.4,12368.2,12495.7,11489.2,9830.4,838.6,1473.4,2236.4,2882.2,3795.7,4379.2,4457.4,1504.6,2487.4,3700.4,4688.2,5874.7,6602.2,6464.4,712.943,1236.122,1870.674,2399.746,3093.108,3512.062,3470.815,1397.783,2407.052,3649.674,4728.736,6290.118,7276.312,7354.225
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,3124.3,5079.5,7791.3,10076.5,10212.2,9553.3,8429.5,751.3,1227.5,1806.3,2147.5,2706.2,3448.3,3677.5,1303.3,2043.5,2982.3,3464.5,4374.2,5338.3,5321.5,642.728,1041.384,1528.206,1815.173,2278.434,2819.397,2895.769,1265.678,2047.314,2995.356,3540.953,4538.754,5774.007,6101.629
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2309.9,4225.2,6208.5,4153.8,3077.4,2405.5,477.6,395.9,703.2,961.5,1333.8,1100.4,1100.5,342.6,713.9,1147.2,1618.5,1834.8,1649.4,1331.5,342.6,342.158,594.38,821.235,1050.234,898.337,819.779,235.444,666.188,1163.87,1589.565,2204.124,1819.877,1812.989,544.054
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2185.5,3375.0,4972.9,4901.8,3257.2,2882.0,2095.3,424.5,705.0,919.9,989.8,1037.2,1079.0,940.3,742.5,1131.0,1462.9,1490.8,1568.2,1589.0,1222.3,367.635,595.858,783.302,834.328,866.665,872.375,712.123,716.745,1186.318,1523.372,1633.078,1739.035,1793.105,1547.263
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,2218.8,3457.2,5043.3,7053.7,5071.8,2290.7,1444.2,427.8,754.2,1008.3,1170.7,1183.8,910.7,757.2,775.8,1234.2,1656.3,1791.7,1639.8,1309.7,1069.2,364.818,624.426,841.536,969.479,962.39,713.71,569.344,730.968,1283.856,1706.556,1941.599,1986.89,1545.55,1234.894
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2418.2,4313.6,6130.9,5077.3,3754.4,3136.7,1669.2,435.2,743.6,985.9,1369.3,1216.4,1294.7,1006.2,771.2,1181.6,1657.9,1930.3,1831.4,1825.7,1111.2,375.692,628.098,847.911,1094.113,1003.31,1017.002,714.297,729.992,1225.548,1630.791,2255.953,2012.96,2116.052,1632.027
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,3088.3,5108.9,7940.8,9773.6,10017.7,9311.4,8026.9,751.3,1268.9,1832.8,2156.6,2712.7,3488.4,3751.9,1321.3,2108.9,3011.8,3467.6,4404.7,5429.4,5398.9,640.244,1068.654,1544.3,1814.325,2276.595,2831.126,2907.479,1260.374,2109.624,3018.23,3529.665,4505.475,5786.516,6170.249
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1963.3,2952.1,4168.3,4003.5,2321.4,2015.2,1200.5,379.3,606.1,769.3,817.5,884.4,881.2,714.5,655.3,984.1,1225.3,1249.5,1340.4,1295.2,912.5,324.556,509.472,649.05,682.781,722.774,689.354,515.633,652.816,1038.492,1294.26,1365.101,1496.684,1472.894,1174.073
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,2174.5,3310.5,5513.5,3704.7,2095.5,1554.4,372.3,380.5,679.5,941.5,1376.7,868.5,771.4,309.3,698.5,1147.5,1649.5,1874.7,1276.5,981.4,309.3,326.02,563.428,798.123,1069.18,692.641,576.372,208.931,656.98,1171.828,1591.503,2324.95,1456.531,1300.062,500.441
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2429.9,4785.4,7302.9,5112.5,3196.7,2025.7,659.9,437.9,825.4,1104.9,1758.5,1390.7,1485.7,659.9,815.9,1317.4,1920.9,2394.5,2110.7,1809.7,659.9,372.302,686.951,945.524,1347.217,1075.809,1034.211,436.321,726.302,1323.311,1796.654,2878.717,2280.519,2387.451,1048.681
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,3172.5,5151.3,7889.6,10210.2,10594.3,9928.8,9027.2,766.5,1257.3,1862.6,2194.2,2725.3,3499.8,3765.2,1330.5,2097.3,3062.6,3520.2,4411.3,5419.8,5457.2,656.387,1066.818,1571.912,1852.154,2303.88,2876.416,2991.722,1283.657,2085.138,3074.132,3606.164,4545.15,5814.946,6171.272
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2112.2,3633.5,5795.0,4262.5,2933.6,2228.3,977.7,417.2,759.5,986.0,1328.5,1130.6,1136.3,824.7,765.2,1215.5,1643.0,1847.5,1697.6,1598.3,887.7,355.426,627.226,835.717,1045.256,915.304,847.528,558.067,702.616,1258.546,1627.237,2182.016,1891.744,1890.958,1324.597
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2808.7,4228.2,5463.5,7665.1,4661.1,2932.4,2349.9,522.7,1015.2,1221.5,1563.1,1901.1,1369.4,1275.9,1002.7,1675.2,2094.5,2631.1,2789.1,2050.4,1785.9,445.365,832.268,1017.228,1290.33,1501.026,1058.453,931.724,906.105,1765.118,2098.128,2667.78,3270.006,2271.623,2120.534
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2936.8,4908.5,8609.1,8797.0,9316.8,8466.0,6733.4,704.8,1218.5,1835.1,2404.0,2530.8,3237.0,3466.4,1256.8,2052.5,3095.1,3628.0,4105.8,5010.0,4798.4,597.242,1017.609,1544.212,1941.891,2094.949,2581.679,2627.011,1185.362,2028.099,3041.632,3987.201,4254.949,5411.279,5647.321
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1942.6,3057.8,4580.2,3629.0,2090.7,1417.6,589.0,352.6,618.8,818.2,854.0,794.7,697.6,373.0,634.6,1020.8,1304.2,1250.0,1172.7,949.6,445.0,302.49,516.871,684.341,700.304,635.149,519.911,262.678,609.51,1070.071,1381.751,1426.124,1343.569,1178.531,617.638
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,2242.4,3431.5,5392.8,3833.4,1971.7,1286.5,616.0,379.4,698.5,964.8,1343.4,705.7,674.5,436.0,703.4,1160.5,1663.8,1772.4,1065.7,929.5,517.0,328.022,589.064,813.31,1031.347,561.956,507.405,306.174,638.912,1167.134,1623.67,2269.417,1175.366,1094.655,700.554
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1978.1,3460.1,6744.9,3520.5,3160.4,2046.3,0.0,400.1,736.1,1038.9,1714.5,1276.4,1236.3,0.0,742.1,1210.1,1836.9,2296.5,1870.4,1236.3,0.0,335.559,591.159,880.981,1294.018,1008.548,866.427,0.0,682.809,1245.069,1730.071,2856.088,2135.318,1969.647,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,2072.8,3155.6,4276.6,5554.1,3054.0,2390.6,1316.3,419.8,695.6,940.6,1108.1,1143.0,1004.6,671.3,737.8,1139.6,1540.6,1705.1,1644.0,1364.6,935.3,358.914,580.089,788.651,918.696,918.115,790.584,508.583,716.904,1183.569,1596.941,1854.486,1929.505,1704.564,1096.913
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,2744.7,4381.5,6848.3,9566.8,5974.3,3205.8,2658.8,563.7,1108.5,1484.3,2054.8,2458.3,1666.8,1623.8,1085.7,1834.5,2513.3,3329.8,3388.3,2503.8,2244.8,475.258,902.654,1221.917,1675.411,1897.497,1248.14,1170.432,953.038,1846.064,2466.017,3420.601,4094.277,2740.43,2635.812
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,2315.9,3257.9,4612.2,6000.7,3011.5,1667.9,1352.6,425.9,812.9,1006.2,1221.7,1250.5,785.9,776.6,809.9,1334.9,1699.2,1932.7,1736.5,1214.9,1016.6,361.892,661.062,826.817,988.677,967.03,602.716,558.333,740.012,1420.602,1736.987,2088.297,2177.29,1303.396,1291.623
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,3152.7,5410.0,5895.4,5202.5,3511.3,1986.0,969.9,485.7,1045.0,1413.4,1440.5,1354.3,996.0,570.9,971.7,1903.0,2397.4,2298.5,2056.3,1368.0,708.9,426.945,903.835,1194.241,1186.76,1086.234,759.688,415.584,829.275,1797.625,2421.061,2433.98,2278.584,1630.888,932.874
ir_tbp_1_dft-ime_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,2295.2,3108.1,4293.8,5634.9,3046.3,1649.3,1256.0,417.2,732.1,927.8,1119.9,1132.3,755.3,650.0,759.2,1200.1,1557.8,1773.9,1600.3,1109.3,914.0,357.763,607.965,774.231,922.308,890.506,583.79,491.221,718.783,1269.555,1600.731,1905.528,1967.746,1255.1,1058.551
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,2443.0,4517.8,8030.7,7040.7,5189.7,3588.2,1208.4,529.0,992.8,1418.7,2138.7,2429.7,2391.2,1208.4,985.0,1634.8,2396.7,3248.7,3569.7,2985.2,1208.4,446.001,817.222,1189.424,1703.381,1878.468,1702.368,798.577,873.081,1589.092,2280.074,3455.321,3952.098,3854.358,1921.237
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1983.8,3387.7,5364.0,3350.4,2326.9,1351.8,306.9,366.8,633.7,888.0,1226.4,934.9,778.8,306.9,654.8,1047.7,1494.0,1661.4,1333.9,988.8,306.9,315.526,536.361,756.445,956.114,750.352,567.323,203.448,617.236,1041.141,1466.215,2017.034,1564.132,1281.863,486.948
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_bromide_1_smi1_1_s_1,2420.7,3683.8,5353.4,9188.6,5839.2,3443.3,3359.4,524.7,950.8,1129.4,1457.6,1699.2,1427.3,1499.4,968.7,1502.8,1903.4,2345.6,2401.2,2201.3,2531.4,440.521,766.402,942.865,1216.93,1364.374,1114.638,1163.027,901.531,1623.322,1920.115,2429.65,2848.504,2458.338,2486.447
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,2020.0,3451.8,5348.6,3666.5,2608.3,1491.0,676.3,382.0,661.8,962.6,1287.5,940.3,738.0,457.3,682.0,1093.8,1604.6,1731.5,1303.3,999.0,538.3,329.196,559.992,816.005,1003.945,758.476,561.968,323.575,637.056,1082.052,1590.545,2117.575,1575.226,1208.558,738.955
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2822.3,5056.1,6622.5,4970.5,2634.4,1437.0,308.7,425.3,838.1,1126.5,1709.5,1083.4,888.0,308.7,815.3,1426.1,2017.5,2396.5,1581.4,1098.0,308.7,370.572,715.842,964.006,1338.385,854.38,632.088,205.229,724.182,1415.562,1893.076,2889.835,1792.42,1463.898,488.729
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,3279.4,5346.1,8104.9,11776.4,11135.6,10595.2,9932.0,813.4,1365.1,1927.9,2401.4,3065.6,3896.2,4181.0,1431.4,2253.1,3217.9,3916.4,4943.6,6035.2,6296.0,691.598,1143.316,1626.968,2026.255,2562.094,3170.833,3309.931,1371.518,2276.896,3197.588,3969.055,5128.144,6530.983,6990.661
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2356.5,4045.2,6607.4,6760.8,4709.0,3830.5,1992.6,493.5,913.2,1282.4,1651.8,2030.0,1733.5,993.6,913.5,1513.2,2083.4,2602.8,2867.0,2267.5,1182.6,418.99,750.968,1061.095,1347.172,1577.349,1315.29,725.344,832.81,1515.698,2110.495,2744.572,3387.639,2870.07,1628.494
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2618.2,4505.9,7570.6,4951.1,2523.1,1207.8,0.0,446.2,893.9,1258.6,2257.1,1299.1,1207.8,0.0,866.2,1529.9,2368.6,3067.1,1893.1,1207.8,0.0,382.15,744.952,1079.485,1724.324,994.763,797.977,0.0,755.77,1496.092,2103.145,3779.324,2105.903,1920.637,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2517.4,4517.9,6376.4,6584.4,4685.3,3572.7,1989.9,492.4,875.9,1102.4,1616.4,1565.3,1712.7,1674.9,894.4,1385.9,1888.4,2375.4,2390.3,2591.7,1845.9,417.562,722.753,939.749,1292.801,1264.605,1315.688,1140.361,826.852,1442.813,1817.999,2648.891,2593.695,2815.778,2672.521
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,2173.4,3216.0,4626.6,6655.9,3545.5,2565.6,2152.8,451.4,804.0,981.6,1150.9,1274.5,1092.6,1120.8,823.4,1284.0,1611.6,1804.9,1814.5,1686.6,1630.8,381.514,655.256,817.017,954.89,1020.414,858.904,834.646,777.304,1377.026,1663.497,1924.43,2167.794,1839.574,1851.466
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,2255.9,4173.5,5949.1,3920.6,2791.2,1805.5,374.1,380.9,687.5,945.1,1286.6,1003.2,908.5,311.1,692.9,1125.5,1584.1,1751.6,1462.2,1118.5,311.1,328.807,580.222,804.03,1006.007,809.2,668.529,210.733,645.277,1143.682,1572.12,2145.287,1706.71,1546.809,502.243
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,2128.2,3352.3,4524.3,4305.2,2805.2,1636.0,929.0,373.2,595.3,885.3,906.2,795.2,664.0,467.0,637.2,991.3,1395.3,1314.2,1137.2,928.0,635.0,329.94,526.734,760.96,758.944,659.898,527.283,355.339,614.19,963.954,1436.68,1464.274,1306.938,1100.043,763.039
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,3186.7,4987.1,7563.7,9254.8,9632.8,8022.7,5945.9,687.7,1201.1,1767.7,2069.8,2414.8,2793.7,2732.9,1233.7,2041.1,2937.7,3314.8,3884.8,4323.7,3938.9,592.368,1024.124,1490.799,1741.237,2036.495,2278.646,2122.265,1157.628,2014.694,2937.069,3431.317,4050.185,4670.126,4495.115
