id,Z-0_FD_AB,Z-1_FD_AB,Z-2_FD_AB,Z-3_FD_AB,Z-4_FD_AB,Z-5_FD_AB,Z-6_FD_AB,I-0_FD_AB,I-1_FD_AB,I-2_FD_AB,I-3_FD_AB,I-4_FD_AB,I-5_FD_AB,I-6_FD_AB,T-0_FD_AB,T-1_FD_AB,T-2_FD_AB,T-3_FD_AB,T-4_FD_AB,T-5_FD_AB,T-6_FD_AB,S-0_FD_AB,S-1_FD_AB,S-2_FD_AB,S-3_FD_AB,S-4_FD_AB,S-5_FD_AB,S-6_FD_AB,chi-0_FD_AB,chi-1_FD_AB,chi-2_FD_AB,chi-3_FD_AB,chi-4_FD_AB,chi-5_FD_AB,chi-6_FD_AB
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2177.0,3023.0,3701.3,5309.8,2274.4,1140.2,596.3,-43.0,-88.0,-105.7,-144.2,-170.6,-98.8,-45.7,377.0,524.0,704.3,797.8,549.4,288.2,242.3,-108.634,-234.927,-292.821,-391.537,-522.002,-340.71,-224.835,304.706,572.523,734.979,854.663,1035.208,614.04,407.505
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2084.3,3522.8,3852.8,3693.0,1584.9,972.1,419.7,-45.7,-101.2,-149.2,-159.0,-137.1,-77.9,-30.3,350.3,558.8,684.8,579.0,456.9,276.1,167.7,-105.42,-223.259,-350.083,-397.316,-386.569,-304.877,-195.356,263.82,475.501,694.697,717.604,689.531,554.503,354.004
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,2110.8,3854.0,5682.2,3525.3,1363.7,564.2,44.4,-37.2,-94.0,-137.8,-155.7,-106.3,-35.8,-9.6,376.8,560.0,780.2,564.3,379.7,228.2,-0.6,-97.808,-233.252,-310.498,-498.716,-392.672,-270.017,-161.275,264.022,512.758,678.362,914.134,680.638,508.423,267.935
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2105.6,3108.8,5040.7,3379.9,1564.1,926.4,132.3,-39.4,-86.2,-125.3,-172.1,-145.9,-57.6,-20.7,386.6,519.8,783.7,604.9,496.1,404.4,42.3,-107.257,-248.624,-302.331,-548.038,-415.423,-351.518,-287.411,295.613,579.166,680.019,1050.602,731.207,678.322,479.119
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1752.4,2308.9,3514.0,2767.1,1067.1,513.5,204.5,-29.6,-61.1,-74.0,-88.9,-60.9,-26.5,-11.5,270.4,358.9,436.0,289.1,233.1,183.5,60.5,-74.869,-165.251,-203.46,-244.054,-174.268,-141.453,-101.169,223.121,426.499,492.84,524.366,373.772,300.207,197.091
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2085.6,3764.9,6914.2,7780.2,3818.9,1873.4,749.3,-38.4,-90.1,-147.8,-214.8,-231.1,-160.6,-60.7,519.6,707.9,974.2,1339.2,1226.9,919.4,425.3,-140.029,-313.066,-453.152,-659.545,-1019.339,-1001.377,-737.897,373.931,645.614,907.498,1315.175,1850.221,1754.063,1291.963
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1885.6,3606.5,5896.3,2459.7,1121.9,-19.8,0.0,-28.4,-65.5,-109.7,-114.3,-102.1,-19.8,0.0,307.6,390.5,646.3,353.7,491.9,-19.8,0.0,-83.747,-183.921,-257.256,-511.841,-327.776,-429.653,0.0,224.953,378.279,545.124,952.639,567.904,693.007,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2346.8,4137.9,6823.3,7137.3,7438.1,5918.5,3705.2,-65.2,-128.1,-196.7,-242.7,-307.9,-345.5,-317.8,528.8,741.9,1123.3,1131.3,1465.1,1769.5,1257.2,-177.069,-334.202,-490.303,-700.124,-775.558,-1051.521,-1326.261,437.391,699.568,1025.537,1355.626,1571.042,2063.109,2307.129
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,1816.0,2670.8,4479.1,2186.8,881.5,433.9,-8.0,-29.0,-65.2,-92.9,-108.2,-63.5,-25.1,-8.0,301.0,396.8,591.1,299.8,299.5,163.9,-8.0,-79.258,-182.378,-240.374,-418.269,-203.544,-214.487,-101.186,226.472,423.382,549.796,816.381,380.496,412.453,153.964
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1896.6,2983.2,3842.2,3693.0,2114.0,1574.5,973.6,-44.4,-82.8,-114.8,-138.0,-136.0,-102.5,-55.4,297.6,424.2,551.2,495.0,449.0,350.5,175.6,-102.503,-192.404,-271.925,-325.203,-344.519,-317.458,-244.277,262.417,438.316,597.775,628.497,660.751,601.232,458.593
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-sh_1_smi1_1_s_1,1514.5,2279.7,2940.1,2472.0,1090.0,541.5,186.3,-24.5,-45.3,-56.9,-63.0,-50.0,-28.5,-11.7,203.5,302.7,345.1,255.0,214.0,139.5,60.3,-65.583,-114.691,-167.596,-180.902,-168.228,-136.441,-79.723,205.527,319.229,428.684,405.868,391.812,294.179,153.737
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1677.4,2804.3,4558.0,3045.3,1911.0,1157.3,343.1,-35.6,-66.7,-107.0,-119.7,-126.0,-87.7,-37.9,306.4,389.3,571.0,414.3,423.0,431.3,124.1,-98.616,-191.214,-261.358,-408.774,-338.688,-350.091,-333.538,253.734,412.416,550.352,753.066,626.022,640.299,560.132
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,2152.4,4531.1,6239.3,3282.0,1098.8,-17.3,0.0,-28.6,-67.9,-117.7,-123.0,-89.2,-17.3,0.0,307.4,400.1,662.3,417.0,396.8,-17.3,0.0,-80.261,-175.816,-259.297,-505.903,-374.836,-352.661,0.0,220.189,363.044,526.463,908.867,682.484,565.879,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_dft-sh_1_smi1_1_s_1,1808.4,2940.9,3438.2,2795.3,1452.7,691.2,283.1,-36.6,-74.1,-98.8,-108.7,-83.3,-49.8,-19.9,257.4,402.9,501.2,362.3,264.7,163.2,76.1,-83.177,-157.489,-247.513,-285.663,-245.018,-181.249,-101.972,222.613,370.691,563.447,544.107,473.182,343.871,192.208
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1946.0,3214.4,5525.0,7059.0,3144.7,2515.6,1368.7,-40.0,-79.6,-121.0,-174.0,-206.3,-187.4,-86.3,470.0,628.4,887.0,1089.0,948.7,895.6,534.7,-135.818,-288.044,-386.772,-560.547,-794.509,-758.464,-680.098,369.382,644.296,859.068,1188.573,1530.461,1431.176,1280.942
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1768.6,3153.7,6150.9,4413.0,2306.2,1081.6,-19.3,-34.4,-71.3,-122.1,-171.0,-189.8,-97.4,-19.3,415.6,564.7,837.9,897.0,836.2,442.6,-19.3,-118.911,-257.102,-356.324,-611.64,-733.441,-712.682,-391.918,311.379,548.548,748.486,1156.86,1320.599,1236.628,628.682
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,1975.8,3511.0,5240.2,5028.1,2961.1,1093.3,-29.9,-31.2,-65.0,-96.8,-113.9,-104.9,-73.7,-29.9,322.8,403.0,617.2,471.1,471.1,496.3,-29.9,-92.767,-191.449,-239.302,-401.835,-325.971,-359.324,-381.836,261.113,437.321,566.378,827.235,683.709,681.766,582.064
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,1861.1,3159.7,5209.5,5261.7,2645.4,1455.2,623.6,-40.9,-80.3,-124.5,-165.3,-177.6,-134.8,-57.4,373.1,519.7,697.5,800.7,641.4,420.2,248.6,-115.473,-229.152,-341.933,-469.697,-630.419,-560.285,-352.763,290.637,477.438,686.887,894.673,1123.771,956.815,604.567
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2195.4,3008.1,3766.4,5366.7,2331.1,1277.9,885.9,-42.6,-87.9,-106.6,-144.3,-173.9,-99.1,-50.1,377.4,494.1,643.4,791.7,612.1,434.9,381.9,-111.068,-235.981,-269.639,-358.791,-505.626,-369.228,-302.235,315.112,571.859,658.831,814.239,1010.304,689.022,599.385
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1999.1,3655.2,5234.1,3803.4,2533.9,1506.2,493.0,-40.9,-76.8,-120.9,-135.6,-151.1,-113.8,-47.0,307.1,385.2,575.1,434.4,481.9,447.2,124.0,-101.062,-191.479,-264.118,-414.587,-368.607,-414.917,-360.877,254.168,400.451,528.662,754.423,656.103,761.413,623.453
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1824.9,2809.0,3813.1,3363.2,1515.0,880.9,428.2,-35.1,-74.0,-98.9,-107.8,-93.0,-52.1,-24.8,300.9,403.0,483.1,411.2,357.0,304.9,134.2,-88.792,-187.416,-240.213,-269.569,-269.521,-233.257,-193.027,247.898,449.304,551.607,556.541,552.779,477.533,374.873
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2621.8,4236.4,4369.3,4124.1,1873.5,809.4,419.7,-54.2,-146.6,-184.7,-198.9,-166.5,-78.6,-30.3,443.8,735.4,871.3,767.1,541.5,275.4,167.7,-115.705,-293.35,-420.82,-481.181,-468.282,-312.269,-195.395,294.695,616.58,863.6,874.849,838.158,523.891,353.965
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2270.0,3144.7,3901.8,6819.0,2822.1,1493.4,1153.2,-43.0,-89.3,-109.2,-153.0,-213.9,-126.6,-46.8,443.0,594.7,814.8,1053.0,740.1,377.4,607.2,-121.816,-271.731,-319.414,-438.397,-679.244,-468.533,-260.625,348.494,660.309,817.976,1030.103,1325.536,867.007,584.415
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2330.1,3848.4,5778.5,7187.8,7491.6,5817.3,4209.1,-72.9,-132.6,-185.5,-231.2,-284.4,-347.7,-323.9,449.1,683.4,978.5,1004.8,1227.6,1278.3,999.1,-169.659,-292.815,-458.748,-559.055,-661.48,-889.332,-961.138,402.231,618.525,973.632,1116.175,1382.51,1707.228,1688.192
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1845.8,3219.1,6180.4,4606.5,2247.7,931.6,-18.8,-32.2,-74.9,-122.6,-154.5,-155.3,-85.4,-18.8,411.8,543.1,795.4,799.5,816.7,454.6,-18.8,-111.145,-249.478,-351.588,-581.028,-639.706,-673.424,-391.379,298.655,517.742,735.852,1154.382,1186.574,1163.566,629.221
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1642.3,2595.1,4640.5,2772.6,1442.7,933.3,132.2,-28.7,-59.9,-93.5,-95.4,-93.3,-50.7,-20.8,313.3,378.1,527.5,333.6,434.7,411.3,42.2,-89.311,-193.954,-242.642,-375.776,-270.906,-323.853,-287.501,250.199,442.316,540.718,756.304,542.004,649.287,479.029
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1851.1,3064.6,5042.8,5720.4,2612.3,1664.4,1003.7,-35.9,-76.4,-117.2,-147.6,-150.7,-117.6,-79.3,414.1,541.6,722.8,872.4,776.3,671.4,460.7,-122.616,-254.54,-356.392,-472.239,-647.576,-597.034,-502.029,333.714,556.75,752.138,989.031,1265.074,1106.366,890.541
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,2485.4,4358.6,7306.6,9207.8,8354.3,6708.8,5001.6,-70.6,-141.4,-208.4,-278.2,-345.7,-401.2,-371.4,595.4,872.6,1255.6,1527.8,1733.3,1821.8,1635.6,-196.343,-378.602,-574.194,-760.666,-1048.308,-1268.362,-1357.975,488.497,792.328,1204.806,1568.324,2148.702,2495.888,2525.435
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,2305.7,3728.5,5810.7,7707.5,7223.8,5764.7,4434.5,-67.3,-123.5,-174.3,-221.5,-282.2,-340.3,-317.5,484.7,692.5,1001.7,1095.5,1385.8,1549.7,1326.5,-175.868,-309.684,-452.346,-553.853,-709.914,-969.177,-1099.189,447.082,696.246,1014.804,1171.927,1550.406,1985.433,2106.671
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1878.1,3454.8,5143.5,2698.2,1842.6,1242.5,122.4,-35.9,-67.2,-103.5,-121.8,-134.4,-62.5,-12.6,282.1,376.8,553.5,379.2,414.6,168.5,-12.6,-89.558,-176.0,-243.855,-405.414,-336.377,-343.139,-119.824,234.472,393.49,524.475,748.476,585.163,650.071,188.786
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1720.5,2601.0,3955.1,3798.2,2094.8,1696.0,1096.7,-40.5,-69.0,-97.9,-113.8,-125.2,-107.0,-58.3,277.5,357.0,445.1,387.2,405.8,403.0,223.7,-97.395,-178.078,-234.482,-269.308,-295.825,-313.535,-286.483,251.715,412.382,505.588,529.442,576.545,607.195,548.657
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,1759.2,2644.8,3956.7,5786.3,3784.2,1309.3,637.8,-31.8,-58.2,-78.3,-96.7,-103.8,-70.7,-49.2,316.2,421.8,569.7,524.3,352.2,328.3,262.8,-94.758,-188.046,-245.016,-297.899,-325.31,-267.61,-237.124,271.392,471.384,620.004,674.221,699.19,564.23,428.426
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1943.8,3498.4,5035.1,3580.7,2395.6,1729.3,622.8,-39.2,-71.6,-109.9,-127.3,-142.4,-112.7,-40.2,296.8,366.4,562.1,433.7,472.6,418.3,64.8,-98.732,-187.098,-247.791,-402.493,-355.49,-390.422,-332.157,255.568,410.352,535.089,759.347,654.16,708.628,585.573
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2269.7,3711.1,5925.2,7392.4,7016.3,5478.6,3967.1,-67.3,-128.9,-182.8,-224.6,-288.7,-344.4,-307.9,502.7,711.1,996.2,1086.4,1403.3,1596.6,1339.1,-178.364,-329.154,-471.32,-566.865,-724.815,-1001.606,-1152.419,441.766,711.816,1002.61,1148.475,1504.065,1953.784,2110.351
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1552.7,2291.9,3325.7,3100.5,1344.6,1068.8,455.5,-31.3,-54.1,-73.3,-85.5,-92.4,-65.2,-30.5,244.7,323.9,382.7,346.5,363.6,348.8,167.5,-86.116,-150.672,-193.65,-220.301,-253.934,-257.114,-229.433,242.144,378.348,451.56,462.019,519.976,526.426,429.007
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1761.5,2569.5,4482.5,2205.3,1138.5,731.6,53.7,-32.5,-61.5,-89.5,-122.7,-88.5,-51.4,-9.3,285.5,406.5,618.5,375.3,319.5,158.6,-9.3,-87.04,-177.628,-232.863,-430.12,-264.421,-246.432,-109.631,243.92,430.772,560.517,825.65,499.469,477.258,181.879
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1962.1,3890.6,6077.1,3227.5,1687.3,494.3,-11.9,-29.9,-69.4,-120.9,-126.5,-118.7,-45.7,-11.9,348.1,422.6,695.1,509.5,601.3,278.3,-11.9,-95.462,-207.851,-280.184,-537.877,-433.629,-497.091,-235.441,258.538,428.509,570.946,993.623,771.081,856.149,376.919
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2335.5,3764.7,5844.4,7789.8,7579.7,6073.2,4916.8,-70.5,-129.3,-182.6,-226.2,-289.3,-355.8,-345.2,493.5,710.7,1017.4,1099.8,1396.7,1564.2,1346.8,-180.707,-319.818,-473.312,-568.274,-710.64,-979.216,-1118.642,446.563,698.502,1028.908,1185.736,1530.63,1959.314,2060.908
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1661.8,2810.5,4705.0,2817.5,1674.4,1029.7,132.3,-33.2,-63.5,-104.0,-116.5,-128.6,-62.3,-20.7,314.8,392.5,553.0,402.5,438.4,399.7,42.3,-95.026,-195.766,-254.377,-399.836,-343.864,-351.028,-287.407,252.164,435.554,537.143,736.924,632.576,692.402,479.123
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2243.3,3121.8,4124.5,5948.9,2562.9,1441.6,1028.1,-42.7,-91.2,-117.5,-153.1,-197.1,-121.4,-45.9,437.3,568.8,755.5,914.9,690.9,559.6,464.1,-120.045,-274.088,-321.828,-425.85,-597.246,-432.353,-389.984,340.695,658.762,759.072,951.6,1171.734,780.817,798.826
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,2175.2,3575.5,6606.9,6185.0,6541.2,4962.0,3004.6,-56.8,-114.5,-167.1,-208.0,-244.8,-267.0,-262.4,495.2,719.5,1092.9,1016.0,1330.2,1506.0,1069.6,-164.402,-315.369,-457.972,-670.131,-680.689,-922.259,-1101.691,423.718,695.121,1039.448,1375.179,1479.311,1907.341,1918.619
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1561.4,2384.2,3687.8,2689.0,1221.3,682.4,203.0,-28.6,-54.8,-74.2,-86.0,-74.7,-37.6,-13.0,253.4,347.2,411.8,310.0,303.3,214.4,59.0,-78.69,-156.751,-208.061,-239.744,-234.349,-215.231,-123.358,228.33,396.449,489.349,486.076,474.071,443.389,231.602
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1831.6,2664.5,4333.2,2376.6,1202.3,561.5,164.0,-31.4,-68.5,-94.8,-113.4,-63.7,-50.5,-16.0,292.6,393.5,604.2,315.6,296.3,204.5,65.0,-82.862,-177.884,-246.31,-425.467,-207.536,-217.545,-145.734,228.028,400.186,564.05,812.603,405.874,369.705,248.646
