id,Z-0_FD_AB,Z-1_FD_AB,Z-2_FD_AB,Z-3_FD_AB,Z-4_FD_AB,Z-5_FD_AB,Z-6_FD_AB,I-0_FD_AB,I-1_FD_AB,I-2_FD_AB,I-3_FD_AB,I-4_FD_AB,I-5_FD_AB,I-6_FD_AB,T-0_FD_AB,T-1_FD_AB,T-2_FD_AB,T-3_FD_AB,T-4_FD_AB,T-5_FD_AB,T-6_FD_AB,S-0_FD_AB,S-1_FD_AB,S-2_FD_AB,S-3_FD_AB,S-4_FD_AB,S-5_FD_AB,S-6_FD_AB,chi-0_FD_AB,chi-1_FD_AB,chi-2_FD_AB,chi-3_FD_AB,chi-4_FD_AB,chi-5_FD_AB,chi-6_FD_AB
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,2007.1,2933.1,3654.0,2895.7,1126.3,443.3,185.9,-35.9,-84.9,-99.0,-113.3,-70.7,-30.7,-12.1,306.1,452.1,543.0,393.7,244.3,158.3,59.9,-81.983,-188.495,-253.725,-298.46,-221.07,-140.713,-90.754,228.997,447.475,583.755,584.95,442.11,267.077,170.516
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1717.6,2558.2,3982.4,5356.0,1980.3,1804.2,1024.1,-34.4,-63.8,-91.6,-113.0,-137.7,-124.8,-49.9,373.6,464.2,619.4,649.0,600.3,664.2,460.1,-112.816,-232.45,-277.718,-349.075,-450.619,-451.262,-460.319,316.364,560.15,654.862,760.385,895.421,884.488,909.931
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1939.6,3295.8,5938.8,3933.0,1906.5,1079.7,138.0,-31.4,-73.2,-124.2,-153.0,-130.5,-69.3,-27.0,442.6,619.8,979.8,855.0,775.5,566.7,72.0,-116.166,-267.831,-351.166,-615.428,-573.111,-556.965,-425.098,335.664,631.329,824.534,1231.312,1114.779,1032.795,700.922
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1949.0,3602.7,4987.1,3015.6,2091.5,1326.8,385.3,-40.0,-72.3,-112.9,-128.4,-131.5,-86.2,-25.7,266.0,365.7,547.1,351.6,309.5,198.8,64.3,-88.908,-163.005,-247.166,-399.725,-315.457,-284.155,-163.699,218.082,343.605,504.694,712.315,549.143,490.415,285.311
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1781.3,2607.7,3894.4,5767.6,2475.9,2257.6,1928.3,-39.7,-68.3,-95.6,-121.4,-146.1,-142.4,-105.7,362.3,459.7,636.4,661.6,594.9,613.6,503.3,-117.223,-227.246,-283.888,-356.141,-450.465,-444.468,-439.937,319.097,542.704,675.452,786.829,920.565,880.482,832.303
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,1594.8,2443.2,3232.9,2987.5,1430.8,783.5,397.0,-31.2,-55.8,-76.1,-84.5,-72.2,-50.5,-26.0,220.8,316.2,409.9,314.5,251.8,189.5,118.0,-77.248,-129.874,-201.091,-233.234,-220.544,-182.987,-124.865,217.322,327.866,483.599,480.766,467.566,372.853,241.345
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,2198.0,3637.7,5644.1,6592.8,6567.2,4812.8,3163.0,-61.0,-121.3,-166.9,-202.2,-239.8,-281.2,-257.0,467.0,694.7,976.1,1018.8,1272.2,1350.8,1039.0,-163.5,-300.591,-452.216,-548.099,-661.39,-883.28,-964.248,418.29,666.309,998.404,1146.751,1447.7,1774.72,1737.822
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1980.6,3415.7,4969.7,4999.0,3013.5,1513.6,269.5,-32.4,-67.3,-103.3,-116.0,-118.5,-91.4,-45.5,357.6,418.7,628.7,523.0,547.5,712.6,125.5,-101.882,-215.319,-256.475,-410.302,-357.306,-404.241,-532.377,286.318,488.661,589.225,858.218,757.164,810.249,869.373
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1667.7,2440.4,3616.3,4817.8,1812.9,1595.3,881.8,-36.3,-64.6,-88.7,-111.2,-128.1,-114.7,-54.2,311.7,385.4,511.3,554.8,525.9,515.3,377.8,-105.881,-198.441,-233.64,-295.589,-386.46,-398.606,-364.37,288.739,469.149,546.51,641.701,767.19,769.954,696.01
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1840.4,3192.6,4531.9,2958.2,1702.3,884.6,123.2,-28.6,-59.4,-91.1,-89.8,-82.7,-54.4,-20.8,289.4,354.6,496.9,315.2,385.3,389.6,42.2,-84.637,-174.208,-227.706,-353.602,-245.98,-285.964,-274.641,241.013,402.632,505.914,719.408,513.14,560.486,453.819
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1667.7,2512.9,3517.6,3794.1,1841.0,1270.0,714.8,-39.3,-67.1,-94.4,-108.9,-112.0,-92.0,-56.2,254.7,328.9,427.6,374.1,350.0,340.0,243.8,-93.873,-162.092,-222.497,-255.658,-279.086,-274.831,-254.417,240.747,369.898,488.923,491.462,540.334,537.629,460.213
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1894.3,3230.5,6115.3,3248.9,1896.9,653.0,-11.6,-34.7,-75.5,-127.7,-171.1,-155.1,-67.0,-11.6,409.3,605.5,982.3,815.9,705.9,296.0,-11.6,-113.343,-250.953,-341.417,-633.815,-570.878,-569.015,-239.271,310.467,575.817,785.263,1183.705,1035.772,965.335,384.429
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1817.6,2853.2,5136.3,5458.1,2307.5,1582.6,834.2,-33.4,-71.8,-110.7,-136.9,-146.5,-103.4,-47.8,416.6,528.2,672.3,778.1,705.5,682.6,366.2,-116.106,-257.757,-339.759,-442.625,-596.31,-544.002,-483.203,322.944,578.853,727.101,956.485,1180.5,1045.818,912.157
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1736.1,2594.8,3808.3,4022.0,2354.9,1758.0,1261.1,-42.9,-72.2,-100.7,-118.0,-126.1,-117.0,-79.9,269.1,353.8,463.3,404.0,407.9,405.0,268.1,-100.977,-173.497,-241.383,-279.257,-297.267,-317.681,-303.867,253.293,389.273,518.877,543.043,580.443,597.469,548.733
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2348.0,4136.9,7053.3,6665.8,7443.5,6180.3,3850.7,-67.0,-129.1,-191.7,-246.2,-311.5,-344.7,-325.3,497.0,728.9,1128.3,1115.8,1431.5,1572.3,1105.7,-172.146,-316.095,-476.785,-705.401,-772.6,-1032.179,-1200.22,420.714,660.525,1018.955,1366.579,1553.66,2010.181,2037.26
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,2077.3,4079.9,6525.1,5183.2,2992.5,1068.9,-19.2,-37.7,-81.1,-137.9,-180.8,-205.5,-110.1,-19.2,412.3,554.9,822.1,887.2,820.5,429.9,-19.2,-116.413,-249.652,-364.969,-606.978,-736.121,-725.385,-391.77,297.797,507.758,719.741,1121.322,1281.739,1223.925,628.83
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1648.7,2418.9,4609.7,4284.8,1803.1,1529.3,269.3,-28.3,-56.1,-85.3,-104.2,-104.9,-75.7,-45.7,361.7,429.9,646.7,534.8,561.1,728.3,125.3,-104.871,-225.441,-250.902,-424.62,-377.125,-388.574,-532.635,303.219,538.209,629.718,917.34,831.305,825.916,869.115
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2253.9,3088.4,4019.6,6397.8,2698.6,1450.4,1030.6,-44.1,-91.6,-108.4,-160.2,-205.4,-121.6,-49.4,411.9,544.4,767.6,991.8,724.6,448.4,490.6,-119.955,-256.87,-288.873,-423.127,-630.837,-457.667,-310.589,339.405,614.69,745.947,982.493,1231.203,841.273,638.191
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1875.8,2932.5,4678.7,3086.5,1069.1,401.8,-6.4,-29.2,-64.5,-88.3,-108.5,-52.9,-30.2,-6.4,276.8,373.5,556.7,272.5,256.1,158.8,-6.4,-74.442,-159.233,-212.975,-375.989,-176.017,-180.902,-99.554,214.038,371.977,498.925,721.831,348.713,331.828,155.596
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,1767.4,2842.0,3431.6,2519.8,1291.0,776.5,255.9,-38.6,-71.0,-96.4,-114.2,-95.0,-51.5,-14.1,243.4,388.0,473.6,353.8,244.0,128.5,36.9,-83.404,-151.976,-231.612,-278.006,-250.857,-174.466,-79.367,223.316,373.864,537.258,551.854,506.013,361.484,166.333
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1862.0,3408.4,4958.9,2784.9,1781.6,943.7,265.6,-37.0,-68.6,-102.1,-122.1,-126.4,-82.3,-16.4,263.0,351.4,551.9,384.9,380.6,196.7,16.6,-90.307,-165.301,-233.878,-402.062,-331.964,-342.17,-158.369,234.563,364.109,519.572,747.538,599.566,611.98,303.421
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,1637.9,2628.1,4811.3,3348.8,1578.0,679.2,184.9,-30.1,-56.9,-87.7,-101.2,-78.0,-49.8,-16.1,263.9,357.1,518.3,264.8,261.0,202.2,64.9,-80.942,-160.183,-216.408,-349.637,-222.756,-217.068,-146.932,217.918,370.127,502.122,662.293,443.634,388.212,255.788
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2273.4,4061.8,6552.7,6338.8,6996.0,5349.8,3229.9,-63.6,-123.2,-188.3,-234.2,-285.0,-311.2,-289.1,488.4,722.8,1095.7,1043.8,1272.0,1461.8,997.9,-165.307,-306.571,-474.138,-687.362,-723.659,-922.722,-1108.733,404.663,645.629,1004.532,1325.158,1477.651,1804.098,1902.037
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,2117.0,4121.6,6784.1,5428.3,3198.6,1460.7,158.6,-40.0,-84.4,-139.9,-187.7,-221.4,-135.3,-30.4,416.0,557.6,838.1,922.3,918.6,458.7,-30.4,-120.566,-254.876,-366.686,-617.11,-762.607,-804.211,-430.836,310.684,521.104,735.394,1167.62,1339.973,1398.509,715.854
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1843.9,3147.0,4927.2,2825.3,1664.5,1040.7,157.9,-37.1,-75.0,-118.8,-150.7,-135.5,-72.3,-22.1,358.9,492.0,724.2,545.3,470.5,344.7,22.9,-104.736,-228.676,-296.396,-493.286,-420.335,-364.179,-269.322,280.134,526.154,654.154,907.624,787.225,694.371,451.728
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2242.3,3652.7,5668.3,6759.0,6941.1,5466.3,3931.9,-67.7,-124.3,-169.7,-216.0,-270.9,-323.7,-298.1,442.3,673.7,958.3,1011.0,1265.1,1329.3,997.9,-166.209,-287.715,-437.561,-539.263,-663.89,-893.797,-964.984,410.421,631.755,962.719,1113.827,1420.33,1769.993,1726.466
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1746.7,2944.6,4663.8,4651.7,2070.1,1251.7,401.7,-35.3,-67.4,-106.2,-142.3,-149.9,-98.3,-30.3,354.7,502.6,643.8,742.7,549.1,306.7,158.7,-105.989,-213.91,-317.289,-431.147,-583.131,-461.588,-238.96,283.951,481.43,671.991,872.083,1100.229,852.502,432.53
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1873.0,3234.3,4651.3,3259.0,2087.7,1091.3,327.0,-32.0,-65.7,-100.7,-101.0,-93.3,-75.7,-36.0,304.0,372.3,541.3,349.0,413.7,434.3,126.0,-92.325,-187.705,-252.826,-384.837,-269.465,-320.881,-328.729,250.785,416.195,549.554,765.603,549.295,591.149,552.281
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1682.1,2459.9,3510.0,5080.7,1845.0,1666.0,999.2,-36.9,-63.1,-87.0,-112.3,-126.0,-110.0,-65.8,311.1,380.9,525.0,559.7,495.0,451.0,420.2,-105.212,-195.748,-232.91,-295.104,-383.402,-372.914,-325.639,289.198,473.162,573.73,652.866,777.688,764.746,619.871
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1606.5,2568.0,4594.6,3622.2,1769.8,1246.3,-30.5,-31.5,-57.0,-88.4,-118.8,-126.2,-82.7,-30.5,328.5,429.0,661.6,550.2,506.8,487.3,-30.5,-101.891,-204.717,-249.124,-444.486,-410.379,-393.536,-382.43,278.989,482.013,608.036,885.414,812.511,754.204,581.47
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1674.7,2485.7,3782.9,4884.8,1997.3,1500.9,670.7,-35.3,-64.3,-87.1,-113.2,-126.7,-113.1,-58.3,330.7,445.7,626.9,615.8,524.3,480.9,271.7,-107.563,-205.247,-269.843,-355.305,-421.242,-402.843,-362.326,293.597,487.873,649.747,753.645,823.938,756.057,630.104
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1912.5,3127.6,5333.4,5956.9,3091.3,2560.1,1725.2,-43.5,-82.4,-126.6,-169.1,-196.7,-178.9,-107.8,412.5,541.6,731.4,886.9,814.3,706.1,441.2,-129.345,-259.571,-359.746,-485.06,-677.568,-657.334,-556.661,334.125,559.039,747.014,985.63,1272.372,1183.736,993.979
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2734.2,4421.5,7180.6,7073.4,7238.1,5598.0,3183.8,-67.8,-144.5,-211.4,-291.6,-339.9,-333.0,-281.2,568.2,869.5,1366.6,1364.4,1595.1,1710.0,1122.8,-178.355,-358.534,-528.02,-842.193,-880.934,-1071.953,-1167.537,458.605,792.656,1174.6,1676.577,1752.826,2153.287,2027.913
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1610.3,2721.3,4491.2,2307.1,1392.1,653.7,168.1,-33.7,-62.7,-95.8,-113.9,-110.9,-60.3,-11.9,260.3,351.3,540.2,357.1,312.1,194.7,18.1,-86.608,-161.725,-228.975,-391.019,-307.477,-279.735,-144.794,224.492,353.975,510.735,707.851,556.583,484.815,265.306
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,2177.8,3777.1,6440.1,6200.1,6712.8,5068.5,3154.7,-63.2,-119.9,-180.9,-228.9,-280.2,-304.5,-292.3,488.8,726.1,1103.1,1049.1,1276.8,1468.5,994.7,-169.21,-316.266,-472.152,-688.539,-731.78,-929.006,-1115.183,415.28,679.494,1024.668,1345.761,1513.09,1841.374,1906.477
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1907.9,3175.0,5258.0,6896.5,2813.8,1879.6,974.1,-33.1,-74.0,-112.0,-153.5,-162.2,-124.4,-60.9,470.9,628.0,878.0,1073.5,908.8,835.6,560.1,-128.677,-282.185,-382.679,-545.209,-759.861,-686.16,-594.999,365.633,639.085,861.181,1184.771,1507.659,1313.01,1091.511
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2284.9,3642.4,5233.9,3947.0,2085.9,1084.2,324.8,-46.1,-101.6,-148.1,-187.0,-161.1,-94.8,-38.2,373.9,504.4,769.9,599.0,489.9,439.2,123.8,-107.62,-231.39,-312.976,-543.749,-420.524,-368.47,-335.101,275.0,485.22,635.114,982.951,709.276,636.35,557.249
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1648.2,2799.8,4713.8,2266.0,1645.7,1175.4,123.1,-34.8,-62.2,-98.2,-116.0,-124.3,-57.6,-11.9,277.2,375.8,540.8,349.0,334.7,152.4,-11.9,-87.177,-172.649,-239.557,-395.255,-312.327,-281.117,-108.764,227.103,391.741,526.343,735.115,563.853,544.663,171.496
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,2186.6,3629.4,5440.9,6563.3,6616.0,4910.2,3308.7,-63.4,-117.6,-169.1,-210.7,-257.0,-300.8,-255.3,458.6,692.4,955.9,974.3,1189.0,1238.2,968.7,-161.483,-292.314,-449.161,-540.087,-645.364,-848.987,-896.849,404.557,657.486,984.149,1103.403,1382.906,1688.563,1665.451
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2226.3,3576.0,5181.2,3192.9,1575.3,690.4,192.2,-44.7,-99.0,-140.8,-182.1,-134.7,-68.6,-20.8,339.3,489.0,759.2,513.9,372.3,231.4,69.2,-98.812,-208.785,-298.325,-542.604,-364.433,-303.056,-168.823,250.628,436.035,616.585,961.026,590.617,503.524,283.367
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,2052.3,3787.7,5629.5,2771.0,752.2,166.9,0.0,-35.7,-91.3,-130.5,-151.0,-78.8,-13.1,0.0,342.3,544.7,769.5,479.0,227.2,16.9,0.0,-88.995,-210.647,-295.823,-497.77,-337.236,-183.262,0.0,239.655,463.573,659.857,892.01,562.374,328.898,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1959.3,3267.8,5518.2,6165.6,3226.9,2220.5,1347.1,-44.7,-86.2,-133.8,-176.4,-205.1,-182.5,-101.9,411.3,537.8,724.2,879.6,805.9,702.5,447.1,-128.452,-257.005,-358.355,-482.926,-680.028,-677.296,-569.442,327.878,539.945,719.485,955.454,1248.852,1216.274,1041.198
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1942.1,3527.2,4932.1,4110.1,2624.2,1501.6,149.7,-34.9,-66.8,-101.9,-122.9,-126.8,-100.4,-39.3,325.1,419.2,648.1,546.1,506.2,469.6,-39.3,-98.601,-196.441,-256.148,-439.026,-392.177,-397.574,-381.765,271.929,450.839,596.782,898.674,824.323,784.876,606.165
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1660.2,2812.9,4694.0,2813.3,1473.2,932.4,132.2,-28.8,-61.1,-97.0,-102.7,-95.8,-51.6,-20.8,319.2,394.9,560.0,416.3,471.2,410.4,42.2,-92.206,-195.245,-252.213,-396.351,-330.326,-347.532,-287.513,259.424,443.395,552.627,775.689,643.594,687.978,479.017
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1821.1,2920.8,3708.1,3220.7,1491.7,1010.5,428.2,-38.9,-76.2,-110.9,-124.3,-116.3,-66.5,-24.8,303.1,424.8,516.1,454.7,387.7,290.5,134.2,-95.102,-192.689,-265.153,-307.064,-323.155,-267.029,-192.967,253.078,449.551,572.807,592.876,621.425,533.701,374.933
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2284.8,3154.3,4113.6,6883.3,2865.4,1548.7,1148.9,-43.2,-91.7,-110.4,-160.7,-218.6,-131.3,-51.1,448.8,598.3,843.6,1087.3,783.4,498.7,602.9,-124.8,-276.857,-320.749,-460.004,-698.627,-493.302,-343.635,356.82,664.963,817.931,1063.336,1357.333,904.278,716.865
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1865.7,2718.6,4071.8,7188.3,2629.0,2736.9,2785.4,-39.3,-68.4,-95.2,-131.7,-164.0,-164.1,-109.6,416.7,507.6,726.8,840.3,736.0,753.9,922.4,-127.255,-257.413,-292.622,-395.998,-550.773,-544.828,-486.085,357.965,624.047,732.898,924.512,1128.867,1133.972,1061.975
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1670.1,2786.6,4770.8,2533.5,1709.7,1275.0,360.4,-36.9,-66.4,-98.2,-121.5,-126.3,-87.0,-17.6,263.1,353.6,555.8,385.5,380.7,192.0,15.4,-90.515,-166.225,-230.196,-400.144,-326.282,-330.52,-154.94,232.165,364.115,521.064,740.546,584.308,571.13,291.85
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,2100.4,3757.9,7037.9,7592.0,3994.2,3020.6,1528.4,-44.6,-94.1,-153.1,-229.0,-277.8,-228.4,-91.6,519.4,709.9,986.9,1367.0,1294.2,959.6,394.4,-147.577,-319.618,-460.472,-684.178,-1065.154,-1075.439,-803.331,381.023,657.632,923.308,1360.622,1915.496,1869.901,1411.209
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1996.9,3238.5,5507.5,7369.0,3444.9,3176.6,2355.6,-43.1,-82.5,-126.5,-179.0,-215.1,-204.4,-119.4,466.9,589.5,821.5,1066.0,987.9,998.6,726.6,-139.409,-289.848,-368.686,-524.338,-771.533,-764.756,-728.812,372.961,640.272,802.724,1119.302,1494.457,1464.604,1376.018
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,2057.1,3584.8,5143.5,2771.2,1202.2,564.2,44.4,-36.9,-93.2,-136.5,-153.8,-105.8,-35.8,-9.6,377.1,560.8,781.5,566.2,380.2,228.2,-0.6,-98.048,-235.173,-314.656,-504.344,-393.872,-270.036,-161.28,264.922,516.537,685.604,924.466,682.858,508.404,267.93
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1904.2,3459.3,4987.5,3420.8,2330.5,1227.1,352.9,-36.8,-71.7,-112.5,-125.2,-135.5,-95.9,-40.1,311.2,390.3,583.5,444.8,497.5,465.1,130.9,-101.132,-194.675,-266.111,-419.406,-362.147,-411.615,-361.357,259.258,413.875,547.489,763.734,646.723,725.805,604.283
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1646.0,2761.6,4665.5,2246.0,1605.7,1160.6,124.3,-34.0,-61.4,-92.5,-112.0,-116.3,-66.4,-10.7,260.0,358.6,531.5,359.0,366.7,164.6,-10.7,-86.042,-159.641,-222.811,-383.82,-304.201,-302.084,-117.866,227.248,359.779,498.509,718.92,554.579,552.616,190.744
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,1746.3,2918.6,5090.1,3606.7,1700.6,713.5,194.7,-32.7,-66.4,-99.9,-110.3,-87.4,-57.5,-18.3,267.3,353.6,524.1,285.7,329.6,218.5,71.7,-82.019,-159.503,-225.736,-358.837,-240.294,-274.401,-162.216,213.631,337.027,485.894,660.833,449.676,468.849,278.634
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1831.6,3219.2,6433.8,4651.5,2679.1,1921.7,370.8,-37.4,-74.8,-124.2,-178.5,-206.9,-130.3,-34.2,418.6,567.2,853.8,931.5,933.1,463.7,-34.2,-122.647,-261.441,-357.063,-620.199,-752.825,-776.96,-424.127,320.933,559.029,761.367,1197.501,1359.685,1354.51,688.813
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1816.6,3226.1,6309.8,4862.9,2262.7,937.0,-18.9,-31.4,-70.9,-119.2,-165.1,-158.3,-80.0,-18.9,418.6,565.1,840.8,902.9,867.7,460.0,-18.9,-115.162,-255.017,-350.035,-595.262,-714.311,-705.294,-391.461,313.778,546.883,745.265,1148.728,1308.709,1233.756,629.139
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1656.2,2961.1,5938.1,1966.0,1782.9,802.5,0.0,-32.8,-62.9,-106.9,-137.0,-149.1,-52.5,0.0,315.2,417.1,709.1,487.0,558.9,-52.5,0.0,-95.856,-197.623,-259.882,-553.314,-434.207,-498.812,0.0,248.184,422.507,575.048,997.356,744.823,818.788,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1799.1,2882.1,3466.0,2844.3,1490.8,1010.2,439.2,-39.9,-72.9,-101.0,-119.7,-102.2,-60.8,-19.8,254.1,410.1,499.0,378.3,260.8,149.2,52.2,-86.285,-158.224,-248.716,-292.679,-260.406,-185.82,-95.015,224.755,380.006,553.694,565.111,506.214,359.88,184.075
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1808.4,3195.5,6410.2,4580.7,2513.8,1473.5,158.4,-36.6,-74.5,-123.8,-177.3,-204.2,-122.5,-30.6,419.4,567.5,854.2,932.7,935.8,471.5,-30.6,-123.016,-262.223,-357.863,-622.527,-758.366,-791.454,-430.975,324.314,561.997,764.317,1206.423,1380.394,1411.266,715.715
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1814.9,2694.6,4089.4,6878.3,2394.0,2273.9,1701.3,-36.1,-65.4,-89.6,-126.7,-156.0,-153.1,-80.7,419.9,546.6,792.4,863.3,702.0,674.9,711.3,-123.636,-255.545,-310.588,-432.145,-571.108,-535.182,-468.359,354.414,628.135,789.362,993.845,1161.452,1092.168,1000.741
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2260.1,3684.7,5569.8,7003.8,7211.8,5540.1,4144.6,-70.9,-128.3,-178.2,-223.2,-276.2,-336.9,-316.4,451.1,687.7,985.8,1012.8,1235.8,1289.1,1006.6,-170.902,-296.11,-461.082,-559.68,-666.288,-891.444,-956.895,411.878,640.64,1003.968,1144.59,1421.262,1748.676,1703.325
ir_tbp_1_dft-pme3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1603.2,2744.1,4652.3,2092.7,1372.8,567.6,-8.7,-31.8,-60.9,-96.7,-112.3,-115.2,-35.4,-8.7,280.2,377.1,542.3,352.7,343.8,174.6,-8.7,-86.218,-173.178,-239.697,-396.892,-315.002,-289.731,-112.236,227.792,386.352,518.643,716.378,564.238,551.709,171.264
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,2191.2,3789.4,6653.4,6237.0,6588.7,5001.0,3021.8,-58.8,-119.6,-174.6,-216.0,-251.3,-282.0,-281.2,499.2,732.4,1127.4,1104.0,1395.7,1563.0,1077.8,-169.213,-320.497,-471.25,-694.034,-742.577,-976.134,-1159.458,431.027,692.363,1045.76,1400.476,1574.923,1965.606,1973.622
