id,qnat-0_MA_AB,qnat-1_MA_AB,qnat-2_MA_AB,qnat-3_MA_AB,qnat-4_MA_AB,qnat-5_MA_AB,qnat-6_MA_AB,Vnat-0_MA_AB,Vnat-1_MA_AB,Vnat-2_MA_AB,Vnat-3_MA_AB,Vnat-4_MA_AB,Vnat-5_MA_AB,Vnat-6_MA_AB,Ns-0_MA_AB,Ns-1_MA_AB,Ns-2_MA_AB,Ns-3_MA_AB,Ns-4_MA_AB,Ns-5_MA_AB,Ns-6_MA_AB,Np-0_MA_AB,Np-1_MA_AB,Np-2_MA_AB,Np-3_MA_AB,Np-4_MA_AB,Np-5_MA_AB,Np-6_MA_AB,Nd-0_MA_AB,Nd-1_MA_AB,Nd-2_MA_AB,Nd-3_MA_AB,Nd-4_MA_AB,Nd-5_MA_AB,Nd-6_MA_AB,Nlp-0_MA_AB,Nlp-1_MA_AB,Nlp-2_MA_AB,Nlp-3_MA_AB,Nlp-4_MA_AB,Nlp-5_MA_AB,Nlp-6_MA_AB,LPde-0_MA_AB,LPde-1_MA_AB,LPde-2_MA_AB,LPde-3_MA_AB,LPde-4_MA_AB,LPde-5_MA_AB,LPde-6_MA_AB,LPe-0_MA_AB,LPe-1_MA_AB,LPe-2_MA_AB,LPe-3_MA_AB,LPe-4_MA_AB,LPe-5_MA_AB,LPe-6_MA_AB,LPocc-0_MA_AB,LPocc-1_MA_AB,LPocc-2_MA_AB,LPocc-3_MA_AB,LPocc-4_MA_AB,LPocc-5_MA_AB,LPocc-6_MA_AB,LPs-0_MA_AB,LPs-1_MA_AB,LPs-2_MA_AB,LPs-3_MA_AB,LPs-4_MA_AB,LPs-5_MA_AB,LPs-6_MA_AB,LPp-0_MA_AB,LPp-1_MA_AB,LPp-2_MA_AB,LPp-3_MA_AB,LPp-4_MA_AB,LPp-5_MA_AB,LPp-6_MA_AB,LPd-0_MA_AB,LPd-1_MA_AB,LPd-2_MA_AB,LPd-3_MA_AB,LPd-4_MA_AB,LPd-5_MA_AB,LPd-6_MA_AB,Nlv-0_MA_AB,Nlv-1_MA_AB,Nlv-2_MA_AB,Nlv-3_MA_AB,Nlv-4_MA_AB,Nlv-5_MA_AB,Nlv-6_MA_AB,LVde-0_MA_AB,LVde-1_MA_AB,LVde-2_MA_AB,LVde-3_MA_AB,LVde-4_MA_AB,LVde-5_MA_AB,LVde-6_MA_AB,LVe-0_MA_AB,LVe-1_MA_AB,LVe-2_MA_AB,LVe-3_MA_AB,LVe-4_MA_AB,LVe-5_MA_AB,LVe-6_MA_AB,LVocc-0_MA_AB,LVocc-1_MA_AB,LVocc-2_MA_AB,LVocc-3_MA_AB,LVocc-4_MA_AB,LVocc-5_MA_AB,LVocc-6_MA_AB,LVs-0_MA_AB,LVs-1_MA_AB,LVs-2_MA_AB,LVs-3_MA_AB,LVs-4_MA_AB,LVs-5_MA_AB,LVs-6_MA_AB,LVp-0_MA_AB,LVp-1_MA_AB,LVp-2_MA_AB,LVp-3_MA_AB,LVp-4_MA_AB,LVp-5_MA_AB,LVp-6_MA_AB,LVd-0_MA_AB,LVd-1_MA_AB,LVd-2_MA_AB,LVd-3_MA_AB,LVd-4_MA_AB,LVd-5_MA_AB,LVd-6_MA_AB,I-0_MA_AB,I-1_MA_AB,I-2_MA_AB,I-3_MA_AB,I-4_MA_AB,I-5_MA_AB,I-6_MA_AB
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.394737,0.838772,1.672737,0.462949,0.103719,0.0,0.0,305.96975,650.15224,1296.578011,358.842675,80.39508,0.0,0.0,23.582,50.108,99.93,27.657,6.196,0.0,0.0,0.342,0.726,1.448,0.401,0.09,0.0,0.0,282.98,601.302,1199.157,331.88,74.354,0.0,0.0,102.5,217.9,434.5,120.2,26.9,0.0,0.0,2.759055,5.86269,11.691778,3.235832,0.724956,0.0,0.0,-4.711549,-10.011526,-19.965669,-5.525725,-1.237983,0.0,0.0,67.599756,143.642085,286.46086,79.281293,17.762174,0.0,0.0,2.36842,5.032633,10.03642,2.777693,0.622314,0.0,0.0,0.006835,0.014524,0.028965,0.008016,0.001796,0.0,0.0,31.801076,67.573806,134.7603,37.296442,8.355891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,72.6,144.8,40.1,9.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.372971,0.588552,0.934796,1.527021,0.098288,0.0,0.0,304.393082,480.335053,762.915311,1246.248326,80.215557,0.0,0.0,25.159,39.702,63.058,103.008,6.63,0.0,0.0,0.34,0.537,0.852,1.392,0.09,0.0,0.0,280.153,442.085,702.162,1147.006,73.828,0.0,0.0,102.0,161.0,255.6,417.6,26.9,0.0,0.0,1.869616,2.950271,4.685909,7.654594,0.492693,0.0,0.0,-4.405616,-6.952101,-11.04201,-18.037503,-1.160995,0.0,0.0,66.897154,105.564317,167.667617,273.890803,17.629154,0.0,0.0,2.96133,4.673005,7.422126,12.124297,0.780388,0.0,0.0,0.0034,0.005365,0.008521,0.01392,0.000896,0.0,0.0,31.034464,48.972667,77.783199,127.061524,8.178395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,53.7,85.2,139.2,9.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.372971,0.588552,0.934796,1.527021,0.098288,0.0,0.0,304.393082,480.335053,762.915311,1246.248326,80.215557,0.0,0.0,25.159,39.702,63.058,103.008,6.63,0.0,0.0,0.34,0.537,0.852,1.392,0.09,0.0,0.0,280.153,442.085,702.162,1147.006,73.828,0.0,0.0,102.0,161.0,255.6,417.6,26.9,0.0,0.0,1.869616,2.950271,4.685909,7.654594,0.492693,0.0,0.0,-4.405616,-6.952101,-11.04201,-18.037503,-1.160995,0.0,0.0,66.897154,105.564317,167.667617,273.890803,17.629154,0.0,0.0,2.96133,4.673005,7.422126,12.124297,0.780388,0.0,0.0,0.0034,0.005365,0.008521,0.01392,0.000896,0.0,0.0,31.034464,48.972667,77.783199,127.061524,8.178395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,53.7,85.2,139.2,9.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,-3.672926,-8.629727,-9.956847,-15.96527,-1.03147,0.0,0.0,290.203994,681.849033,786.707026,1261.44242,81.498143,0.0,0.0,23.327,54.809,63.237,101.398,6.551,0.0,0.0,0.32,0.751,0.866,1.389,0.09,0.0,0.0,267.465,628.422,725.064,1162.601,75.112,0.0,0.0,127.8,300.3,346.5,555.6,35.9,0.0,0.0,3.844525,9.032908,10.422032,16.711167,1.07966,0.0,0.0,-3.293299,-7.737773,-8.927725,-14.315127,-0.924859,0.0,0.0,63.011744,148.049294,170.81702,273.895908,17.695622,0.0,0.0,2.051521,4.820154,5.56142,8.917438,0.57613,0.0,0.0,0.003196,0.007508,0.008663,0.01389,0.000897,0.0,0.0,29.900445,70.252614,81.056396,129.969573,8.396958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.1,86.6,138.9,9.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,-3.672926,-8.629727,-9.956847,-15.96527,-1.03147,0.0,0.0,290.203994,681.849033,786.707026,1261.44242,81.498143,0.0,0.0,23.327,54.809,63.237,101.398,6.551,0.0,0.0,0.32,0.751,0.866,1.389,0.09,0.0,0.0,267.465,628.422,725.064,1162.601,75.112,0.0,0.0,127.8,300.3,346.5,555.6,35.9,0.0,0.0,3.844525,9.032908,10.422032,16.711167,1.07966,0.0,0.0,-3.293299,-7.737773,-8.927725,-14.315127,-0.924859,0.0,0.0,63.011744,148.049294,170.81702,273.895908,17.695622,0.0,0.0,2.051521,4.820154,5.56142,8.917438,0.57613,0.0,0.0,0.003196,0.007508,0.008663,0.01389,0.000897,0.0,0.0,29.900445,70.252614,81.056396,129.969573,8.396958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.1,86.6,138.9,9.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,3.414471,5.777002,10.618643,7.627517,0.0,0.0,0.0,335.508929,567.653342,1043.397276,749.486582,0.0,0.0,0.0,28.003,47.379,87.086,62.555,0.0,0.0,0.0,0.378,0.64,1.177,0.845,0.0,0.0,0.0,308.79,522.446,960.303,689.799,0.0,0.0,0.0,151.4,256.1,470.7,338.1,0.0,0.0,0.0,1.852737,3.134678,5.761817,4.138792,0.0,0.0,0.0,-5.170333,-8.747775,-16.079188,-11.549902,0.0,0.0,0.0,74.742208,126.457631,232.44036,166.9651,0.0,0.0,0.0,4.086921,6.914731,12.70989,9.129689,0.0,0.0,0.0,0.007568,0.012805,0.023537,0.016907,0.0,0.0,0.0,33.747368,57.097754,104.950744,75.38756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,64.0,117.7,84.5,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,3.414471,5.777002,10.618643,7.627517,0.0,0.0,0.0,335.508929,567.653342,1043.397276,749.486582,0.0,0.0,0.0,28.003,47.379,87.086,62.555,0.0,0.0,0.0,0.378,0.64,1.177,0.845,0.0,0.0,0.0,308.79,522.446,960.303,689.799,0.0,0.0,0.0,151.4,256.1,470.7,338.1,0.0,0.0,0.0,1.852737,3.134678,5.761817,4.138792,0.0,0.0,0.0,-5.170333,-8.747775,-16.079188,-11.549902,0.0,0.0,0.0,74.742208,126.457631,232.44036,166.9651,0.0,0.0,0.0,4.086921,6.914731,12.70989,9.129689,0.0,0.0,0.0,0.007568,0.012805,0.023537,0.016907,0.0,0.0,0.0,33.747368,57.097754,104.950744,75.38756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8,64.0,117.7,84.5,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,-8.871203,-17.815727,-25.46955,-22.35914,0.0,0.0,0.0,404.853452,813.053045,1162.349177,1020.399955,0.0,0.0,0.0,33.138,66.549,95.14,83.521,0.0,0.0,0.0,0.442,0.887,1.269,1.114,0.0,0.0,0.0,372.91,748.903,1070.64,939.89,0.0,0.0,0.0,176.7,354.9,507.4,445.4,0.0,0.0,0.0,3.761358,7.553804,10.798998,9.480195,0.0,0.0,0.0,-4.261518,-8.558257,-12.234974,-10.740806,0.0,0.0,0.0,86.916844,174.552062,249.541462,219.066784,0.0,0.0,0.0,3.327032,6.681563,9.552033,8.385513,0.0,0.0,0.0,0.004418,0.008873,0.012685,0.011136,0.0,0.0,0.0,40.847828,82.033267,117.27562,102.953604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,88.7,126.9,111.4,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,-8.871203,-17.815727,-25.46955,-22.35914,0.0,0.0,0.0,404.853452,813.053045,1162.349177,1020.399955,0.0,0.0,0.0,33.138,66.549,95.14,83.521,0.0,0.0,0.0,0.442,0.887,1.269,1.114,0.0,0.0,0.0,372.91,748.903,1070.64,939.89,0.0,0.0,0.0,176.7,354.9,507.4,445.4,0.0,0.0,0.0,3.761358,7.553804,10.798998,9.480195,0.0,0.0,0.0,-4.261518,-8.558257,-12.234974,-10.740806,0.0,0.0,0.0,86.916844,174.552062,249.541462,219.066784,0.0,0.0,0.0,3.327032,6.681563,9.552033,8.385513,0.0,0.0,0.0,0.004418,0.008873,0.012685,0.011136,0.0,0.0,0.0,40.847828,82.033267,117.27562,102.953604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,88.7,126.9,111.4,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,-5.58561,-11.227294,-16.273464,-13.806332,0.0,0.0,0.0,396.044767,796.065451,1153.861579,978.930863,0.0,0.0,0.0,31.409,63.134,91.51,77.636,0.0,0.0,0.0,0.872,1.754,2.542,2.157,0.0,0.0,0.0,365.569,734.807,1065.071,903.601,0.0,0.0,0.0,174.5,350.7,508.4,431.3,0.0,0.0,0.0,3.652633,7.341935,10.641809,9.028462,0.0,0.0,0.0,-5.310343,-10.673996,-15.471484,-13.125936,0.0,0.0,0.0,86.081382,173.02694,250.794879,212.773223,0.0,0.0,0.0,3.437567,6.909643,10.015222,8.496868,0.0,0.0,0.0,0.008725,0.017537,0.025419,0.021566,0.0,0.0,0.0,40.177652,80.758649,117.056082,99.309842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,87.7,127.1,107.8,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,-5.58561,-11.227294,-16.273464,-13.806332,0.0,0.0,0.0,396.044767,796.065451,1153.861579,978.930863,0.0,0.0,0.0,31.409,63.134,91.51,77.636,0.0,0.0,0.0,0.872,1.754,2.542,2.157,0.0,0.0,0.0,365.569,734.807,1065.071,903.601,0.0,0.0,0.0,174.5,350.7,508.4,431.3,0.0,0.0,0.0,3.652633,7.341935,10.641809,9.028462,0.0,0.0,0.0,-5.310343,-10.673996,-15.471484,-13.125936,0.0,0.0,0.0,86.081382,173.02694,250.794879,212.773223,0.0,0.0,0.0,3.437567,6.909643,10.015222,8.496868,0.0,0.0,0.0,0.008725,0.017537,0.025419,0.021566,0.0,0.0,0.0,40.177652,80.758649,117.056082,99.309842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,87.7,127.1,107.8,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,-0.854757,-1.997085,-3.243876,-1.07242,-0.24011,0.0,0.0,286.271549,668.855211,1086.425086,359.170353,80.416677,0.0,0.0,23.575,55.082,89.47,29.578,6.622,0.0,0.0,0.319,0.744,1.209,0.4,0.089,0.0,0.0,263.786,616.32,1001.092,330.959,74.1,0.0,0.0,127.4,297.7,483.6,159.9,35.8,0.0,0.0,1.736912,4.058184,6.591729,2.179215,0.487917,0.0,0.0,-4.534385,-10.594301,-17.208379,-5.689062,-1.273756,0.0,0.0,63.023903,147.251328,239.181117,79.072885,17.704074,0.0,0.0,2.83857,6.632138,10.772617,3.56141,0.797384,0.0,0.0,0.006372,0.014887,0.024181,0.007994,0.00179,0.0,0.0,29.013309,67.787745,110.107996,36.401523,8.150142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,74.4,120.9,40.0,8.9,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,-0.854757,-1.997085,-3.243876,-1.07242,-0.24011,0.0,0.0,286.271549,668.855211,1086.425086,359.170353,80.416677,0.0,0.0,23.575,55.082,89.47,29.578,6.622,0.0,0.0,0.319,0.744,1.209,0.4,0.089,0.0,0.0,263.786,616.32,1001.092,330.959,74.1,0.0,0.0,127.4,297.7,483.6,159.9,35.8,0.0,0.0,1.736912,4.058184,6.591729,2.179215,0.487917,0.0,0.0,-4.534385,-10.594301,-17.208379,-5.689062,-1.273756,0.0,0.0,63.023903,147.251328,239.181117,79.072885,17.704074,0.0,0.0,2.83857,6.632138,10.772617,3.56141,0.797384,0.0,0.0,0.006372,0.014887,0.024181,0.007994,0.00179,0.0,0.0,29.013309,67.787745,110.107996,36.401523,8.150142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,74.4,120.9,40.0,8.9,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.220752,0.452535,0.628263,0.716908,0.0,0.0,0.0,307.737233,630.853078,875.825539,999.399678,0.0,0.0,0.0,24.719,50.673,70.35,80.276,0.0,0.0,0.0,0.343,0.704,0.977,1.115,0.0,0.0,0.0,283.578,581.328,807.069,920.942,0.0,0.0,0.0,103.0,211.1,293.1,334.5,0.0,0.0,0.0,4.320624,8.857163,12.29657,14.031548,0.0,0.0,0.0,-1.338587,-2.744067,-3.809641,-4.34716,0.0,0.0,0.0,67.727192,138.838927,192.75277,219.949119,0.0,0.0,0.0,2.859817,5.862548,8.139089,9.287469,0.0,0.0,0.0,0.006866,0.014076,0.019542,0.022299,0.0,0.0,0.0,31.464851,64.502102,89.549517,102.184458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,70.4,97.7,111.5,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.220752,0.452535,0.628263,0.716908,0.0,0.0,0.0,307.737233,630.853078,875.825539,999.399678,0.0,0.0,0.0,24.719,50.673,70.35,80.276,0.0,0.0,0.0,0.343,0.704,0.977,1.115,0.0,0.0,0.0,283.578,581.328,807.069,920.942,0.0,0.0,0.0,103.0,211.1,293.1,334.5,0.0,0.0,0.0,4.320624,8.857163,12.29657,14.031548,0.0,0.0,0.0,-1.338587,-2.744067,-3.809641,-4.34716,0.0,0.0,0.0,67.727192,138.838927,192.75277,219.949119,0.0,0.0,0.0,2.859817,5.862548,8.139089,9.287469,0.0,0.0,0.0,0.006866,0.014076,0.019542,0.022299,0.0,0.0,0.0,31.464851,64.502102,89.549517,102.184458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,70.4,97.7,111.5,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,-1.271835,-2.900594,-3.859347,-3.152011,-0.354685,0.0,0.0,290.043766,661.484395,880.129546,718.820494,80.886421,0.0,0.0,22.539,51.403,68.393,55.858,6.286,0.0,0.0,0.322,0.734,0.977,0.798,0.09,0.0,0.0,268.212,611.695,813.883,664.715,74.798,0.0,0.0,128.8,293.7,390.8,319.2,35.9,0.0,0.0,3.872496,8.831757,11.75098,9.597275,1.079949,0.0,0.0,-2.721727,-6.20727,-8.259003,-6.745304,-0.759026,0.0,0.0,63.663558,145.193432,193.185252,157.778498,17.754277,0.0,0.0,1.976979,4.508771,5.999087,4.899582,0.551333,0.0,0.0,0.00322,0.007343,0.00977,0.00798,0.000898,0.0,0.0,30.218158,68.916634,91.69614,74.890185,8.427137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,73.4,97.7,79.8,9.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,-1.271835,-2.900594,-3.859347,-3.152011,-0.354685,0.0,0.0,290.043766,661.484395,880.129546,718.820494,80.886421,0.0,0.0,22.539,51.403,68.393,55.858,6.286,0.0,0.0,0.322,0.734,0.977,0.798,0.09,0.0,0.0,268.212,611.695,813.883,664.715,74.798,0.0,0.0,128.8,293.7,390.8,319.2,35.9,0.0,0.0,3.872496,8.831757,11.75098,9.597275,1.079949,0.0,0.0,-2.721727,-6.20727,-8.259003,-6.745304,-0.759026,0.0,0.0,63.663558,145.193432,193.185252,157.778498,17.754277,0.0,0.0,1.976979,4.508771,5.999087,4.899582,0.551333,0.0,0.0,0.00322,0.007343,0.00977,0.00798,0.000898,0.0,0.0,30.218158,68.916634,91.69614,74.890185,8.427137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,73.4,97.7,79.8,9.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,-3.580309,-7.393631,-13.383188,-4.137671,-0.926996,0.0,0.0,314.516005,649.501234,1175.660151,363.478022,81.432966,0.0,0.0,24.644,50.892,92.119,28.48,6.381,0.0,0.0,0.694,1.434,2.595,0.802,0.18,0.0,0.0,290.52,599.948,1085.965,335.747,75.22,0.0,0.0,104.1,215.0,389.2,120.3,27.0,0.0,0.0,1.792411,3.701474,6.700027,2.071443,0.464082,0.0,0.0,-5.424784,-11.202623,-20.277832,-6.269283,-1.404559,0.0,0.0,68.636416,141.739804,256.562775,79.321333,17.77101,0.0,0.0,2.21101,4.565916,8.264751,2.555207,0.572464,0.0,0.0,0.006942,0.014336,0.025949,0.008023,0.001797,0.0,0.0,32.491782,67.098183,121.454211,37.549913,8.412615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,71.7,129.7,40.1,9.0,0.0,0.0
