,epoch,learning_rate,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r_squared,val_r_squared,test_r_squared
0,1,1.0,0.9685071,1.3836015,1.2877935,1.3034102,1.9494585,1.6373607,0.9108087942004204,0.7934947460889816,0.8362051248550415
1,2,1.0,1.0570571,1.3028175,1.2964187,1.4110413,1.7330315,1.6363047,0.8954704105854034,0.8368015587329865,0.8364163041114807
2,3,1.0,1.1025171,1.2865404,1.3003987,1.4657311,1.6730654,1.6542491,0.8872105553746223,0.8479000926017761,0.8328088074922562
3,4,1.0,1.1223427,1.2707132,1.2955964,1.4921304,1.6699101,1.6565729,0.8831110671162605,0.8484732806682587,0.8323387503623962
4,5,1.0,1.1269237,1.2551745,1.3075931,1.4993713,1.6578366,1.6728407,0.8819738626480103,0.8506564199924469,0.8290296643972397
5,6,1.0,1.1242367,1.2592118,1.3075931,1.4941629,1.651401,1.6728407,0.8827924206852913,0.8518136441707611,0.8290296643972397
6,7,1.0,1.1115096,1.2348455,1.2647545,1.4822848,1.6194812,1.6472026,0.8846485316753387,0.8574868589639664,0.8342301100492477
7,8,1.0,1.1061747,1.2321169,1.2533637,1.4716703,1.6192678,1.637895,0.8862946704030037,0.8575243949890137,0.8360982090234756
8,9,1.0,1.1002393,1.2202871,1.279097,1.4678451,1.6035478,1.6642579,0.8868849873542786,0.8602773100137711,0.8307795524597168
9,10,1.0,1.1063607,1.2277732,1.279097,1.4745712,1.6233219,1.6642579,0.8858459517359734,0.8568100929260254,0.8307795524597168
10,11,1.0,1.1149987,1.2351986,1.279097,1.4875592,1.6412123,1.6642579,0.8838261738419533,0.8536365479230881,0.8307795524597168
11,12,1.0,1.1273147,1.23897,1.279097,1.5004174,1.6496497,1.6642579,0.8818091228604317,0.8521277755498886,0.8307795524597168
12,13,1.0,1.1360723,1.251621,1.279097,1.5105575,1.6629058,1.6642579,0.8802061975002289,0.8497417122125626,0.8307795524597168
13,14,1.0,1.14252,1.2464541,1.279097,1.5175407,1.668004,1.6642579,0.8790960609912872,0.8488189876079559,0.8307795524597168
14,15,1.0,1.1406697,1.2486116,1.279097,1.5173099,1.6695307,1.6642579,0.879132829606533,0.8485420793294907,0.8307795524597168
15,16,0.7,1.1381893,1.2505642,1.279097,1.5143161,1.6725869,1.6642579,0.8796093240380287,0.8479870855808258,0.8307795524597168
16,17,0.7,1.1318938,1.2434233,1.279097,1.5066757,1.6609436,1.6642579,0.8808211013674736,0.850096121430397,0.8307795524597168
17,18,0.7,1.1244091,1.2362937,1.279097,1.4976107,1.6567961,1.6642579,0.8822508752346039,0.8508438467979431,0.8307795524597168
18,19,0.7,1.1156479,1.2392887,1.279097,1.4858015,1.6546475,1.6642579,0.8841005638241768,0.8512304425239563,0.8307795524597168
19,20,0.7,1.1050308,1.2255592,1.279097,1.4717124,1.6287729,1.6642579,0.8862881660461426,0.8558468371629715,0.8307795524597168
20,21,0.7,1.0900371,1.2195555,1.2634617,1.4568702,1.620204,1.6514887,0.8885701596736908,0.8573596328496933,0.833366334438324
21,22,0.7,1.0813683,1.2005186,1.2621362,1.444142,1.5977473,1.65038,0.8905087038874626,0.8612863123416901,0.83358995616436
22,23,0.7,1.073626,1.2023543,1.2621362,1.4334242,1.595192,1.65038,0.8921278640627861,0.8617296665906906,0.83358995616436
23,24,0.7,1.0677348,1.2006221,1.2621362,1.4262202,1.5847466,1.65038,0.8932094275951385,0.8635345250368118,0.83358995616436
24,25,0.7,1.0628247,1.1986994,1.2718062,1.4218014,1.5666401,1.6608362,0.8938701152801514,0.8666350990533829,0.8314746767282486
25,26,0.7,1.059247,1.1940043,1.275927,1.4187269,1.5553113,1.6593049,0.8943286165595055,0.8685569018125534,0.8317852765321732
26,27,0.7,1.0558177,1.1896461,1.2704184,1.4150412,1.5504892,1.6614084,0.8948769494891167,0.869370698928833,0.8313585221767426
27,28,0.7,1.0544391,1.1855694,1.2709359,1.4109582,1.5473111,1.6643772,0.8954827189445496,0.8699056655168533,0.830755278468132
28,29,0.7,1.0508118,1.18465,1.271189,1.4062299,1.5457197,1.6689351,0.8961820602416992,0.8701731264591217,0.829827070236206
29,30,0.7,1.0434698,1.1833465,1.2824073,1.3985047,1.5336051,1.6727169,0.8973195776343346,0.8722001910209656,0.8290549665689468
30,31,0.7,1.0366228,1.1718047,1.2781231,1.3891544,1.5217339,1.6715724,0.898688018321991,0.8741710633039474,0.8292887955904007
31,32,0.7,1.0268003,1.1755513,1.2781231,1.3776498,1.511914,1.6715724,0.9003591313958168,0.8757898062467575,0.8292887955904007
32,33,0.7,1.0145881,1.1662471,1.2874831,1.3644737,1.4933444,1.6848271,0.9022559970617294,0.8788221925497055,0.8265707790851593
33,34,0.7,1.003154,1.1706667,1.2874831,1.3494056,1.494763,1.6848271,0.9044028669595718,0.8785918727517128,0.8265707790851593
34,35,0.7,0.99053776,1.1497337,1.2796236,1.3337235,1.4705491,1.6890558,0.9066119343042374,0.8824934214353561,0.825699120759964
35,36,0.7,0.9810072,1.1526456,1.2796236,1.3192947,1.479801,1.6890558,0.9086216315627098,0.8810101896524429,0.825699120759964
36,37,0.7,0.96816355,1.1377258,1.2794453,1.304714,1.4681714,1.691964,0.9106302708387375,0.882873110473156,0.8250983506441116
37,38,0.7,0.95579547,1.1350895,1.2760106,1.2909204,1.4640819,1.6920261,0.912509948015213,0.8835247159004211,0.8250855356454849
38,39,0.7,0.9458681,1.1296461,1.2699853,1.2800374,1.4590207,1.6847087,0.9139788821339607,0.8843285962939262,0.8265951424837112
39,40,0.7,0.9366024,1.1400152,1.2699853,1.2684215,1.4721118,1.6847087,0.9155330210924149,0.8822435587644577,0.8265951424837112
40,41,0.7,0.9279499,1.1332662,1.2699853,1.2579578,1.4673004,1.6847087,0.9169208705425262,0.8830120414495468,0.8265951424837112
41,42,0.7,0.91949695,1.1354625,1.2699853,1.248593,1.4645452,1.6847087,0.9181532189249992,0.8834509626030922,0.8265951424837112
42,43,0.7,0.9111331,1.1315584,1.2699853,1.2384734,1.4526719,1.6847087,0.9194745495915413,0.8853330686688423,0.8265951424837112
43,44,0.7,0.9037551,1.1263015,1.2486143,1.2284583,1.4548143,1.6851649,0.9207716584205627,0.8849946036934853,0.8265012204647064
44,45,0.7,0.8934697,1.1339179,1.2486143,1.2184372,1.4653234,1.6851649,0.9220589771866798,0.883327066898346,0.8265012204647064
45,46,0.7,0.8852711,1.1251509,1.2454337,1.2074405,1.4582053,1.6790386,0.9234595075249672,0.8844578415155411,0.8277603983879089
46,47,0.7,0.874675,1.1264029,1.2454337,1.1964537,1.4668072,1.6790386,0.9248460903763771,0.8830906748771667,0.8277603983879089
47,48,0.7,0.86710674,1.1123401,1.2418506,1.1856526,1.4637814,1.6858481,0.9261968731880188,0.8835725113749504,0.8263605087995529
48,49,0.7,0.8550752,1.1150382,1.2418506,1.1731355,1.4598947,1.6858481,0.9277469590306282,0.8841899707913399,0.8263605087995529
49,50,0.7,0.8456765,1.1292282,1.2418506,1.161959,1.4788628,1.6858481,0.9291171059012413,0.8811610341072083,0.8263605087995529
