id,qnat-0_MA_AA,qnat-1_MA_AA,qnat-2_MA_AA,qnat-3_MA_AA,qnat-4_MA_AA,qnat-5_MA_AA,qnat-6_MA_AA,Vnat-0_MA_AA,Vnat-1_MA_AA,Vnat-2_MA_AA,Vnat-3_MA_AA,Vnat-4_MA_AA,Vnat-5_MA_AA,Vnat-6_MA_AA,Ns-0_MA_AA,Ns-1_MA_AA,Ns-2_MA_AA,Ns-3_MA_AA,Ns-4_MA_AA,Ns-5_MA_AA,Ns-6_MA_AA,Np-0_MA_AA,Np-1_MA_AA,Np-2_MA_AA,Np-3_MA_AA,Np-4_MA_AA,Np-5_MA_AA,Np-6_MA_AA,Nd-0_MA_AA,Nd-1_MA_AA,Nd-2_MA_AA,Nd-3_MA_AA,Nd-4_MA_AA,Nd-5_MA_AA,Nd-6_MA_AA,Nlp-0_MA_AA,Nlp-1_MA_AA,Nlp-2_MA_AA,Nlp-3_MA_AA,Nlp-4_MA_AA,Nlp-5_MA_AA,Nlp-6_MA_AA,LPde-0_MA_AA,LPde-1_MA_AA,LPde-2_MA_AA,LPde-3_MA_AA,LPde-4_MA_AA,LPde-5_MA_AA,LPde-6_MA_AA,LPe-0_MA_AA,LPe-1_MA_AA,LPe-2_MA_AA,LPe-3_MA_AA,LPe-4_MA_AA,LPe-5_MA_AA,LPe-6_MA_AA,LPocc-0_MA_AA,LPocc-1_MA_AA,LPocc-2_MA_AA,LPocc-3_MA_AA,LPocc-4_MA_AA,LPocc-5_MA_AA,LPocc-6_MA_AA,LPs-0_MA_AA,LPs-1_MA_AA,LPs-2_MA_AA,LPs-3_MA_AA,LPs-4_MA_AA,LPs-5_MA_AA,LPs-6_MA_AA,LPp-0_MA_AA,LPp-1_MA_AA,LPp-2_MA_AA,LPp-3_MA_AA,LPp-4_MA_AA,LPp-5_MA_AA,LPp-6_MA_AA,LPd-0_MA_AA,LPd-1_MA_AA,LPd-2_MA_AA,LPd-3_MA_AA,LPd-4_MA_AA,LPd-5_MA_AA,LPd-6_MA_AA,Nlv-0_MA_AA,Nlv-1_MA_AA,Nlv-2_MA_AA,Nlv-3_MA_AA,Nlv-4_MA_AA,Nlv-5_MA_AA,Nlv-6_MA_AA,LVde-0_MA_AA,LVde-1_MA_AA,LVde-2_MA_AA,LVde-3_MA_AA,LVde-4_MA_AA,LVde-5_MA_AA,LVde-6_MA_AA,LVe-0_MA_AA,LVe-1_MA_AA,LVe-2_MA_AA,LVe-3_MA_AA,LVe-4_MA_AA,LVe-5_MA_AA,LVe-6_MA_AA,LVocc-0_MA_AA,LVocc-1_MA_AA,LVocc-2_MA_AA,LVocc-3_MA_AA,LVocc-4_MA_AA,LVocc-5_MA_AA,LVocc-6_MA_AA,LVs-0_MA_AA,LVs-1_MA_AA,LVs-2_MA_AA,LVs-3_MA_AA,LVs-4_MA_AA,LVs-5_MA_AA,LVs-6_MA_AA,LVp-0_MA_AA,LVp-1_MA_AA,LVp-2_MA_AA,LVp-3_MA_AA,LVp-4_MA_AA,LVp-5_MA_AA,LVp-6_MA_AA,LVd-0_MA_AA,LVd-1_MA_AA,LVd-2_MA_AA,LVd-3_MA_AA,LVd-4_MA_AA,LVd-5_MA_AA,LVd-6_MA_AA,I-0_MA_AA,I-1_MA_AA,I-2_MA_AA,I-3_MA_AA,I-4_MA_AA,I-5_MA_AA,I-6_MA_AA
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.024611,-0.102025,0.391367,0.284348,-0.5983,0.0,0.0,83.297566,138.593532,296.010803,316.678055,110.854053,0.0,0.0,0.548,3.36,5.535,6.549,8.998,0.0,0.0,0.0,0.108,0.25,0.259,0.0,0.0,0.0,70.56,0.252,0.084,0.0,0.0,0.0,0.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.027001,0.0,0.0,0.0,0.0,0.0,0.0,7.4e-05,0.002091,0.007948,0.0,0.0,0.0,0.0,3.841208,5.778648,9.852261,0.0,0.0,0.0,0.0,0.005595,0.068008,0.039868,0.0,0.0,0.0,0.0,0.0,0.000109,0.000247,0.0,0.0,0.0,0.0,0.855625,0.0,0.000555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,16.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.026302,-0.134248,0.391631,0.220939,-0.466606,-0.038018,0.0,83.195195,263.831528,231.26614,285.087068,128.358702,6.95715,0.0,0.533,6.044,4.154,6.212,7.884,0.555,0.0,0.0,0.208,0.197,0.228,0.033,0.0,0.0,70.728,0.673,0.0,0.0,0.0,0.0,0.0,16.0,28.0,4.0,0.0,0.0,0.0,0.0,0.010588,0.06977,0.0,0.0,0.0,0.0,0.0,0.008048,0.082163,0.021833,0.0,0.0,0.0,0.0,3.881649,13.677768,2.997782,0.0,0.0,0.0,0.0,0.00457,0.074414,7e-06,0.0,0.0,0.0,0.0,0.0,0.000579,0.0002,0.0,0.0,0.0,0.0,0.86881,0.001678,9.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,9.0,14.0,1.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,0.026302,-0.134248,0.391631,0.220939,-0.466606,-0.038018,0.0,83.195195,263.831528,231.26614,285.087068,128.358702,6.95715,0.0,0.533,6.044,4.154,6.212,7.884,0.555,0.0,0.0,0.208,0.197,0.228,0.033,0.0,0.0,70.728,0.673,0.0,0.0,0.0,0.0,0.0,16.0,28.0,4.0,0.0,0.0,0.0,0.0,0.010588,0.06977,0.0,0.0,0.0,0.0,0.0,0.008048,0.082163,0.021833,0.0,0.0,0.0,0.0,3.881649,13.677768,2.997782,0.0,0.0,0.0,0.0,0.00457,0.074414,7e-06,0.0,0.0,0.0,0.0,0.0,0.000579,0.0002,0.0,0.0,0.0,0.0,0.86881,0.001678,9.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,9.0,14.0,1.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.002872,-0.008469,0.080455,0.011428,-0.073665,-0.012621,0.0,69.042638,172.059145,186.196484,225.377472,79.68455,6.328778,0.0,0.504,4.019,3.763,6.681,4.487,0.54,0.0,0.0,0.303,0.344,0.355,0.066,0.0,0.0,69.222,0.416,0.083,0.166,0.0,0.0,0.0,16.0,20.0,0.0,8.0,0.0,0.0,0.0,0.002474,0.018807,0.0,0.008003,0.0,0.0,0.0,0.022434,0.077697,0.0,0.045439,0.0,0.0,0.0,3.91941,7.143393,0.0,3.500673,0.0,0.0,0.0,0.00483,0.021406,0.0,5.6e-05,0.0,0.0,0.0,0.0,0.000169,0.0,0.0001,0.0,0.0,0.0,0.86583,0.000186,0.0,0.000744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,10.0,8.0,1.0,0.0
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.002872,-0.008469,0.080455,0.011428,-0.073665,-0.012621,0.0,69.042638,172.059145,186.196484,225.377472,79.68455,6.328778,0.0,0.504,4.019,3.763,6.681,4.487,0.54,0.0,0.0,0.303,0.344,0.355,0.066,0.0,0.0,69.222,0.416,0.083,0.166,0.0,0.0,0.0,16.0,20.0,0.0,8.0,0.0,0.0,0.0,0.002474,0.018807,0.0,0.008003,0.0,0.0,0.0,0.022434,0.077697,0.0,0.045439,0.0,0.0,0.0,3.91941,7.143393,0.0,3.500673,0.0,0.0,0.0,0.00483,0.021406,0.0,5.6e-05,0.0,0.0,0.0,0.0,0.000169,0.0,0.0001,0.0,0.0,0.0,0.86583,0.000186,0.0,0.000744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,10.0,8.0,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.011608,-0.092154,0.404591,-0.11705,-0.206993,0.0,0.0,82.335661,154.255574,314.426696,279.603427,54.955985,0.0,0.0,0.533,3.643,5.906,9.541,4.431,0.0,0.0,0.0,0.121,0.266,0.178,0.0,0.0,0.0,69.89,0.334,0.167,0.084,0.0,0.0,0.0,9.0,6.0,6.0,9.0,0.0,0.0,0.0,0.008221,0.0,0.0,0.024253,0.0,0.0,0.0,0.009888,0.04054,0.050637,0.019421,0.0,0.0,0.0,3.883777,6.155043,6.32293,3.249616,0.0,0.0,0.0,0.005013,0.063182,0.024971,0.0,0.0,0.0,0.0,0.0,0.000111,0.000165,0.0001,0.0,0.0,0.0,0.863227,0.000186,0.001115,0.001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.011608,-0.092154,0.404591,-0.11705,-0.206993,0.0,0.0,82.335661,154.255574,314.426696,279.603427,54.955985,0.0,0.0,0.533,3.643,5.906,9.541,4.431,0.0,0.0,0.0,0.121,0.266,0.178,0.0,0.0,0.0,69.89,0.334,0.167,0.084,0.0,0.0,0.0,9.0,6.0,6.0,9.0,0.0,0.0,0.0,0.008221,0.0,0.0,0.024253,0.0,0.0,0.0,0.009888,0.04054,0.050637,0.019421,0.0,0.0,0.0,3.883777,6.155043,6.32293,3.249616,0.0,0.0,0.0,0.005013,0.063182,0.024971,0.0,0.0,0.0,0.0,0.0,0.000111,0.000165,0.0001,0.0,0.0,0.0,0.863227,0.000186,0.001115,0.001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.000263,0.007826,0.020426,0.010967,-0.035581,-0.0039,0.0,80.5246,173.690598,225.907506,247.468165,105.56224,6.791183,0.0,0.548,3.929,4.803,5.994,6.32,0.562,0.0,0.0,0.283,0.375,0.391,0.065,0.0,0.0,68.062,0.248,0.082,0.0,0.0,0.0,0.0,9.0,12.0,6.0,0.0,0.0,0.0,0.0,0.004967,0.016149,0.0,0.0,0.0,0.0,0.0,0.012279,0.047963,0.055198,0.0,0.0,0.0,0.0,3.86323,7.001933,6.354887,0.0,0.0,0.0,0.0,0.007157,0.020693,0.030405,0.0,0.0,0.0,0.0,0.0,0.000175,0.000164,0.0,0.0,0.0,0.0,0.837774,0.000641,0.001098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,11.0,1.0,0.0
ir_tbp_1_dft-ime_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.000263,0.007826,0.020426,0.010967,-0.035581,-0.0039,0.0,80.5246,173.690598,225.907506,247.468165,105.56224,6.791183,0.0,0.548,3.929,4.803,5.994,6.32,0.562,0.0,0.0,0.283,0.375,0.391,0.065,0.0,0.0,68.062,0.248,0.082,0.0,0.0,0.0,0.0,9.0,12.0,6.0,0.0,0.0,0.0,0.0,0.004967,0.016149,0.0,0.0,0.0,0.0,0.0,0.012279,0.047963,0.055198,0.0,0.0,0.0,0.0,3.86323,7.001933,6.354887,0.0,0.0,0.0,0.0,0.007157,0.020693,0.030405,0.0,0.0,0.0,0.0,0.0,0.000175,0.000164,0.0,0.0,0.0,0.0,0.837774,0.000641,0.001098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,11.0,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.016428,-0.0125,0.367108,-0.223384,-0.117497,-0.030158,0.0,82.585746,179.582174,261.462808,192.447316,73.188459,6.923623,0.0,0.504,3.905,5.318,8.066,3.394,0.54,0.0,0.0,0.144,0.214,0.099,0.033,0.0,0.0,70.392,0.503,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.002146,0.011115,0.0,0.0,0.0,0.0,0.0,0.022371,0.066372,0.0,0.0,0.0,0.0,0.0,3.906434,7.076138,0.0,0.0,0.0,0.0,0.0,0.00429,0.011043,0.0,0.0,0.0,0.0,0.0,0.0,0.000366,0.0,0.0,0.0,0.0,0.0,0.872916,0.000467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,14.0,6.0,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.016428,-0.0125,0.367108,-0.223384,-0.117497,-0.030158,0.0,82.585746,179.582174,261.462808,192.447316,73.188459,6.923623,0.0,0.504,3.905,5.318,8.066,3.394,0.54,0.0,0.0,0.144,0.214,0.099,0.033,0.0,0.0,70.392,0.503,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.002146,0.011115,0.0,0.0,0.0,0.0,0.0,0.022371,0.066372,0.0,0.0,0.0,0.0,0.0,3.906434,7.076138,0.0,0.0,0.0,0.0,0.0,0.00429,0.011043,0.0,0.0,0.0,0.0,0.0,0.0,0.000366,0.0,0.0,0.0,0.0,0.0,0.872916,0.000467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,14.0,6.0,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.027113,-0.232724,0.68568,-0.400988,-0.039886,-0.039197,0.0,70.39512,154.448028,260.780638,138.403738,48.138993,6.369489,0.0,0.548,4.159,5.927,7.43,1.835,0.562,0.0,0.0,0.258,0.462,0.13,0.066,0.0,0.0,70.56,0.588,0.084,0.0,0.0,0.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.003661,0.01509,0.0,0.0,0.0,0.0,0.0,0.024305,0.039344,0.075189,0.0,0.0,0.0,0.0,3.924559,6.319787,3.916655,0.0,0.0,0.0,0.0,0.002894,0.006617,0.029074,0.0,0.0,0.0,0.0,0.0,0.000375,9.2e-05,0.0,0.0,0.0,0.0,0.895105,0.001041,0.000378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.027113,-0.232724,0.68568,-0.400988,-0.039886,-0.039197,0.0,70.39512,154.448028,260.780638,138.403738,48.138993,6.369489,0.0,0.548,4.159,5.927,7.43,1.835,0.562,0.0,0.0,0.258,0.462,0.13,0.066,0.0,0.0,70.56,0.588,0.084,0.0,0.0,0.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.003661,0.01509,0.0,0.0,0.0,0.0,0.0,0.024305,0.039344,0.075189,0.0,0.0,0.0,0.0,3.924559,6.319787,3.916655,0.0,0.0,0.0,0.0,0.002894,0.006617,0.029074,0.0,0.0,0.0,0.0,0.0,0.000375,9.2e-05,0.0,0.0,0.0,0.0,0.895105,0.001041,0.000378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,13.0,3.0,1.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.000246,-0.004233,0.035806,0.034231,-0.06605,0.0,0.0,80.691774,148.933393,280.256519,368.636273,123.375809,0.0,0.0,0.533,3.387,5.146,7.76,10.016,0.0,0.0,0.0,0.121,0.242,0.305,0.0,0.0,0.0,68.558,0.248,0.166,0.166,0.0,0.0,0.0,9.0,6.0,9.0,9.0,0.0,0.0,0.0,0.017493,0.0,0.0,0.036807,0.0,0.0,0.0,0.002321,0.020768,0.034697,0.00671,0.0,0.0,0.0,3.850857,6.19362,9.485597,3.298943,0.0,0.0,0.0,0.006512,0.065536,0.028665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845112,9.2e-05,0.001195,0.001563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,10.0,18.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.000246,-0.004233,0.035806,0.034231,-0.06605,0.0,0.0,80.691774,148.933393,280.256519,368.636273,123.375809,0.0,0.0,0.533,3.387,5.146,7.76,10.016,0.0,0.0,0.0,0.121,0.242,0.305,0.0,0.0,0.0,68.558,0.248,0.166,0.166,0.0,0.0,0.0,9.0,6.0,9.0,9.0,0.0,0.0,0.0,0.017493,0.0,0.0,0.036807,0.0,0.0,0.0,0.002321,0.020768,0.034697,0.00671,0.0,0.0,0.0,3.850857,6.19362,9.485597,3.298943,0.0,0.0,0.0,0.006512,0.065536,0.028665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845112,9.2e-05,0.001195,0.001563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,10.0,18.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.016302,-0.103339,-0.100603,0.015756,0.171884,0.0,0.0,78.166994,165.118615,235.692424,201.624501,23.357416,0.0,0.0,0.504,3.642,4.736,5.659,1.874,0.0,0.0,0.0,0.137,0.201,0.148,0.0,0.0,0.0,66.422,0.082,0.326,0.0,0.0,0.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.010529,0.007731,0.0,0.0,0.0,0.0,0.0,0.005875,0.04823,0.019231,0.0,0.0,0.0,0.0,3.927293,8.8017,3.901055,0.0,0.0,0.0,0.0,0.008464,0.076112,0.046672,0.0,0.0,0.0,0.0,0.0,0.000217,4.9e-05,0.0,0.0,0.0,0.0,0.824282,0.000545,0.000545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,4.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.016302,-0.103339,-0.100603,0.015756,0.171884,0.0,0.0,78.166994,165.118615,235.692424,201.624501,23.357416,0.0,0.0,0.504,3.642,4.736,5.659,1.874,0.0,0.0,0.0,0.137,0.201,0.148,0.0,0.0,0.0,66.422,0.082,0.326,0.0,0.0,0.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.010529,0.007731,0.0,0.0,0.0,0.0,0.0,0.005875,0.04823,0.019231,0.0,0.0,0.0,0.0,3.927293,8.8017,3.901055,0.0,0.0,0.0,0.0,0.008464,0.076112,0.046672,0.0,0.0,0.0,0.0,0.0,0.000217,4.9e-05,0.0,0.0,0.0,0.0,0.824282,0.000545,0.000545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,9.0,4.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.010617,-0.053225,0.396305,-0.284531,-0.069166,0.0,0.0,82.264174,157.320814,296.963007,173.94587,11.99611,0.0,0.0,0.49,3.563,5.516,8.246,0.924,0.0,0.0,0.0,0.123,0.249,0.074,0.0,0.0,0.0,70.392,0.252,0.168,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.012841,0.00857,0.0,0.0,0.0,0.0,0.0,0.004528,0.023666,0.018192,0.0,0.0,0.0,0.0,3.917747,5.642793,3.310489,0.0,0.0,0.0,0.0,0.004872,0.036366,0.023872,0.0,0.0,0.0,0.0,0.0,0.000148,6.6e-05,0.0,0.0,0.0,0.0,0.865086,0.000744,0.001023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,0.010617,-0.053225,0.396305,-0.284531,-0.069166,0.0,0.0,82.264174,157.320814,296.963007,173.94587,11.99611,0.0,0.0,0.49,3.563,5.516,8.246,0.924,0.0,0.0,0.0,0.123,0.249,0.074,0.0,0.0,0.0,70.392,0.252,0.168,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.012841,0.00857,0.0,0.0,0.0,0.0,0.0,0.004528,0.023666,0.018192,0.0,0.0,0.0,0.0,3.917747,5.642793,3.310489,0.0,0.0,0.0,0.0,0.004872,0.036366,0.023872,0.0,0.0,0.0,0.0,0.0,0.000148,6.6e-05,0.0,0.0,0.0,0.0,0.865086,0.000744,0.001023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0
