id,qnat-0_FA_AA,qnat-1_FA_AA,qnat-2_FA_AA,qnat-3_FA_AA,qnat-4_FA_AA,qnat-5_FA_AA,qnat-6_FA_AA,Vnat-0_FA_AA,Vnat-1_FA_AA,Vnat-2_FA_AA,Vnat-3_FA_AA,Vnat-4_FA_AA,Vnat-5_FA_AA,Vnat-6_FA_AA,Ns-0_FA_AA,Ns-1_FA_AA,Ns-2_FA_AA,Ns-3_FA_AA,Ns-4_FA_AA,Ns-5_FA_AA,Ns-6_FA_AA,Np-0_FA_AA,Np-1_FA_AA,Np-2_FA_AA,Np-3_FA_AA,Np-4_FA_AA,Np-5_FA_AA,Np-6_FA_AA,Nd-0_FA_AA,Nd-1_FA_AA,Nd-2_FA_AA,Nd-3_FA_AA,Nd-4_FA_AA,Nd-5_FA_AA,Nd-6_FA_AA,Nlp-0_FA_AA,Nlp-1_FA_AA,Nlp-2_FA_AA,Nlp-3_FA_AA,Nlp-4_FA_AA,Nlp-5_FA_AA,Nlp-6_FA_AA,LPde-0_FA_AA,LPde-1_FA_AA,LPde-2_FA_AA,LPde-3_FA_AA,LPde-4_FA_AA,LPde-5_FA_AA,LPde-6_FA_AA,LPe-0_FA_AA,LPe-1_FA_AA,LPe-2_FA_AA,LPe-3_FA_AA,LPe-4_FA_AA,LPe-5_FA_AA,LPe-6_FA_AA,LPocc-0_FA_AA,LPocc-1_FA_AA,LPocc-2_FA_AA,LPocc-3_FA_AA,LPocc-4_FA_AA,LPocc-5_FA_AA,LPocc-6_FA_AA,LPs-0_FA_AA,LPs-1_FA_AA,LPs-2_FA_AA,LPs-3_FA_AA,LPs-4_FA_AA,LPs-5_FA_AA,LPs-6_FA_AA,LPp-0_FA_AA,LPp-1_FA_AA,LPp-2_FA_AA,LPp-3_FA_AA,LPp-4_FA_AA,LPp-5_FA_AA,LPp-6_FA_AA,LPd-0_FA_AA,LPd-1_FA_AA,LPd-2_FA_AA,LPd-3_FA_AA,LPd-4_FA_AA,LPd-5_FA_AA,LPd-6_FA_AA,Nlv-0_FA_AA,Nlv-1_FA_AA,Nlv-2_FA_AA,Nlv-3_FA_AA,Nlv-4_FA_AA,Nlv-5_FA_AA,Nlv-6_FA_AA,LVde-0_FA_AA,LVde-1_FA_AA,LVde-2_FA_AA,LVde-3_FA_AA,LVde-4_FA_AA,LVde-5_FA_AA,LVde-6_FA_AA,LVe-0_FA_AA,LVe-1_FA_AA,LVe-2_FA_AA,LVe-3_FA_AA,LVe-4_FA_AA,LVe-5_FA_AA,LVe-6_FA_AA,LVocc-0_FA_AA,LVocc-1_FA_AA,LVocc-2_FA_AA,LVocc-3_FA_AA,LVocc-4_FA_AA,LVocc-5_FA_AA,LVocc-6_FA_AA,LVs-0_FA_AA,LVs-1_FA_AA,LVs-2_FA_AA,LVs-3_FA_AA,LVs-4_FA_AA,LVs-5_FA_AA,LVs-6_FA_AA,LVp-0_FA_AA,LVp-1_FA_AA,LVp-2_FA_AA,LVp-3_FA_AA,LVp-4_FA_AA,LVp-5_FA_AA,LVp-6_FA_AA,LVd-0_FA_AA,LVd-1_FA_AA,LVd-2_FA_AA,LVd-3_FA_AA,LVd-4_FA_AA,LVd-5_FA_AA,LVd-6_FA_AA,I-0_FA_AA,I-1_FA_AA,I-2_FA_AA,I-3_FA_AA,I-4_FA_AA,I-5_FA_AA,I-6_FA_AA
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,7.230156,-8.584789,-1.936355,7.969382,-3.823565,11.143321,-13.683306,557.224616,1454.143889,2009.210065,2969.211164,3350.29947,2466.053182,1558.766741,44.242,101.486,178.439,232.804,336.614,409.813,261.341,261.025,426.258,644.942,1104.803,1421.129,793.428,436.384,71.067,1.518,0.006,0.0,0.0,0.0,0.0,32.0,68.0,32.0,12.0,0.0,0.0,0.0,0.237818,0.138208,0.227299,0.0,0.0,0.0,0.0,0.231259,0.402871,0.274626,0.30953,0.0,0.0,0.0,18.017541,43.668863,28.729538,16.363419,0.0,0.0,0.0,0.223778,0.096297,0.21131,5.6e-05,0.0,0.0,0.0,3.89872,4.140989,5.35518,5.440712,0.0,0.0,0.0,0.863414,0.002974,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,98.0,180.0,230.0,334.0,428.0,318.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,7.230156,-8.584789,-1.936355,7.969382,-3.823565,11.143321,-13.683306,557.224616,1454.143889,2009.210065,2969.211164,3350.29947,2466.053182,1558.766741,44.242,101.486,178.439,232.804,336.614,409.813,261.341,261.025,426.258,644.942,1104.803,1421.129,793.428,436.384,71.067,1.518,0.006,0.0,0.0,0.0,0.0,32.0,68.0,32.0,12.0,0.0,0.0,0.0,0.237818,0.138208,0.227299,0.0,0.0,0.0,0.0,0.231259,0.402871,0.274626,0.30953,0.0,0.0,0.0,18.017541,43.668863,28.729538,16.363419,0.0,0.0,0.0,0.223778,0.096297,0.21131,5.6e-05,0.0,0.0,0.0,3.89872,4.140989,5.35518,5.440712,0.0,0.0,0.0,0.863414,0.002974,0.000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,98.0,180.0,230.0,334.0,428.0,318.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,6.24958,-11.908176,10.323376,-5.823615,5.292275,-8.778789,4.539631,401.842674,858.355998,1324.815335,1537.484052,1200.099276,807.162535,430.333632,28.071,57.124,96.658,131.186,163.234,111.232,85.893,176.247,219.455,384.118,585.683,418.153,277.486,126.29,69.224,0.832,0.167,0.001,0.166,0.001,0.0,35.0,40.0,16.0,12.0,8.0,8.0,2.0,0.146943,0.038775,0.0,0.0,0.0,0.0,0.0,0.316389,0.164401,0.222532,0.460218,0.082837,0.113222,0.151136,16.976712,14.285683,13.166902,18.676208,7.579462,7.35618,6.462747,0.28186,0.039214,0.056363,0.329393,0.045312,0.002242,0.209155,2.463335,0.000349,1.491291,3.302328,0.000141,1.402509,0.907315,0.852116,0.000369,0.002031,1e-06,0.001846,0.0,2e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011481,0.0,0.0,0.0,0.0,0.0,0.0,0.596787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,56.0,96.0,126.0,178.0,118.0,122.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,6.24958,-11.908176,10.323376,-5.823615,5.292275,-8.778789,4.539631,401.842674,858.355998,1324.815335,1537.484052,1200.099276,807.162535,430.333632,28.071,57.124,96.658,131.186,163.234,111.232,85.893,176.247,219.455,384.118,585.683,418.153,277.486,126.29,69.224,0.832,0.167,0.001,0.166,0.001,0.0,35.0,40.0,16.0,12.0,8.0,8.0,2.0,0.146943,0.038775,0.0,0.0,0.0,0.0,0.0,0.316389,0.164401,0.222532,0.460218,0.082837,0.113222,0.151136,16.976712,14.285683,13.166902,18.676208,7.579462,7.35618,6.462747,0.28186,0.039214,0.056363,0.329393,0.045312,0.002242,0.209155,2.463335,0.000349,1.491291,3.302328,0.000141,1.402509,0.907315,0.852116,0.000369,0.002031,1e-06,0.001846,0.0,2e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011481,0.0,0.0,0.0,0.0,0.0,0.0,0.596787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,56.0,96.0,126.0,178.0,118.0,122.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,4.332627,-3.033239,0.512089,0.784072,0.665273,-12.044486,8.783665,370.105728,844.38041,1340.78142,1587.019299,1240.14158,559.907862,94.422244,29.47,61.167,106.414,155.656,234.601,152.958,94.944,158.119,191.227,321.814,603.223,395.157,0.0,0.0,66.26,0.163,0.163,0.0,0.0,0.0,0.0,27.0,32.0,14.0,8.0,0.0,0.0,0.0,0.070306,0.024429,0.0,0.0,0.0,0.0,0.0,0.3441,0.122704,0.224588,0.426153,0.0,0.0,0.0,14.05157,13.890468,13.971251,13.964729,0.0,0.0,0.0,0.34244,0.043425,0.133413,0.19272,0.0,0.0,0.0,1.883845,0.000364,1.645233,1.660298,0.0,0.0,0.0,0.769656,0.000702,0.000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,60.0,112.0,156.0,260.0,180.0,162.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,4.332627,-3.033239,0.512089,0.784072,0.665273,-12.044486,8.783665,370.105728,844.38041,1340.78142,1587.019299,1240.14158,559.907862,94.422244,29.47,61.167,106.414,155.656,234.601,152.958,94.944,158.119,191.227,321.814,603.223,395.157,0.0,0.0,66.26,0.163,0.163,0.0,0.0,0.0,0.0,27.0,32.0,14.0,8.0,0.0,0.0,0.0,0.070306,0.024429,0.0,0.0,0.0,0.0,0.0,0.3441,0.122704,0.224588,0.426153,0.0,0.0,0.0,14.05157,13.890468,13.971251,13.964729,0.0,0.0,0.0,0.34244,0.043425,0.133413,0.19272,0.0,0.0,0.0,1.883845,0.000364,1.645233,1.660298,0.0,0.0,0.0,0.769656,0.000702,0.000702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,60.0,112.0,156.0,260.0,180.0,162.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,2.302172,-1.064219,-2.301138,1.217643,0.544167,-0.152802,-0.861811,423.783729,993.807041,1459.919715,1606.292611,1384.174206,1028.299218,372.81624,28.882,57.865,102.303,128.59,138.008,121.461,64.147,188.034,303.445,455.221,564.941,637.603,435.476,112.006,66.423,0.164,0.489,0.489,0.001,0.001,0.0,25.0,18.0,22.0,30.0,10.0,12.0,4.0,0.036975,0.0,0.0,0.034881,0.0,0.0,0.0,0.659287,0.205237,0.483801,0.818338,0.668257,0.918257,0.167382,23.420836,18.41705,26.26348,33.370885,25.180392,29.034182,6.752788,1.023691,0.698188,0.50566,1.251319,1.048016,0.627842,0.0,2.649881,0.452363,2.058275,1.767403,3.00755,3.231756,1.397681,0.828831,0.0,0.002003,0.00346,1e-06,4e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,54.0,94.0,122.0,124.0,108.0,68.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,2.302172,-1.064219,-2.301138,1.217643,0.544167,-0.152802,-0.861811,423.783729,993.807041,1459.919715,1606.292611,1384.174206,1028.299218,372.81624,28.882,57.865,102.303,128.59,138.008,121.461,64.147,188.034,303.445,455.221,564.941,637.603,435.476,112.006,66.423,0.164,0.489,0.489,0.001,0.001,0.0,25.0,18.0,22.0,30.0,10.0,12.0,4.0,0.036975,0.0,0.0,0.034881,0.0,0.0,0.0,0.659287,0.205237,0.483801,0.818338,0.668257,0.918257,0.167382,23.420836,18.41705,26.26348,33.370885,25.180392,29.034182,6.752788,1.023691,0.698188,0.50566,1.251319,1.048016,0.627842,0.0,2.649881,0.452363,2.058275,1.767403,3.00755,3.231756,1.397681,0.828831,0.0,0.002003,0.00346,1e-06,4e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,54.0,94.0,122.0,124.0,108.0,68.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,7.13401,-12.513591,11.192083,-10.028097,7.615687,10.736425,-27.229704,500.713895,1309.910411,1874.694054,2559.700598,2410.182534,1705.822637,884.296061,38.944,89.606,157.841,208.604,288.012,267.109,190.566,228.17,354.606,594.593,969.555,981.178,543.672,88.368,71.405,1.521,0.006,0.0,0.0,0.0,0.0,32.0,58.0,42.0,12.0,0.0,0.0,0.0,0.234315,0.108313,0.22788,0.0,0.0,0.0,0.0,0.1432,0.154522,0.294254,0.202849,0.0,0.0,0.0,17.762345,30.84923,39.367222,16.899898,0.0,0.0,0.0,0.499995,0.14754,0.459468,0.000121,0.0,0.0,0.0,3.537908,1.261352,6.594376,4.782043,0.0,0.0,0.0,0.854516,0.002588,0.000186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,84.0,156.0,194.0,300.0,262.0,226.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,7.13401,-12.513591,11.192083,-10.028097,7.615687,10.736425,-27.229704,500.713895,1309.910411,1874.694054,2559.700598,2410.182534,1705.822637,884.296061,38.944,89.606,157.841,208.604,288.012,267.109,190.566,228.17,354.606,594.593,969.555,981.178,543.672,88.368,71.405,1.521,0.006,0.0,0.0,0.0,0.0,32.0,58.0,42.0,12.0,0.0,0.0,0.0,0.234315,0.108313,0.22788,0.0,0.0,0.0,0.0,0.1432,0.154522,0.294254,0.202849,0.0,0.0,0.0,17.762345,30.84923,39.367222,16.899898,0.0,0.0,0.0,0.499995,0.14754,0.459468,0.000121,0.0,0.0,0.0,3.537908,1.261352,6.594376,4.782043,0.0,0.0,0.0,0.854516,0.002588,0.000186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,84.0,156.0,194.0,300.0,262.0,226.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,4.157652,-4.581464,0.082015,-0.832196,2.671623,3.574769,-7.67085,494.346972,1295.252408,1752.162604,2239.413512,2190.906874,1500.436291,780.488003,34.118,76.003,130.504,161.289,194.023,202.285,118.206,228.724,387.483,621.466,874.817,973.825,574.614,251.213,69.891,1.338,0.172,0.001,0.0,0.0,0.0,33.0,66.0,40.0,28.0,2.0,0.0,0.0,0.239191,0.150312,0.226706,0.0,0.0,0.0,0.0,0.404202,0.459743,0.512487,1.033848,0.143868,0.0,0.0,20.992031,39.785895,36.022449,43.811254,4.981313,0.0,0.0,0.727114,0.14843,0.63536,0.729806,0.0,0.0,0.0,3.854194,2.137548,3.853823,9.662265,1.334133,0.0,0.0,0.873667,0.003365,0.002245,4e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011075,0.0,0.0,0.0,0.0,0.0,0.0,0.557725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,72.0,120.0,148.0,188.0,196.0,142.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,4.157652,-4.581464,0.082015,-0.832196,2.671623,3.574769,-7.67085,494.346972,1295.252408,1752.162604,2239.413512,2190.906874,1500.436291,780.488003,34.118,76.003,130.504,161.289,194.023,202.285,118.206,228.724,387.483,621.466,874.817,973.825,574.614,251.213,69.891,1.338,0.172,0.001,0.0,0.0,0.0,33.0,66.0,40.0,28.0,2.0,0.0,0.0,0.239191,0.150312,0.226706,0.0,0.0,0.0,0.0,0.404202,0.459743,0.512487,1.033848,0.143868,0.0,0.0,20.992031,39.785895,36.022449,43.811254,4.981313,0.0,0.0,0.727114,0.14843,0.63536,0.729806,0.0,0.0,0.0,3.854194,2.137548,3.853823,9.662265,1.334133,0.0,0.0,0.873667,0.003365,0.002245,4e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011075,0.0,0.0,0.0,0.0,0.0,0.0,0.557725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,72.0,120.0,148.0,188.0,196.0,142.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,6.293885,-12.351344,10.798836,-6.671926,4.664881,-5.054317,2.173159,456.774559,1149.846179,1662.336203,2127.079113,1529.314487,940.13674,422.36175,33.292,71.202,127.321,176.707,221.672,128.815,75.948,201.674,278.197,543.114,898.439,513.976,336.732,129.846,69.724,1.003,0.169,0.001,0.167,0.001,0.0,33.0,66.0,32.0,16.0,8.0,12.0,2.0,0.22893,0.101282,0.22316,0.0,0.0,0.0,0.0,0.686401,0.644965,0.743514,1.308125,0.080014,0.42922,0.275769,24.147613,40.683668,33.03728,34.523573,7.570996,20.807356,7.578582,0.662342,0.132353,0.324395,0.925648,0.048988,0.281917,0.317893,3.534661,2.121383,5.776804,4.074938,0.000141,3.550761,0.647809,0.840341,0.00275,0.000734,1e-06,0.002017,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,62.0,108.0,148.0,224.0,120.0,96.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,6.293885,-12.351344,10.798836,-6.671926,4.664881,-5.054317,2.173159,456.774559,1149.846179,1662.336203,2127.079113,1529.314487,940.13674,422.36175,33.292,71.202,127.321,176.707,221.672,128.815,75.948,201.674,278.197,543.114,898.439,513.976,336.732,129.846,69.724,1.003,0.169,0.001,0.167,0.001,0.0,33.0,66.0,32.0,16.0,8.0,12.0,2.0,0.22893,0.101282,0.22316,0.0,0.0,0.0,0.0,0.686401,0.644965,0.743514,1.308125,0.080014,0.42922,0.275769,24.147613,40.683668,33.03728,34.523573,7.570996,20.807356,7.578582,0.662342,0.132353,0.324395,0.925648,0.048988,0.281917,0.317893,3.534661,2.121383,5.776804,4.074938,0.000141,3.550761,0.647809,0.840341,0.00275,0.000734,1e-06,0.002017,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,62.0,108.0,148.0,224.0,120.0,96.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2.219827,-1.432199,-1.087395,1.359567,-0.150245,-0.095561,-1.681957,402.623648,996.756822,1436.256499,1639.994953,1398.044,1052.455213,531.687137,26.521,56.331,93.914,128.418,135.073,119.387,81.148,181.607,306.724,459.916,628.384,596.012,453.894,178.632,66.097,0.163,0.325,0.0,0.0,0.0,0.0,20.0,18.0,18.0,6.0,2.0,0.0,0.0,0.016417,0.0,0.0,0.0,0.0,0.0,0.0,0.271279,0.147383,0.173908,0.422279,0.149241,0.0,0.0,15.41331,18.444842,19.184485,16.689105,6.455495,0.0,0.0,0.746433,0.704001,0.456384,0.818878,0.330508,0.0,0.0,1.422587,0.447879,0.658049,2.293824,0.661219,0.0,0.0,0.825192,0.0,0.003089,0.0,1e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010394,0.0,0.0,0.0,0.0,0.0,0.0,0.54121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,60.0,98.0,136.0,144.0,130.0,102.0
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2.219827,-1.432199,-1.087395,1.359567,-0.150245,-0.095561,-1.681957,402.623648,996.756822,1436.256499,1639.994953,1398.044,1052.455213,531.687137,26.521,56.331,93.914,128.418,135.073,119.387,81.148,181.607,306.724,459.916,628.384,596.012,453.894,178.632,66.097,0.163,0.325,0.0,0.0,0.0,0.0,20.0,18.0,18.0,6.0,2.0,0.0,0.0,0.016417,0.0,0.0,0.0,0.0,0.0,0.0,0.271279,0.147383,0.173908,0.422279,0.149241,0.0,0.0,15.41331,18.444842,19.184485,16.689105,6.455495,0.0,0.0,0.746433,0.704001,0.456384,0.818878,0.330508,0.0,0.0,1.422587,0.447879,0.658049,2.293824,0.661219,0.0,0.0,0.825192,0.0,0.003089,0.0,1e-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010394,0.0,0.0,0.0,0.0,0.0,0.0,0.54121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,60.0,98.0,136.0,144.0,130.0,102.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2.291124,-1.600137,-0.546243,0.829467,-1.190926,0.146505,-0.682561,407.854672,1013.739516,1446.279865,1594.243861,1298.568329,902.414649,467.534823,26.741,56.164,97.663,125.468,132.606,109.536,73.433,184.621,290.308,517.576,586.574,528.599,374.995,159.884,65.935,0.325,0.163,0.163,0.0,0.0,0.0,28.0,32.0,14.0,16.0,8.0,2.0,0.0,0.05756,0.027693,0.0,0.0,0.0,0.0,0.0,0.29034,0.129664,0.180907,0.341487,0.247003,0.146681,0.0,16.498816,13.7133,12.697557,19.322835,13.349981,6.478825,0.0,0.302828,0.052638,0.067376,0.25866,0.172358,0.210958,0.0,2.408629,0.0,1.424092,2.207442,2.396612,0.904194,0.0,0.826102,0.001091,0.002,0.001819,1e-06,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010032,0.0,0.0,0.0,0.0,0.0,0.0,0.61885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,58.0,94.0,128.0,136.0,124.0,94.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,2.291124,-1.600137,-0.546243,0.829467,-1.190926,0.146505,-0.682561,407.854672,1013.739516,1446.279865,1594.243861,1298.568329,902.414649,467.534823,26.741,56.164,97.663,125.468,132.606,109.536,73.433,184.621,290.308,517.576,586.574,528.599,374.995,159.884,65.935,0.325,0.163,0.163,0.0,0.0,0.0,28.0,32.0,14.0,16.0,8.0,2.0,0.0,0.05756,0.027693,0.0,0.0,0.0,0.0,0.0,0.29034,0.129664,0.180907,0.341487,0.247003,0.146681,0.0,16.498816,13.7133,12.697557,19.322835,13.349981,6.478825,0.0,0.302828,0.052638,0.067376,0.25866,0.172358,0.210958,0.0,2.408629,0.0,1.424092,2.207442,2.396612,0.904194,0.0,0.826102,0.001091,0.002,0.001819,1e-06,2e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010032,0.0,0.0,0.0,0.0,0.0,0.0,0.61885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,58.0,94.0,128.0,136.0,124.0,94.0
