,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,1.2613146695609512,0.4442634781308482,3.0318869139180267,0.3571594425169547,0.8254183739520217,0.9812713270722476
1,2,1.1945566501431808,0.45157661044057645,2.627613467791785,0.3713735861770731,0.8533830218169696,0.9803853503548565
2,3,1.1380627526151146,0.45540790624644706,2.434892360020931,0.36637497994246115,0.8598537946825954,0.9807762380388915
3,4,1.2302522102762914,0.45404931169918894,2.6440762311562933,0.37542716215905075,0.8772544320127876,0.9791531554515129
4,5,1.1846032449821027,0.45867625921281346,2.407416811893342,0.384324839994591,0.8755147440432163,0.9793128247656806
