,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,0.022278078528259852,0.005382274640103317,0.0009378772408312511,5.5346508763390725e-05,0.6730777578501865,0.9795787168187651
1,2,0.022131065997202944,0.0049139384094336915,0.0009598287187064886,4.697766934178905e-05,0.6465658002031345,0.9828817302914846
2,3,0.022081035368213923,0.006485057200141201,0.0009480391641726273,8.246593204785848e-05,0.6374615549434095,0.9702688342289979
3,4,0.020685174218917163,0.004625058600558003,0.0007911701770435469,4.235541583680082e-05,0.7007217080519319,0.9846762148243894
4,5,0.020467037199490203,0.004929949777039634,0.0008435777454128789,4.772546209337085e-05,0.7033063353863771,0.9824299263635252
