,preds_1,truths_1,preds_2,truths_2,preds_3,truths_3,preds_4,truths_4,preds_5,truths_5
0,0.9378959692533515,0.9421,0.9817860240828075,1.0015,0.849950413723593,0.8315,0.8797670969321508,0.8425,0.9065166304082362,0.8474
1,1.0058580225696412,1.0133,0.9520782531189419,0.9297,0.8769755981845921,0.9335,0.9656640676063825,0.9703,0.9286700715205628,0.8286
2,0.9269352646761819,0.9379,0.8697457227394089,0.8543,0.9107780215497018,0.8497,0.866822211906757,0.8582,1.0001016814551904,1.0191
3,0.9726501384616343,0.9671,0.9547238301764813,1.0098,0.944628374482372,0.9408,0.8893538219034444,0.9319,0.9670044872541879,0.9695
4,0.9468110328812237,0.9283,1.0155972454040312,0.9948,0.9692788315931993,0.9901,0.8884259532349204,0.9146,0.8770724774108518,0.8821
5,0.9665446069911303,0.9601,0.9323845121874311,0.9183,0.9866354249920818,1.0054,0.9800358585340773,0.9604,0.9581161422961794,0.9574
6,0.9812359583809769,1.0317,1.0099780887846457,1.0333,0.9893947614916964,0.939,0.9679779529148693,0.9144,0.9589854375635439,0.9641
7,0.9012321939035184,0.9489,0.9466885207293422,0.9466,0.9758320116433765,0.9531,0.9831141777812353,0.9739,0.9654280221047978,0.9753
8,0.986223891446539,1.0092,0.8993189657752152,0.9107,0.9922635271116186,1.0126,0.8641968910555738,0.8695,0.9746667152732907,0.9901
9,0.9847900088347659,0.9885,0.9517163367056378,0.9678,0.9904467138392413,0.9904,0.8601193195786451,0.8556,0.9046806868272096,0.9386
10,0.9327522205356052,0.9246,0.994242801654996,0.9702,0.9856779532880002,0.9827,0.9261349202417148,0.9268,0.987454597390803,0.9729
11,0.9795206085644769,0.9878,0.9814023035984172,1.012,0.9688710589774359,0.9597,0.9493499574706796,0.976,0.8417050047501085,0.8328
12,0.9549507918679899,0.9421,0.9451958926254811,0.9389,0.9512108028029709,0.9659,0.9601758754435096,0.9236,0.947265899193725,0.9357
13,0.9679073050475612,0.9589,0.8760112570801625,0.958,0.9691322145900935,0.9451,0.8499930098357026,0.8434,0.9444223565532835,0.9674
14,0.935141419741543,0.8952,0.8534979725633687,0.842,0.851129106993946,0.8523,0.9840156301065535,0.9785,0.9611973600019201,0.9945
15,1.015330953309962,1.022,0.8540562990854377,0.893,0.9796122353436453,1.0105,0.9786781540407486,0.9555,1.015677348310019,1.0273
16,0.9383183177932299,0.955,0.9830698665729316,0.9632,0.8792583895679267,0.8524,0.9675545022586687,1.013,0.9412358474368258,0.964
17,0.9714663929753203,0.9915,0.8942604463414614,0.8697,0.9040292825370864,0.9874,0.9981843491796681,0.9905,0.8807767128379012,0.9113
18,0.9802863094605456,0.9815,0.959192528697011,0.9715,0.9822372897942132,0.9857,0.9112353545647146,0.9105,0.8995876423914405,0.9169
19,0.884068369922992,0.8355,0.8868390685051821,0.8734,0.9156732048597236,0.9823,0.8507964089285649,0.8516,0.8725851934145851,0.8988
20,0.9638345847903597,0.9273,0.9468541296203875,0.9432,0.932105856202225,0.8902,0.9702968514429926,0.9717,0.9617637263330918,0.959
21,0.9774150956893463,1.0056,0.9835256153280312,0.961,0.9054677990938215,0.9351,0.9579606885368942,0.9984,0.9380193464104263,0.9386
22,0.8954546156843085,0.9159,0.9014622723402944,0.977,0.9770189475479796,0.9491,0.8624716639471031,0.8563,0.9003909278591862,0.8932
23,0.9823189400942136,0.9784,0.8928631465796621,0.8934,0.9850415731654217,0.9836,0.9417056483785934,0.9553,0.8819088133988662,0.8826
24,0.9822349098772063,0.9988,1.0067621598295442,1.0186,0.9745760539141847,0.9477,0.9575538640947923,0.9386,0.9831358189222416,0.9823
25,0.9356142339615859,0.9391,0.8679794170773636,0.9106,0.9949972851884065,0.9862,0.946627289530026,0.9728,0.8572196861554165,0.8648
26,0.955185577365301,0.9677,0.9635420956665418,0.9599,0.9803685359014856,1.0071,0.9599989849654754,0.9461,0.9554054494719868,1.0072
27,0.8824811951260124,0.8807,0.9225371205938752,0.8513,0.9852478691718108,0.9651,0.9056782009196345,0.8821,0.9100595170509433,0.9101
28,0.8896208575437127,0.8869,0.9156853626015286,0.8872,0.994376178429245,1.0054,0.9307049365746614,0.9191,0.9969503301724173,0.9733
29,0.9348468198432534,0.959,0.9618212589223591,0.9528,0.9851048690354259,1.0017,0.9668387279649798,0.9874,0.9642077108627699,0.9265
30,0.9413091284619849,0.9494,0.9406626057757659,0.947,0.9533700080898029,0.9499,0.9422150817287865,0.9428,0.9891750280778877,0.982
31,0.9769459831926667,0.9865,0.9359228904449013,0.9546,1.0085282517978496,1.0095,0.9194848726074158,0.9859,0.9298942416133278,0.8464
32,0.8838143779222002,0.8793,0.9746891079569211,0.9486,0.8913935644965264,0.8587,0.9883429072437204,1.0059,0.8965167447465231,0.8932
33,0.9593581556567791,0.9951,0.9681629462420066,1.0354,0.9657753968672277,0.9544,0.9933681263282407,1.0136,0.9332951179104181,0.9346
34,0.8899558020927861,0.839,0.9384159582049829,0.9375,0.9603889630291548,0.9947,0.8716041561371878,0.8393,0.9940195441285996,1.0029
35,0.8492068808830153,0.869,0.8825953584607255,0.8364,0.8658621400321898,0.8548,0.9046414866328819,0.9362,0.8577013574806618,0.8409
36,0.9551927732552411,0.9492,0.9360409048077065,0.9403,0.9957508928662324,0.9594,0.991130993036599,1.029,0.8417761717026716,0.8422
37,0.9364118089754228,0.9284,0.9519881958127385,1.016,0.96253772118721,0.9358,0.9462747014853061,0.9397,0.9533957941981301,0.9624
38,0.9937176302334177,0.9971,0.9392336392471979,0.9299,0.9803656201126187,0.9621,0.8934177299520885,0.8802,0.9462235534834141,0.8924
39,0.9761551548619231,0.8126,0.9294701493845986,0.9178,0.9399210189594832,0.9862,0.9431688241623969,0.9458,0.9945870318005264,0.9877
40,0.9367186281748365,0.9225,0.9954529888515272,0.985,0.9956760566039888,0.966,0.9821939002118268,0.9752,0.9869667977586596,0.9827
41,0.9702248830192812,0.971,0.9840915163727461,0.9872,0.9666795274010955,0.9622,0.8549277512624949,0.8572,0.9776730462048188,1.011
42,0.9714432149542452,0.9516,0.981139315766085,1.004,0.9613985827199658,0.9323,0.956934398703538,0.9841,0.9779166021527296,0.953
43,0.9604933444619662,0.9768,0.9159784272029995,0.9267,0.9921441857239214,0.9904,0.8736130985383458,0.8298,0.9112111681734261,0.9093
44,0.8608914928548066,0.9237,0.9756558925991073,0.9944,0.9409128219645333,0.9906,0.9292412943805208,0.919,0.9002743438721053,0.9155
45,0.9458186507720223,0.9592,0.966529872292403,0.9651,0.8921720175257282,0.9061,0.9967309441901384,0.9959,0.9670054702069779,0.9804
46,0.9706294605951651,0.946,0.9625708417676032,0.9603,0.9123640317840432,0.8685,0.8794053528726079,0.895,0.8993470586871946,0.9396
47,0.9601941247364428,0.9586,0.8809781721314901,0.8338,0.9118524536633082,0.8774,0.9231159975189657,0.8648,0.8530070462498104,0.9405
48,0.8795124298091626,0.8824,0.9858210454909843,0.9989,0.9789228576191971,0.9934,0.9564548966784323,0.9732,0.9002638672169984,0.881
49,0.9476915030719192,0.9417,0.9912907835105981,1.0112,1.0138156922386672,1.0262,0.9822276769899912,0.9845,0.9727047636196776,0.9713
50,0.9242205445759893,0.958,0.9969325317499681,0.9964,0.9371476071049059,0.9723,0.8701395347624648,0.8577,0.9946344370346051,0.9672
51,0.9795677444104567,0.9639,0.8724326003733383,0.8592,0.9303616711652066,0.9339,0.9625240962926541,0.974,0.8597866284181224,0.8688
52,0.9429332076620033,0.9214,0.98250643003125,0.9614,0.9143699660004225,0.8499,0.8615410990549192,0.8903,0.9892047470637849,1.0155
