,preds_0,truths_0,preds_1,truths_1,preds_2,truths_2,preds_3,truths_3,preds_4,truths_4,preds_5,truths_5,preds_6,truths_6,preds_7,truths_7,preds_8,truths_8,preds_9,truths_9
0,0.921760094092501,0.9191,0.9125410264030567,0.8835,0.9674684516002169,1.01,0.995742789215591,0.9885,0.9534609258633804,1.0137,0.9716533890900451,0.9936,0.9884968706985657,0.9957,0.9779899637919375,1.0084,0.8515032092414493,0.8669,0.9527637824184848,0.9486
1,0.9745545071184367,0.9803,0.9675922399949476,0.9679,0.9798298581737743,0.9949,0.9748130340424955,0.9265,1.0101564922341855,1.0116,1.000148799106953,1.0032,0.8795701246082301,0.8972,0.8597725789946484,0.8432,0.9900192139529267,0.9864,0.9139025878501995,0.8878
2,0.996920557075642,1.0037,0.8617058974132714,0.8699,0.9820454341756112,0.9706,0.8600718167592236,0.8632,0.8578369565925044,0.8516,0.9609597750912497,0.9855,0.9925792649900455,0.9904,0.9931570167934397,1.0174,0.9786333285353503,0.974,0.9855791142512963,1.0008
3,0.9684453297012608,0.9718,0.972864091379014,0.9316,0.9655704573019414,1.0017,0.9287930425922688,1.0072,0.9665279206611008,0.9801,0.9269658422386385,0.9109,1.0045315129090742,1.0049,0.9206877032591584,0.9441,0.9376813980423379,0.9376,0.998518918563719,0.9862
4,0.9631914117449434,0.9287,0.9472644359394291,0.9201,0.9030262456135357,0.877,0.9162370631753486,0.8499,0.9112343085425724,0.8749,0.9869027552671314,0.9608,0.965291969173242,0.9571,0.9330068562063998,0.9346,0.9298408892540145,0.9391,0.8840931024656052,0.8916
5,0.9127301381253586,0.9147,0.8924193070078356,0.9107,0.9678502234760554,0.9524,0.9193561542577623,0.9408,0.886406865069894,0.9409,0.9483407929003395,0.9559,0.972185470303643,0.9735,0.9820501256809536,0.9993,1.0050814875327714,1.0227,0.9684748134859803,0.9605
6,0.9538428276211164,0.9867,0.9921689418662666,0.9958,0.9181872823648194,0.9154,0.8883932518602423,0.9328,0.8768660175785555,0.8767,0.9662273886219575,0.969,0.8878834706752573,0.8783,0.9192621057762338,0.9101,0.9593173907953282,0.9819,0.9571923378899879,0.9556
7,1.006599247833707,0.9991,1.007216881922575,0.9847,0.9982841552284926,0.9929,0.9347277955201303,0.9383,0.9840770423760772,0.9771,0.8797612691921138,0.9112,0.9379432763166338,0.8626,0.9529348873319999,0.9287,0.9741810878087198,0.9827,0.9385637261738555,0.9384
8,0.8795095318619323,0.8423,0.8949943943635563,0.8423,0.8535974174248898,0.8572,1.0007627466414095,1.0288,1.0016603489236227,1.0117,0.9927846560120959,1.0117,0.8912770944171875,0.8513,0.9613131434371774,0.9624,0.9130082955984182,0.9202,0.9553569567481384,0.9983
9,0.9591266316412197,0.9678,0.9324842401664831,0.869,0.9484527938471183,0.9563,0.9849906554062594,0.9921,0.9616956207994873,0.9659,0.9657444764084879,0.9837,0.8690281466674299,0.8402,0.9384385515812081,0.9323,0.8993444649979981,0.8833,0.9158121229367707,0.9273
