,boosting_iteration,mae_run_1,mae_train_run_1,r2_run_1,r2_train_run_1,mse_run_1,mse_train_run_1,mae_run_2,mae_train_run_2,r2_run_2,r2_train_run_2,mse_run_2,mse_train_run_2,mae_run_3,mae_train_run_3,r2_run_3,r2_train_run_3,mse_run_3,mse_train_run_3,mae_run_4,mae_train_run_4,r2_run_4,r2_train_run_4,mse_run_4,mse_train_run_4,mae_run_5,mae_train_run_5,r2_run_5,r2_train_run_5,mse_run_5,mse_train_run_5
0,1,3.3155994775797994,3.4608744801837346,0.057264022784680346,0.06889274119540856,16.372105915735624,17.75639687664981,3.3493262526835155,3.451621803100607,0.06653267970840593,0.06768064076020996,16.72924468187948,17.652050389231324,3.2506557307595902,3.4727112848238817,0.059239415812781915,0.06797656397796148,16.344721955606257,17.76291593546072,3.730202974771774,3.3609519719464944,0.06024809608249737,0.06685248156570611,20.243302573588696,16.804889771530064,3.5547984573875113,3.404112808889541,0.061968147924530315,0.06925401783551666,18.14057121400707,17.291331301604963
1,2,3.2249680366832423,3.3441777191744406,0.10985282103902738,0.13101515538860087,15.45881800076219,16.571710331765466,3.2395418983364914,3.3355733209496172,0.12728756604331926,0.12963950421634607,15.640418820467378,16.47895345742566,3.1445463304083607,3.3538988876923885,0.11876728514150525,0.13119648426191466,15.31048807172362,16.558042660767832,3.615357275201341,3.242999061465128,0.11619062816393722,0.12929756874378295,19.038238131647756,15.68032716372085,3.4514952965395835,3.2896960682053047,0.11690644420592067,0.13127970092892105,17.078121070268672,16.13902266301997
2,3,3.1293440220075484,3.228573477162703,0.16027558245445184,0.1891794830642477,14.583146751961797,15.462505268110132,3.137148279721258,3.223588443611173,0.18239763104654494,0.18633896794971294,14.652757290350555,15.405435267607222,3.047934725065738,3.239755378690483,0.17235073554859437,0.18781335931348353,14.379532190868394,15.47901315013467,3.499342063569275,3.135895429090859,0.17042238256572662,0.18499523427025344,17.870025746149523,14.677277687391141,3.3488822276818344,3.18283313833054,0.16902235853100833,0.18764318157293414,16.070252890626854,15.09190601056796
3,4,3.0411410467418194,3.1184180521488876,0.2037760954166935,0.24144283876576356,13.827691329850557,14.46583288996428,3.0434574844867885,3.123224352680406,0.23139655557208805,0.2374808280104681,13.774617285105705,14.437141858439388,2.963385724286071,3.136672293166985,0.2207773677875019,0.23901725700934162,13.538170581447668,14.503146562249906,3.3958586752565956,3.033587851858472,0.21850655726683033,0.23813891520480002,16.83423907371178,13.720222471023115,3.248693274917908,3.0773326909056187,0.21640153982005716,0.24063010234121018,15.153988255973285,14.107518842411226
4,5,2.954740949635488,3.018654379068934,0.2464584683681863,0.28931806528822424,13.086444207023119,13.552842990407791,2.955388482128265,3.0239407370834894,0.27587075768799685,0.28422343544219186,12.977567626210327,13.552141613049619,2.8715535392145144,3.031185354924442,0.26732809934237767,0.28799958426607786,12.729400765956443,13.569619648915875,3.2981838456562813,2.936929333840286,0.261951140103415,0.2859125913459758,15.898394376959214,12.859874727849252,3.148683266470097,2.975141007518752,0.261489199316565,0.28870790846089167,14.28203929586111,13.21433284988461
5,6,2.88858389028377,2.926039786271101,0.2796933245951282,0.33215723948314657,12.509268200810872,12.735891590147453,2.8690258678001603,2.9296665255218146,0.3165310359203143,0.32767402962705316,12.248869654042158,12.729470636209006,2.791760469400622,2.9288997751740045,0.3083249624809853,0.3335735103585621,12.017123550780054,12.701051556374312,3.201813187536839,2.8429294718646037,0.3033126322315247,0.33038356019057824,15.007421773920004,12.059004860327535,3.0518469992426787,2.876109177076681,0.3039482643667841,0.33478666275100555,13.46092464872044,12.358285097153292
6,7,2.81903601752329,2.837361225437803,0.31408223497735266,0.37223005765002537,11.912050213259807,11.971695138440644,2.783112468194675,2.835460827342098,0.35507631546315066,0.36919056402330164,11.558075880348913,11.94341814262312,2.7096241949507704,2.833923511196179,0.3473045100380836,0.37540857984047193,11.339895064080071,11.903740251056714,3.1113745678196985,2.756832811623164,0.3409773760043573,0.3702162075843285,14.196081247370698,11.341665709189526,2.9660755931327527,2.790979064804487,0.34118155236995507,0.3732342336597205,12.740871154738645,11.644008915397986
7,8,2.750089541667952,2.7483601885167985,0.34590743300777027,0.4095174216283447,11.359355158083982,11.260617840930191,2.6956792440192703,2.742116548690636,0.3927080653297378,0.4084984658070845,10.88365403649822,11.199182751492696,2.6339252118453302,2.7411947405323023,0.3819272548833468,0.4135248626190995,10.73836142486554,11.177303231770214,3.0298665885633604,2.6729990871984093,0.37259154420172447,0.4068174212072041,13.515076856995117,10.682520881297064,2.8819848486062685,2.7038837110598553,0.37603934389490556,0.4111019609798652,12.066757319347795,10.940505025745155
8,9,2.682466853416666,2.66420698258566,0.3763674665432315,0.44369712848147846,10.830368350226612,10.608804170407447,2.627605227901115,2.666022548123981,0.42236765109354646,0.44096622281983,10.352106271922008,10.584455107864633,2.5638145997864683,2.6617973857437676,0.41271342161826396,0.44675014146819214,10.20348427990533,10.544081134214808,2.950997139808523,2.592637768092436,0.4026968365729291,0.44024845429315296,12.866575332288287,10.080467277917844,2.806842891470385,2.6230398838483056,0.4063068458724739,0.4448819638114607,11.481414962497844,10.312942584946942
9,10,2.621484069452259,2.583178454553916,0.4043947213197806,0.4766848378240891,10.343630605174832,9.979722124703098,2.5628879054340707,2.596026020873167,0.45026442398322253,0.47048378222927,9.85215096619108,10.025584972970702,2.4962168893698666,2.57874091218219,0.44244677937669596,0.4787310589299244,9.686898579423406,9.934574627773026,2.8836261598110053,2.5229902166106664,0.4293911654576913,0.46967402401997027,12.29154975972976,9.550547360696893,2.738224560987593,2.546435037482464,0.43339920103553875,0.4755437845329774,10.957476679268623,9.74330950506708
