,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,1.1087637520812088,0.08983584967657873,2.6989634561957425,0.01566616283552076,0.8445887191030425,0.9991785001182898
1,2,1.0377224759305355,0.0865065029983014,2.0806226856524455,0.014101462387092664,0.8839043053140587,0.9992552102397635
2,3,1.1117605751087418,0.08404927597706523,2.3881109374038965,0.013284207105761761,0.8625464142688966,0.9993029752324153
3,4,1.0877488866670422,0.08903271952247865,2.3417173303328185,0.01508287962594091,0.8912907954807715,0.9991624728346844
4,5,0.9834491039127291,0.09092690736411539,1.9043228365710454,0.015792310400914254,0.9015292596762849,0.9991499422919864
