,preds_1,truths_1,preds_2,truths_2,preds_3,truths_3,preds_4,truths_4,preds_5,truths_5
0,0.9410647215650573,0.9421,0.981609277031301,1.0015,0.8618567352545835,0.8315,0.8778755067747267,0.8425,0.9003097937155453,0.8474
1,0.996212618900621,1.0133,0.9327791849595073,0.9297,0.9002873001758022,0.9335,0.9751419665862788,0.9703,0.9575134268017517,0.8286
2,0.9147253973926724,0.9379,0.8763864261952722,0.8543,0.8877647765073289,0.8497,0.8633208641355113,0.8582,0.9960987475980956,1.0191
3,0.9815529441745268,0.9671,1.002758816701022,1.0098,0.9468756489478966,0.9408,0.9391369258542834,0.9319,0.9866872826490224,0.9695
4,0.9310770145581928,0.9283,0.973241035749039,0.9948,0.9681821738858966,0.9901,0.8896444106710228,0.9146,0.8790407599519281,0.8821
5,0.9817974093596942,0.9601,0.9359361205293036,0.9183,0.9946489278722243,1.0054,0.9552560100300974,0.9604,0.9538153967452705,0.9574
6,1.0121093463182795,1.0317,1.0117119131355168,1.0333,1.0144591067580961,0.939,0.9838202218022143,0.9144,0.961946500090463,0.9641
7,0.91700920262217,0.9489,0.9489256189607242,0.9466,0.9711364324681747,0.9531,0.9815187576736313,0.9739,0.97333998983273,0.9753
8,0.9961569201230085,1.0092,0.8959213298310753,0.9107,1.0030296357719297,1.0126,0.8727307835597887,0.8695,0.9892250632206239,0.9901
9,0.9937955890827292,0.9885,0.9525192433919997,0.9678,0.9795614562430067,0.9904,0.8754179213190532,0.8556,0.952559764145664,0.9386
10,0.9208567269570576,0.9246,1.0009974517129245,0.9702,0.9799959931241488,0.9827,0.8631052757883675,0.9268,0.9720130738148799,0.9729
11,0.9928777364941587,0.9878,0.9976209950966439,1.012,0.9697407374830918,0.9597,0.9802134415834334,0.976,0.8282402800668792,0.8328
12,0.9664048638667401,0.9421,0.9389018457813909,0.9389,0.9570635218453719,0.9659,0.8948416022832795,0.9236,0.9239909674524206,0.9357
13,0.9511154800846298,0.9589,0.9005582522280399,0.958,0.9570565314377988,0.9451,0.8461326157912745,0.8434,0.9202182258133526,0.9674
14,0.9229533240731094,0.8952,0.8607823024286665,0.842,0.8827420243104559,0.8523,0.9803145950575846,0.9785,0.9655083794305651,0.9945
15,0.9875682696711143,1.022,0.9161059090197685,0.893,1.0030903552144215,1.0105,0.9517939436341916,0.9555,1.0059803829378922,1.0273
16,0.9574546773021486,0.955,0.9909541228524208,0.9632,0.8852675522545765,0.8524,0.9725652325237416,1.013,0.9593567355141333,0.964
17,0.9809459281598288,0.9915,0.8675134284616218,0.8697,0.9462027391488225,0.9874,0.9763831152588156,0.9905,0.9011080674465304,0.9113
18,0.981825565085667,0.9815,0.9681127112125241,0.9715,0.9862036555137588,0.9857,0.8908065530615807,0.9105,0.9152737338203089,0.9169
19,0.8610646130944579,0.8355,0.8931505399899601,0.8734,0.9673851557753111,0.9823,0.8634501327589718,0.8516,0.8924383792728119,0.8988
20,0.9152922133565804,0.9273,0.9455350473432901,0.9432,0.9473732640989045,0.8902,0.9687861940500632,0.9717,0.9688515738009045,0.959
21,0.955168926583117,1.0056,0.9885607003188579,0.961,0.9279007146949573,0.9351,0.9760650906805681,0.9984,0.9500937807343119,0.9386
22,0.8865911680112286,0.9159,0.8610932706187339,0.977,0.96686584265775,0.9491,0.8547535508055457,0.8563,0.8713544933718488,0.8932
23,0.9898047528887752,0.9784,0.8638481720023523,0.8934,0.9691879544328528,0.9836,0.9530536084598661,0.9553,0.8952214606641815,0.8826
24,1.001425799771479,0.9988,1.0020246755256716,1.0186,0.9671607736412506,0.9477,0.9498524059256344,0.9386,0.9779769731804544,0.9823
25,0.93347057685033,0.9391,0.8586341485421007,0.9106,0.9927514346316911,0.9862,0.9747075615874473,0.9728,0.8714926523416241,0.8648
26,0.9413718015343191,0.9677,0.9607121665873904,0.9599,1.0005219259403735,1.0071,0.9451030521944581,0.9461,0.9551916123510379,1.0072
27,0.8771944167145674,0.8807,0.8683099404426756,0.8513,0.9747061605131021,0.9651,0.8971478736141195,0.8821,0.920878230797779,0.9101
28,0.8872506097333713,0.8869,0.9190249359332681,0.8872,0.9781621142572994,1.0054,0.919069322278504,0.9191,0.9719486851158845,0.9733
29,0.9629470634311067,0.959,0.957667617201373,0.9528,0.9955682176829191,1.0017,0.992612055910669,0.9874,0.9760889570790076,0.9265
