,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,0.018822111419546633,0.0013772881916564248,0.0007291503395042057,3.5534504779065203e-06,0.7458351120198441,0.998688878122556
1,2,0.017982013501781316,0.0016508577697149122,0.00070992988452273,5.354992119720264e-06,0.738585129036027,0.9980486856696655
2,3,0.018275289648478566,0.0017105275939245572,0.0007114850337444822,5.742149989074101e-06,0.7279219176141627,0.9979298019319294
3,4,0.01672037509131251,0.00187072517318672,0.0005704472493035428,6.733835322565634e-06,0.7842152252806146,0.9975637626534343
4,5,0.017770873795043066,0.0018528838579603775,0.0006616004638669798,6.665470831479732e-06,0.7673093355032807,0.997546114627413
