,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,0.021108428219777476,0.001997969765869886,0.0008627874386973883,7.688312375600941e-06,0.6992523203701498,0.9971632320137997
1,2,0.02053344776593122,0.0024702373495114186,0.0008723561402208478,1.1542315241379217e-05,0.678775506142028,0.9957940768852304
2,3,0.020719617110996708,0.002684016176198704,0.0008589690273705626,1.401815112959349e-05,0.6715227521149205,0.994946083010436
3,4,0.018608671652626325,0.0020479668092136948,0.0006745258907464846,7.995385835729716e-06,0.7448450885602,0.9971073457190239
4,5,0.018642944227240468,0.002242931335238949,0.0006760439097730462,9.550813338588267e-06,0.7622294493649592,0.9964838791226596
