,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,1.159060899910227,0.23259773615717855,2.9628758024147945,0.10630663099019508,0.8293921607071626,0.9944255089328288
1,2,1.021242858123871,0.22722383161023998,2.0831613709420664,0.09676003554610758,0.8837626503978069,0.994889474460406
2,3,1.1148606658161326,0.21834707772524586,2.5391617515522698,0.09181765005158153,0.8538523139626237,0.99518231117011
3,4,1.1415703178489445,0.2329490110548086,2.547294351610938,0.10243815900931881,0.8817473231918251,0.994311779775285
4,5,1.0069988093011324,0.263547179951906,2.0026318385272086,0.13440924127844853,0.8964457937758603,0.9927651110777063
