,run,best_mae,best_mae_train,best_mse,best_mse_train,best_r2,best_r2_train
0,1,0.018494172543184133,0.0024625016177201287,0.0007545745094044112,1.136263741142752e-05,0.7369728363757457,0.9958075108719786
1,2,0.01797088078127631,0.0024990749571659316,0.0007139458340518582,1.2379043776925494e-05,0.7371063507075719,0.9954891800066712
2,3,0.0189316018107177,0.002666625152523996,0.0007494682740899918,1.365631608983242e-05,0.7133967952210499,0.9950765341832021
3,4,0.01708734355344501,0.0023409717037798216,0.0005895023555658116,1.0516191461504935e-05,0.7770071936579226,0.9961953423042142
4,5,0.01738366045482671,0.002483737206387284,0.0006335574969176596,1.224392749281672e-05,0.7771722920310876,0.9954924122635509
