,epoch,learning_rate,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r_squared,val_r_squared,test_r_squared
0,1,1.0,0.090886936,10.076307,9.942021,0.10642554,11.127811,10.983655,0.9993515883688815,-5.271739482879639,-5.565813064575195
1,2,1.0,0.05112062,7.6259627,7.527753,0.06049845,8.902135,8.757277,0.9997904693445889,-3.013810157775879,-3.173811912536621
2,3,1.0,0.028247232,4.489854,4.4121585,0.037919894,5.9306993,5.797495,0.9999176822893787,-0.7814774513244629,-0.8292601108551025
3,4,1.0,0.0229219,2.6097178,2.5400717,0.03834178,3.8504748,3.8175843,0.9999158404170885,0.24907416105270386,0.2068195939064026
4,5,1.0,0.026141793,1.8736697,1.7863326,0.049344823,2.902515,2.9344854,0.999860606592847,0.5733051300048828,0.5313392281532288
5,6,1.0,0.03402311,1.5881352,1.5065274,0.065778844,2.4917061,2.535006,0.9997522968333215,0.6855423152446747,0.6502540111541748
6,7,1.0,0.045918617,1.4617234,1.3966848,0.08670538,2.282534,2.3107069,0.9995696209080052,0.7361221611499786,0.7094074785709381
7,8,1.0,0.061679594,1.4084162,1.3378291,0.11188759,2.162996,2.1726115,0.9992833238793537,0.7630373239517212,0.7431031167507172
8,9,1.0,0.08114636,1.3807352,1.3055189,0.14094931,2.087285,2.0859764,0.9988626739941537,0.7793357074260712,0.763182669878006
9,10,1.0,0.10329096,1.3600545,1.2860955,0.17271297,2.0323684,2.0290883,0.9982923105126247,0.7907943874597549,0.7759233564138412
10,11,1.0,0.12583472,1.3426152,1.2727357,0.20463303,1.9876559,1.9885212,0.9976027654483914,0.7998982518911362,0.7847936153411865
11,12,1.0,0.14585568,1.3265091,1.2630037,0.23285948,1.9493322,1.9574821,0.9968958201352507,0.8075401186943054,0.7914595305919647
12,13,1.0,0.16061918,1.312054,1.2554219,0.25338757,1.9164062,1.9333183,0.9963243878446519,0.8139868676662445,0.7965763509273529
13,14,1.0,0.16873,1.2990793,1.2498035,0.26451916,1.8883826,1.9148239,0.9959943471476436,0.819387212395668,0.8004496991634369
14,15,1.0,0.2000975,1.278377,1.2359325,0.30947542,1.8542982,1.8890973,0.9945170865394175,0.8258483111858368,0.8057757616043091
15,16,1.0,0.28144565,1.2507788,1.2091497,0.42708635,1.8134565,1.8472215,0.9895578380674124,0.8334353715181351,0.8142911195755005
16,17,1.0,0.35936785,1.239487,1.1912979,0.5405866,1.7851326,1.8113933,0.9832702446728945,0.8385977894067764,0.8214251846075058
17,18,1.0,0.4258822,1.2352271,1.1794152,0.63634026,1.7649369,1.7830871,0.976818697527051,0.8422290980815887,0.8269626498222351
18,19,1.0,0.47655803,1.2324511,1.1734852,0.7104065,1.7491614,1.7609466,0.9711083136498928,0.8450369238853455,0.8312331587076187
19,20,1.0,0.51041096,1.2293226,1.1700592,0.7593891,1.7357017,1.7432863,0.9669867902994156,0.8474125862121582,0.8346012979745865
20,21,1.0,0.5322459,1.2243736,1.1662589,0.789578,1.7240775,1.7286553,0.96430978551507,0.8494495451450348,0.8373659253120422
21,22,1.0,0.5472402,1.2206473,1.1625322,0.8105866,1.7147101,1.7165307,0.9623852781951427,0.8510810732841492,0.8396393358707428
22,23,1.0,0.56076026,1.2189621,1.1600653,0.82935804,1.7080529,1.7068417,0.9606229513883591,0.8522351533174515,0.8414445221424103
23,24,1.0,0.5758974,1.2186279,1.1591241,0.84960794,1.7043037,1.6996145,0.9586765840649605,0.8528831154108047,0.8427844196557999
24,25,1.0,0.5934491,1.2204503,1.1591241,0.8727846,1.7034642,1.6996145,0.9563912935554981,0.8530280292034149,0.8427844196557999
25,26,1.0,0.61354387,1.2239621,1.1591241,0.89881235,1.7053282,1.6996145,0.953751552850008,0.8527062088251114,0.8427844196557999
26,27,1.0,0.63528687,1.229066,1.1591241,0.92647445,1.7094676,1.6996145,0.9508610442280769,0.8519902527332306,0.8427844196557999
27,28,1.0,0.6571205,1.2358592,1.1591241,0.9535161,1.7151093,1.6996145,0.9479506723582745,0.8510117083787918,0.8427844196557999
28,29,1.0,0.6757762,1.2426529,1.1591241,0.9767512,1.721052,1.6996145,0.945383109152317,0.8499774634838104,0.8427844196557999
29,30,1.0,0.68830776,1.2475594,1.1591241,0.9922933,1.7256701,1.6996145,0.943631149828434,0.8491712808609009,0.8427844196557999
30,31,0.7,0.6909377,1.2487469,1.1591241,0.9955506,1.7268182,1.6996145,0.9432604722678661,0.8489705175161362,0.8427844196557999
31,32,0.7,0.68677104,1.2474242,1.1591241,0.99049246,1.7253376,1.6996145,0.9438355676829815,0.8492293804883957,0.8427844196557999
32,33,0.7,0.6761537,1.2436361,1.1591241,0.9774463,1.7212101,1.6996145,0.9453053437173367,0.8499498963356018,0.8427844196557999
33,34,0.7,0.66087747,1.2379086,1.1591241,0.95844394,1.7150737,1.6996145,0.9474112950265408,0.8510179072618484,0.8427844196557999
34,35,0.7,0.643419,1.2311612,1.1591241,0.9367283,1.7079747,1.6996145,0.9497673176229,0.8522486984729767,0.8427844196557999
35,36,0.7,0.6263196,1.2246971,1.1591241,0.9153094,1.7008934,1.6996145,0.9520382583141327,0.8534713089466095,0.8427844196557999
36,37,0.48999999999999994,0.6154656,1.2205696,1.1591241,0.90160483,1.6962963,1.6996145,0.9534637369215488,0.8542622774839401,0.8427844196557999
37,38,0.48999999999999994,0.60573757,1.2169496,1.1525472,0.8892172,1.6921114,1.6796125,0.9547337219119072,0.8549805134534836,0.8464630395174026
