,epoch,learning_rate,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r_squared,val_r_squared,test_r_squared
0,1,0.1,2.49206,2.530877,2.4027321,3.0940583,3.1174304,2.8266087,0.49740660190582275,0.4719236493110657,0.5118616223335266
1,2,0.1,2.1458914,2.0946186,2.2300642,2.6970267,2.5892138,2.6643245,0.6181170344352722,0.6357169449329376,0.566303551197052
2,3,0.1,2.1441362,2.0760093,2.1959515,2.688385,2.5870214,2.6359057,0.620560348033905,0.6363336145877838,0.575506180524826
3,4,0.1,2.122289,2.1062086,2.1959515,2.6547403,2.604142,2.6359057,0.6299981772899628,0.6315043568611145,0.575506180524826
4,5,0.1,2.0515535,2.0505352,2.092469,2.5833824,2.5529935,2.4944723,0.6496217250823975,0.6458375453948975,0.619837760925293
5,6,0.1,2.0098453,2.029076,2.067922,2.5385804,2.5157666,2.4696794,0.6616691052913666,0.6560907959938049,0.62735715508461
6,7,0.1,1.98543,2.0202713,2.0493324,2.5143392,2.4966006,2.4590654,0.6680997908115387,0.6613109111785889,0.630553275346756
7,8,0.1,1.9583068,2.002395,2.030171,2.4833577,2.4807684,2.4422169,0.6762287020683289,0.6655928194522858,0.6355986297130585
8,9,0.1,1.9308884,1.9742633,2.0081134,2.450311,2.464027,2.4143157,0.6847883760929108,0.6700910925865173,0.6438772082328796
9,10,0.1,1.9130894,1.9582111,1.9787545,2.4275873,2.4601583,2.3824105,0.6906076967716217,0.6711262166500092,0.6532273590564728
10,11,0.1,1.8970209,1.9592644,1.9787545,2.4120843,2.4610324,2.3824105,0.6945467293262482,0.6708924770355225,0.6532273590564728
11,12,0.1,1.8855419,1.9648134,1.9787545,2.3994586,2.469026,2.3824105,0.6977360844612122,0.668751060962677,0.6532273590564728
12,13,0.1,1.8675513,1.9569472,1.9098084,2.3815193,2.4639544,2.339412,0.7022388577461243,0.6701105535030365,0.6656317710876465
13,14,0.1,1.8529145,1.9480286,1.8992716,2.365497,2.4599373,2.3393214,0.7062318921089172,0.6711853444576263,0.6656576097011566
14,15,0.1,1.8381224,1.9371467,1.8927623,2.3519654,2.4564354,2.3377218,0.7095832228660583,0.6721208691596985,0.6661147177219391
15,16,0.1,1.8232453,1.922698,1.8822647,2.3369055,2.4491277,2.329128,0.7132904827594757,0.674068808555603,0.6685650646686554
16,17,0.1,1.8120387,1.9101549,1.8642725,2.320998,2.439021,2.311106,0.7171805500984192,0.6767532229423523,0.6736742556095123
17,18,0.1,1.796592,1.8933376,1.8427067,2.3025446,2.4232435,2.2882795,0.7216598093509674,0.680921733379364,0.6800885498523712
18,19,0.1,1.7766626,1.8650079,1.8223225,2.2804227,2.4032369,2.2646232,0.7269825041294098,0.6861686706542969,0.6866689324378967
19,20,0.1,1.7611896,1.8440253,1.8035074,2.2655966,2.3889916,2.2415564,0.7305209338665009,0.6898781955242157,0.6930194199085236
20,21,0.1,1.7502186,1.8344799,1.7826356,2.2525475,2.3815143,2.2132344,0.733616292476654,0.6918164193630219,0.7007277607917786
21,22,0.1,1.7373111,1.8370806,1.7826356,2.239402,2.3797252,2.2132344,0.7367163002490997,0.6922793090343475,0.7007277607917786
22,23,0.1,1.7238241,1.8277627,1.7535233,2.2225046,2.3788195,2.172675,0.7406745553016663,0.6925135254859924,0.7115961611270905
23,24,0.1,1.7056208,1.8240126,1.7416506,2.2067125,2.383987,2.1589465,0.7443467676639557,0.6911761462688446,0.7152292430400848
24,25,0.1,1.6929755,1.8261102,1.7416506,2.1924045,2.391841,2.1589465,0.747651219367981,0.6891379654407501,0.7152292430400848
25,26,0.1,1.6823789,1.8175683,1.6967129,2.1747925,2.3809438,2.111206,0.7516892552375793,0.6919640898704529,0.7276842296123505
26,27,0.1,1.6657854,1.796284,1.6597617,2.162386,2.3558545,2.0769975,0.754514291882515,0.6984217464923859,0.7364375293254852
27,28,0.1,1.6533635,1.7752686,1.6502835,2.1412594,2.3449802,2.0569682,0.7592876106500626,0.7011993527412415,0.7414962947368622
28,29,0.1,1.6383106,1.7667363,1.6346807,2.1228082,2.3371787,2.0460765,0.7634181827306747,0.7031842470169067,0.7442266047000885
29,30,0.1,1.6248492,1.7569517,1.6272105,2.1098535,2.331529,2.0458689,0.7662969082593918,0.7046175599098206,0.7442785501480103
30,31,0.1,1.6282915,1.7730387,1.6272105,2.1053233,2.3352985,2.0458689,0.7672994881868362,0.7036615908145905,0.7442785501480103
31,32,0.1,1.6852496,1.7983301,1.6272105,2.1889658,2.3742697,2.0458689,0.7484422326087952,0.6936885714530945,0.7442785501480103
32,33,0.1,1.6174939,1.7297162,1.6032882,2.088698,2.2871232,1.9965302,0.7709601670503616,0.7157619595527649,0.7564639002084732
33,34,0.1,1.655099,1.767181,1.6032882,2.1272748,2.3223853,1.9965302,0.7624215930700302,0.7069298028945923,0.7564639002084732
34,35,0.1,1.5834221,1.740711,1.6032882,2.0775223,2.3227067,1.9965302,0.7734045386314392,0.706848680973053,0.7564639002084732
35,36,0.1,1.5990312,1.7547525,1.6032882,2.1022096,2.3378737,1.9965302,0.7679872810840607,0.703007698059082,0.7564639002084732
36,37,0.1,1.5683281,1.7081236,1.529417,2.04963,2.2704349,1.9509135,0.7794481664896011,0.7198947668075562,0.767465353012085
37,38,0.1,1.5678871,1.6914871,1.5730183,2.0328786,2.2402403,1.9650552,0.7830384820699692,0.7272954881191254,0.7640819698572159
38,39,0.1,1.5559598,1.676272,1.5988032,2.0221653,2.2532759,1.9922692,0.7853192239999771,0.7241126298904419,0.7575023025274277
39,40,0.1,1.521968,1.6773607,1.5988032,1.9988925,2.2406304,1.9922692,0.7902322560548782,0.7272005081176758,0.7575023025274277
40,41,0.1,1.527389,1.7081637,1.5988032,2.0153084,2.2709334,1.9922692,0.7867727130651474,0.7197717726230621,0.7575023025274277
41,42,0.1,1.5207757,1.7062418,1.5988032,2.0072148,2.289022,1.9922692,0.7884819060564041,0.7152898013591766,0.7575023025274277
42,43,0.1,1.4992396,1.6787553,1.5988032,1.9734855,2.2707157,1.9922692,0.7955309152603149,0.7198255062103271,0.7575023025274277
43,44,0.1,1.4884586,1.646645,1.4996755,1.9539025,2.2331986,1.9014859,0.7995686829090118,0.7290071249008179,0.7790989130735397
44,45,0.1,1.4990029,1.6353322,1.5000682,1.9557141,2.2221653,1.8790122,0.7991968393325806,0.7316782474517822,0.7842897325754166
45,46,0.1,1.4709647,1.642518,1.5000682,1.929126,2.235709,1.8790122,0.8046195954084396,0.7283976078033447,0.7842897325754166
46,47,0.1,1.4834238,1.6976627,1.5000682,1.9392864,2.2941263,1.8790122,0.8025561422109604,0.7140186429023743,0.7842897325754166
47,48,0.1,1.5063413,1.6912843,1.5000682,1.9648643,2.26186,1.8790122,0.797313466668129,0.722006618976593,0.7842897325754166
48,49,0.1,1.4572631,1.6524895,1.5000682,1.9030071,2.2403417,1.8790122,0.8098743855953217,0.7272708117961884,0.7842897325754166
49,50,0.1,1.5040138,1.6763462,1.5000682,1.9479078,2.2957065,1.8790122,0.8007966727018356,0.7136245369911194,0.7842897325754166
50,51,0.1,1.5695673,1.6946377,1.5000682,2.0356925,2.2233412,1.8790122,0.7824374437332153,0.7313942313194275,0.7842897325754166
51,52,0.06999999999999999,1.582453,1.7060305,1.5000682,2.0525815,2.2409275,1.8790122,0.7788124829530716,0.7271281480789185,0.7842897325754166
52,53,0.06999999999999999,1.5526061,1.7012384,1.5000682,2.0155873,2.2373426,1.8790122,0.786713644862175,0.7280005514621735,0.7842897325754166
53,54,0.06999999999999999,1.4894769,1.6948966,1.5000682,1.9530865,2.250182,1.8790122,0.7997360676527023,0.7248697578907013,0.7842897325754166
54,55,0.06999999999999999,1.5455825,1.8227875,1.5000682,2.0075204,2.3908935,1.8790122,0.7884175181388855,0.6893841624259949,0.7842897325754166
55,56,0.06999999999999999,1.4670036,1.7008632,1.5000682,1.9163672,2.2785923,1.8790122,0.8071954697370529,0.7178784012794495,0.7842897325754166
56,57,0.06999999999999999,1.4480419,1.6162088,1.4311664,1.8993869,2.1773067,1.7858367,0.8105970919132233,0.7424021065235138,0.8051523864269257
57,58,0.06999999999999999,1.497224,1.6430709,1.4311664,1.9516691,2.1817763,1.7858367,0.8000266253948212,0.7413433790206909,0.8051523864269257
58,59,0.06999999999999999,1.4767205,1.6355962,1.4311664,1.930621,2.1838603,1.7858367,0.8043166548013687,0.7408490180969238,0.8051523864269257
59,60,0.06999999999999999,1.42326,1.6131032,1.425057,1.8766035,2.186637,1.7963302,0.8151136636734009,0.7401896417140961,0.8028558194637299
60,61,0.06999999999999999,1.4375105,1.6545554,1.425057,1.8857483,2.245212,1.7963302,0.8133073449134827,0.7260837554931641,0.8028558194637299
61,62,0.06999999999999999,1.4527515,1.6839005,1.425057,1.9007295,2.261169,1.7963302,0.8103292137384415,0.7221763730049133,0.8028558194637299
62,63,0.06999999999999999,1.42431,1.6504077,1.425057,1.8707173,2.2302136,1.7963302,0.8162716925144196,0.7297311127185822,0.8028558194637299
63,64,0.06999999999999999,1.4104621,1.6085349,1.4400697,1.8515544,2.176499,1.8185847,0.820016473531723,0.7425931990146637,0.7979407757520676
64,65,0.06999999999999999,1.4053578,1.5813051,1.4265025,1.8426971,2.1488676,1.794237,0.8217343240976334,0.7490874528884888,0.8033149987459183
65,66,0.06999999999999999,1.3918115,1.557128,1.4165773,1.8288155,2.1580045,1.7895238,0.824410080909729,0.7469491362571716,0.804346963763237
66,67,0.06999999999999999,1.3903139,1.5755821,1.4165773,1.8305687,2.2078147,1.7895238,0.8240732550621033,0.7351326942443848,0.804346963763237
67,68,0.06999999999999999,1.382457,1.5861577,1.4165773,1.8161623,2.2054777,1.7895238,0.8268314152956009,0.7356931567192078,0.804346963763237
68,69,0.06999999999999999,1.3849033,1.6065724,1.4165773,1.8192582,2.213199,1.7895238,0.8262405395507812,0.7338392734527588,0.804346963763237
69,70,0.06999999999999999,1.3796084,1.6125005,1.4165773,1.8156012,2.210032,1.7895238,0.8269384056329727,0.7346004247665405,0.804346963763237
70,71,0.06999999999999999,1.3580779,1.5978055,1.4165773,1.7933071,2.1878095,1.7895238,0.8311624228954315,0.7399109303951263,0.804346963763237
71,72,0.06999999999999999,1.3446183,1.5820026,1.4165773,1.7788723,2.1753364,1.7895238,0.8338695168495178,0.7428680956363678,0.804346963763237
72,73,0.048999999999999995,1.3327502,1.5624053,1.4165773,1.7639751,2.152962,1.7895238,0.8366403728723526,0.7481303811073303,0.804346963763237
73,74,0.048999999999999995,1.3313739,1.555974,1.3751016,1.7537776,2.150467,1.7467606,0.8385236859321594,0.7487137913703918,0.8135860562324524
74,75,0.048999999999999995,1.3321913,1.5641549,1.3751016,1.7505571,2.158156,1.7467606,0.8391162008047104,0.7469136416912079,0.8135860562324524
75,76,0.048999999999999995,1.3215544,1.5769581,1.3751016,1.7397418,2.180258,1.7467606,0.8410979807376862,0.7417033016681671,0.8135860562324524
76,77,0.048999999999999995,1.3063358,1.5876346,1.3751016,1.7292699,2.1962092,1.7467606,0.8430051803588867,0.7379099726676941,0.8135860562324524
77,78,0.048999999999999995,1.295076,1.5816458,1.3751016,1.723454,2.2061896,1.7467606,0.8440593928098679,0.7355224788188934,0.8135860562324524
78,79,0.048999999999999995,1.2904574,1.5732208,1.3751016,1.7250009,2.1820536,1.7467606,0.8437793552875519,0.741277664899826,0.8135860562324524
79,80,0.048999999999999995,1.2800959,1.5708653,1.3751016,1.7088072,2.187112,1.7467606,0.846698671579361,0.7400766909122467,0.8135860562324524
80,81,0.0343,1.2716627,1.569673,1.3751016,1.697868,2.1884851,1.7467606,0.8486551642417908,0.7397502362728119,0.8135860562324524
81,82,0.0343,1.2682605,1.5698315,1.3751016,1.6911345,2.189727,1.7467606,0.8498532027006149,0.7394547760486603,0.8135860562324524
82,83,0.0343,1.2665836,1.5648272,1.3751016,1.6864686,2.1852028,1.7467606,0.8506805598735809,0.7405303418636322,0.8135860562324524
83,84,0.0343,1.261956,1.5547519,1.3406633,1.6798898,2.1732118,1.722397,0.8518432676792145,0.7433700859546661,0.8187499791383743
84,85,0.0343,1.2546597,1.5469341,1.3305544,1.6719958,2.1616547,1.7081298,0.8532324135303497,0.7460923790931702,0.8217402398586273
85,86,0.0343,1.2477385,1.5455774,1.3209095,1.6658893,2.1542969,1.6945351,0.8543025106191635,0.7478179633617401,0.8245664089918137
86,87,0.0343,1.2409021,1.5446889,1.315649,1.6615456,2.153966,1.6886449,0.8550612926483154,0.747895359992981,0.825783908367157
87,88,0.0343,1.234704,1.543203,1.3132151,1.6551993,2.1547458,1.684154,0.8561663925647736,0.7477128207683563,0.8267093151807785
88,89,0.0343,1.2306054,1.5437069,1.3132151,1.6492379,2.1590989,1.684154,0.8572005927562714,0.7466924786567688,0.8267093151807785
89,90,0.0343,1.2292233,1.551637,1.3132151,1.6443573,2.1721187,1.684154,0.8580445200204849,0.7436282336711884,0.8267093151807785
90,91,0.0343,1.2222127,1.5473001,1.3132151,1.6358229,2.1623714,1.684154,0.8595142364501953,0.7459239661693573,0.8267093151807785
91,92,0.0343,1.2148578,1.5463147,1.3132151,1.62774,2.1645305,1.684154,0.8608991205692291,0.7454163730144501,0.8267093151807785
92,93,0.0343,1.2121596,1.5530623,1.3132151,1.6234268,2.1816714,1.684154,0.8616353273391724,0.741368293762207,0.8267093151807785
93,94,0.0343,1.2017885,1.5358651,1.3107474,1.6138226,2.169185,1.6770545,0.8632676303386688,0.7443203032016754,0.8281672447919846
94,95,0.0343,1.1978384,1.5457704,1.3107474,1.606631,2.1745753,1.6770545,0.8644835203886032,0.7430480122566223,0.8281672447919846
95,96,0.0343,1.2000484,1.5670354,1.3107474,1.6025052,2.1828334,1.6770545,0.865178644657135,0.741092711687088,0.8281672447919846
96,97,0.0343,1.19403,1.5682521,1.3107474,1.5948467,2.1891632,1.6770545,0.8664642125368118,0.7395889461040497,0.8281672447919846
97,98,0.0343,1.1871791,1.5578809,1.3107474,1.5879587,2.1856365,1.6770545,0.8676151931285858,0.7404273152351379,0.8281672447919846
98,99,0.0343,1.1805534,1.5443225,1.3107474,1.5799512,2.1759644,1.6770545,0.8689469397068024,0.7427196204662323,0.8281672447919846
99,100,0.0343,1.1749924,1.5427111,1.3107474,1.5723578,2.1663017,1.6770545,0.8702036440372467,0.744999498128891,0.8281672447919846
100,101,0.024009999999999997,1.1703966,1.5458572,1.3107474,1.5676858,2.1720417,1.6770545,0.8709738105535507,0.7436464428901672,0.8281672447919846
101,102,0.024009999999999997,1.167773,1.5308822,1.2880648,1.5677398,2.1567836,1.6576612,0.870964914560318,0.7472354173660278,0.8321183770895004
102,103,0.024009999999999997,1.1616913,1.5420947,1.2880648,1.5589195,2.1736853,1.6576612,0.8724127858877182,0.7432582676410675,0.8321183770895004
103,104,0.024009999999999997,1.1616137,1.5451723,1.2880648,1.554945,2.1689436,1.6576612,0.8730625212192535,0.7443771660327911,0.8321183770895004
104,105,0.024009999999999997,1.1587636,1.5519478,1.2880648,1.549822,2.1772795,1.6576612,0.8738975822925568,0.7424085140228271,0.8321183770895004
105,106,0.024009999999999997,1.1522577,1.5392563,1.2880648,1.5443598,2.1676424,1.6576612,0.8747848719358444,0.7446838021278381,0.8321183770895004
106,107,0.024009999999999997,1.1484323,1.544858,1.2880648,1.5388812,2.1734157,1.6576612,0.8756717070937157,0.74332195520401,0.8321183770895004
107,108,0.024009999999999997,1.148002,1.5482329,1.2880648,1.5341783,2.167493,1.6576612,0.8764304593205452,0.7447189390659332,0.8321183770895004
108,109,0.016806999999999996,1.1453612,1.5462832,1.2880648,1.5302438,2.1670275,1.6576612,0.8770634457468987,0.7448286414146423,0.8321183770895004
109,110,0.016806999999999996,1.1417148,1.5458245,1.2880648,1.5268037,2.1742885,1.6576612,0.8776155635714531,0.7431157529354095,0.8321183770895004
110,111,0.016806999999999996,1.138896,1.5365154,1.2880648,1.5248786,2.1668766,1.6576612,0.8779239878058434,0.7448641657829285,0.8321183770895004
111,112,0.016806999999999996,1.1364422,1.5506889,1.2880648,1.5200869,2.178114,1.6576612,0.8786899968981743,0.7422110140323639,0.8321183770895004
112,113,0.016806999999999996,1.134948,1.5521572,1.2880648,1.5163538,2.172285,1.6576612,0.8792850822210312,0.743588924407959,0.8321183770895004
113,114,0.016806999999999996,1.1318877,1.5518469,1.2880648,1.5124406,2.1738517,1.6576612,0.8799073472619057,0.7432189285755157,0.8321183770895004
114,115,0.011764899999999997,1.1299989,1.5430188,1.2880648,1.510718,2.1654491,1.6576612,0.8801807463169098,0.7452002167701721,0.8321183770895004
115,116,0.011764899999999997,1.1283851,1.5484257,1.2880648,1.5078819,2.1763713,1.6576612,0.8806302025914192,0.7426233887672424,0.8321183770895004
116,117,0.011764899999999997,1.1255724,1.552628,1.2880648,1.5046965,2.1782837,1.6576612,0.8811340108513832,0.7421708703041077,0.8321183770895004
117,118,0.011764899999999997,1.124433,1.5485897,1.2880648,1.5022082,2.169945,1.6576612,0.8815268129110336,0.7441410720348358,0.8321183770895004
118,119,0.011764899999999997,1.1221135,1.5528827,1.2880648,1.4991095,2.176096,1.6576612,0.8820150792598724,0.7426885068416595,0.8321183770895004
119,120,0.011764899999999997,1.1196414,1.5442269,1.2880648,1.4969625,2.168095,1.6576612,0.8823527842760086,0.7445771396160126,0.8321183770895004
120,121,0.008235429999999997,1.117737,1.5445826,1.2880648,1.4952786,2.1696067,1.6576612,0.8826173096895218,0.7442208528518677,0.8321183770895004
121,122,0.008235429999999997,1.1165025,1.5503364,1.2880648,1.4929272,2.1759813,1.6576612,0.8829862177371979,0.7427156567573547,0.8321183770895004
122,123,0.008235429999999997,1.1163656,1.5456359,1.2880648,1.4930066,2.1667097,1.6576612,0.8829737678170204,0.7449035048484802,0.8321183770895004
123,124,0.008235429999999997,1.1141164,1.5540979,1.2880648,1.4888417,2.1743555,1.6576612,0.8836257681250572,0.7430999279022217,0.8321183770895004
124,125,0.008235429999999997,1.1128764,1.5543313,1.2880648,1.4868882,2.1744797,1.6576612,0.8839309513568878,0.7430706322193146,0.8321183770895004
125,126,0.008235429999999997,1.1111621,1.5503796,1.2880648,1.4849538,2.171708,1.6576612,0.8842327669262886,0.7437251806259155,0.8321183770895004
